"species_id" "prevalence" "medianAbundance" "type"
"Roseburia_hominis_61877" 0.838427947598253 0.000560744239379226 "resident
species"
"Roseburia_intestinalis_56239" 0.799126637554585 0.00125549956616047 "resident
species"
"Roseburia_inulinivorans_61943" 0.873362445414847 0.00118965589720154 "resident
species"
"Ruminococcus_obeum_61472" 0.829694323144105 0.000280265824854643 "resident
species"
"Ruminococcus_sp_55468" 0.873362445414847 0.000340954783608919 "resident
species"
"Ruminococcus_torques_62045" 0.825327510917031 0.000934922356167471 "resident
species"
"Sutterella_wadsworthensis_56828" 0.344978165938865 0.00388352387298947 "resident
species"
"Sutterella_wadsworthensis_62218" 0.209606986899563 0.00315120186276147 "resident
species"
"Adlercreutzia_equolifaciens_60310" 0.720524017467249 9.36684014942669e-05 "resident
species"
"Akkermansia_muciniphila_55290" 0.580786026200873 0.00256443948360739 "resident
species"
"Alistipes_finegoldii_56071" 0.751091703056769 0.00568386943908329 "resident
species"
"Alistipes_putredinis_61533" 0.842794759825327 0.0638951357231912 "resident
species"
"Alistipes_shahii_62199" 0.812227074235808 0.0140992045838508 "resident
species"
"Alistipes_sp_59510" 0.414847161572052 0.00201101426708226 "resident
species"
"Anaerostipes_hadrus_55206" 0.908296943231441 0.000386038576717705 "resident
species"
"Bacteroidales_bacterium_58650" 0.602620087336245 0.00662313614425705 "resident
species"
"Bacteroides_caccae_53434" 0.803493449781659 0.0138699465299233 "resident
species"
"Bacteroides_finegoldii_57739" 0.816593886462882 0.000881156183717678 "resident
species"
"Bacteroides_massiliensis_44749" 0.524017467248908 0.0174251349207795 "resident
species"
"Bacteroides_ovatus_58035" 0.982532751091703 0.0268542869391289 "resident
species"
"Bacteroides_rodentium_59708" 0.925764192139738 0.0169238994009911 "resident
species"
"Bacteroides_stercoris_56735" 0.74235807860262 0.0243602608244641 "resident
species"
"Bacteroides_thetaiotaomicron_56941" 0.873362445414847 0.0125260978615334 "resident
species"
"Bacteroides_uniformis_57318" 0.934497816593886 0.0567949194828319 "resident
species"
"Bacteroides_vulgatus_57955" 0.973799126637555 0.156875578692853 "resident
species"
"Bacteroides_xylanisolvens_57185" 0.978165938864629 0.00976855182894886 "resident
species"
"Barnesiella_intestinihominis_62208" 0.493449781659389 0.0178305409641253 "resident
species"
"Bifidobacterium_adolescentis_56815" 0.541484716157205 0.000773352850756627 "resident
species"
"Bilophila_wadsworthia_57364" 0.755458515283843 0.000425664817793517 "resident
species"
"Blautia_wexlerae_56130" 0.982532751091703 0.00130243930570928 "resident
species"
"Butyricimonas_synergistica_58741" 0.0349344978165939 0.000307146601004279 "resident
species"
"Clostridiales_bacterium_61057" 0.829694323144105 0.000221516798521763 "resident
species"
"Clostridium_spiroforme_61500" 0.681222707423581 0.000152687837438263 "resident
species"
"Collinsella_sp_62205" 0.720524017467249 0.000469575646389024 "resident
species"
"Coprobacter_fastidiosus_56550" 0.248908296943231 0.00218540742561439 "resident
species"
"Coprococcus_catus_62200" 0.602620087336245 0.000133334277784956 "resident
species"
"Coprococcus_comes_61587" 0.777292576419214 0.000595841666272805 "resident
species"
"Coprococcus_eutactus_61480" 0.0960698689956332 0.000269530113009563 "resident
species"
"Dorea_formicigenerans_56346" 0.88646288209607 0.000525547827245049 "resident
species"
"Dorea_longicatena_59913" 0.633187772925764 0.00024395223895881 "resident
species"
"Dorea_longicatena_61473" 0.768558951965066 0.000329454172880203 "resident
species"
"Eubacterium_eligens_61678" 0.807860262008734 0.00243738961721252 "resident
species"
"Eubacterium_ramulus_59802" 0.646288209606987 0.000255734989379864 "resident
species"
"Eubacterium_rectale_56927" 0.947598253275109 0.0101336858162611 "resident
species"
"Eubacterium_siraeum_57634" 0.62882096069869 0.000527786639676326 "resident
species"
"Faecalibacterium_cf_62236" 0.938864628820961 0.00356813771204222 "resident
species"
"Faecalibacterium_prausnitzii_57453" 0.851528384279476 0.00429147702692029 "resident
species"
"Faecalibacterium_prausnitzii_61481" 0.847161572052402 0.00237473693007813 "resident
species"
"Faecalibacterium_prausnitzii_62201" 0.921397379912664 0.00280087512211408 "resident
species"
"Guyana_massiliensis_60772" 0.733624454148472 0.000462674764348104 "resident
species"
"Odoribacter_splanchnicus_62174" 0.755458515283843 0.00769242430091788 "resident
species"
"Oscillibacter_sp_60799" 0.685589519650655 0.0094107946586541 "resident
species"
"Oscillospiraceae_bacterium_54867" 0.982532751091703 0.00237052281078305 "resident
species"
"Oxalobacter_formigenes_61802" 0.165938864628821 0.000194495053047698 "resident
species"
"Parabacteroides_distasonis_56985" 0.825327510917031 0.0125422953844865 "resident
species"
"Parabacteroides_merdae_56972" 0.786026200873362 0.0215995229653722 "resident
species"
"Paraprevotella_clara_33712" 0.262008733624454 0.00550548939946955 "resident
species"
"Prevotella_copri_61740" 0.34061135371179 0.00102930406377009 "resident
species"
"Roseburia_hominis_61877" 0.838427947598253 0.000560744239379226 "resident
species"
"Roseburia_intestinalis_56239" 0.799126637554585 0.00125549956616047 "resident
species"
"Roseburia_inulinivorans_61943" 0.873362445414847 0.00118965589720154 "resident
species"
"Ruminococcus_bicirculans_59300" 0.768558951965066 0.00511157239935175 "resident
species"
"Ruminococcus_obeum_61472" 0.829694323144105 0.000280265824854643 "resident
species"
"Ruminococcus_sp_55468" 0.873362445414847 0.000340954783608919 "resident
species"
"Ruminococcus_torques_62045" 0.825327510917031 0.000934922356167471 "resident
species"
"Streptococcus_thermophilus_54772" 0.54585152838428 7.21694422530883e-05 "resident
species"
"Subdoligranulum_sp_62068" 0.96943231441048 0.000748788227715913 "resident
species"
"Sutterella_wadsworthensis_56828" 0.344978165938865 0.00388352387298947 "resident
species"
"Sutterella_wadsworthensis_62218" 0.209606986899563 0.00315120186276147 "resident
species"
"Akkermansia_muciniphila_55290" 0.580786026200873 0.00256443948360739 "resident
species"
"Alistipes_finegoldii_56071" 0.751091703056769 0.00568386943908329 "resident
species"
"Alistipes_onderdonkii_55464" 0.794759825327511 0.00787710086670589 "resident
species"
"Alistipes_putredinis_61533" 0.842794759825327 0.0638951357231912 "resident
species"
"Alistipes_senegalensis_58364" 0.724890829694323 8.42311751768719e-05 "resident
species"
"Alistipes_shahii_62199" 0.812227074235808 0.0140992045838508 "resident
species"
"Anaerostipes_hadrus_55206" 0.908296943231441 0.000386038576717705 "resident
species"
"Bacteroides_caccae_53434" 0.803493449781659 0.0138699465299233 "resident
species"
"Bacteroides_cellulosilyticus_58046" 0.606986899563319 0.00419572015300266 "resident
species"
"Bacteroides_fragilis_54507" 0.589519650655022 0.00375894052836999 "resident
species"
"Bacteroides_intestinalis_61596" 0.589519650655022 0.00101973894983285 "resident
species"
"Bacteroides_nordii_55557" 0.283842794759825 0.00053250754467108 "resident
species"
"Bacteroides_ovatus_58035" 0.982532751091703 0.0268542869391289 "resident
species"
"Bacteroides_rodentium_59708" 0.925764192139738 0.0169238994009911 "resident
species"
"Bacteroides_sartorii_54642" 0.956331877729258 0.00107205606794692 "resident
species"
"Bacteroides_stercoris_56735" 0.74235807860262 0.0243602608244641 "resident
species"
"Bacteroides_thetaiotaomicron_56941" 0.873362445414847 0.0125260978615334 "resident
species"
"Bacteroides_uniformis_57318" 0.934497816593886 0.0567949194828319 "resident
species"
"Bacteroides_vulgatus_57955" 0.973799126637555 0.156875578692853 "resident
species"
"Bacteroides_xylanisolvens_57185" 0.978165938864629 0.00976855182894886 "resident
species"
"Barnesiella_intestinihominis_62208" 0.493449781659389 0.0178305409641253 "resident
species"
"Bilophila_wadsworthia_57364" 0.755458515283843 0.000425664817793517 "resident
species"
"Blautia_wexlerae_56130" 0.982532751091703 0.00130243930570928 "resident
species"
"Burkholderiales_bacterium_56577" 0.729257641921397 0.00219067330867961 "resident
species"
"Clostridiales_bacterium_61057" 0.829694323144105 0.000221516798521763 "resident
species"
"Collinsella_aerofaciens_61484" 0.729257641921397 0.000325535115619539 "resident
species"
"Collinsella_sp_62205" 0.720524017467249 0.000469575646389024 "resident
species"
"Coprococcus_catus_62200" 0.602620087336245 0.000133334277784956 "resident
species"
"Coprococcus_comes_61587" 0.777292576419214 0.000595841666272805 "resident
species"
"Coprococcus_eutactus_61480" 0.0960698689956332 0.000269530113009563 "resident
species"
"Dorea_longicatena_59913" 0.633187772925764 0.00024395223895881 "resident
species"
"Dorea_longicatena_61473" 0.768558951965066 0.000329454172880203 "resident
species"
"Eubacterium_eligens_61678" 0.807860262008734 0.00243738961721252 "resident
species"
"Eubacterium_rectale_56927" 0.947598253275109 0.0101336858162611 "resident
species"
"Eubacterium_siraeum_57634" 0.62882096069869 0.000527786639676326 "resident
species"
"Eubacterium_ventriosum_61474" 0.589519650655022 0.00102801236075991 "resident
species"
"Faecalibacterium_cf_62236" 0.938864628820961 0.00356813771204222 "resident
species"
"Faecalibacterium_prausnitzii_57453" 0.851528384279476 0.00429147702692029 "resident
species"
"Faecalibacterium_prausnitzii_61481" 0.847161572052402 0.00237473693007813 "resident
species"
"Faecalibacterium_prausnitzii_62201" 0.921397379912664 0.00280087512211408 "resident
species"
"Guyana_massiliensis_60772" 0.733624454148472 0.000462674764348104 "resident
species"
"Haemophilus_parainfluenzae_62356" 0.716157205240175 7.87876741887384e-05 "resident
species"
"Haemophilus_parainfluenzae_62468" 0.7117903930131 7.07456907347835e-05 "resident
species"
"Oscillospiraceae_bacterium_54867" 0.982532751091703 0.00237052281078305 "resident
species"
"Parabacteroides_distasonis_56985" 0.825327510917031 0.0125422953844865 "resident
species"
"Parabacteroides_goldsteinii_56831" 0.240174672489083 0.000319930852512098 "resident
species"
"Parabacteroides_johnsonii_55217" 0.62882096069869 0.000540749868789771 "resident
species"
"Parabacteroides_merdae_56972" 0.786026200873362 0.0215995229653722 "resident
species"
"Phascolarctobacterium_sp_59817" 0.637554585152838 0.00580994058449095 "resident
species"
"Roseburia_hominis_61877" 0.838427947598253 0.000560744239379226 "resident
species"
"Roseburia_inulinivorans_61943" 0.873362445414847 0.00118965589720154 "resident
species"
"Ruminococcus_bicirculans_59300" 0.768558951965066 0.00511157239935175 "resident
species"
"Ruminococcus_lactaris_55568" 0.427947598253275 0.000569597179038537 "resident
species"
"Ruminococcus_obeum_61472" 0.829694323144105 0.000280265824854643 "resident
species"
"Ruminococcus_sp_55468" 0.873362445414847 0.000340954783608919 "resident
species"
"Ruminococcus_torques_62045" 0.825327510917031 0.000934922356167471 "resident
species"
"Alistipes_onderdonkii_55464" 0.794759825327511 0.00787710086670589 "resident
species"
