site_id XBA XBB
817530 1 0
817588 1 0
817797 0 1
817834 0 1
817839 0 1
818143 1 0
818179 0 1
818865 0 1
821084 1 0
821147 1 0
821158 1 0.00321
821183 1 0
821195 1 0
821883 1 0
822299 1 0
822305 1 0
822513 1 0.0197
824304 0 1
828796 0 1
828907 1 0
829189 1 0
830052 0 1
830056 0 1
830107 0 1
830120 0 1
830143 0 1
830170 0 1
841277 1 0
842042 1 0
842058 1 0
842136 1 0
842163 1 0
842894 1 0
844774 0 1
844882 0 1
844896 0 1
844934 0 1
844961 0 1
844967 0 1
844992 0 1
845119 1 0
845149 0 1
846205 0 1
849601 1 0
849700 1 0
850111 1 0
850121 0 1
850144 1 0
850910 1 0
850928 0 1
852832 1 0
854744 0 1
854760 0 1
855841 1 0
855844 1 0
855887 1 0.0061
859033 0 1
862453 0 1
863025 0 1
870629 0 1
871755 1 0
871853 1 0
873777 1 0
874035 1 0
874536 1 0
874563 1 0
874610 1 0
874688 0 1
874691 0 1
874726 0 1
885598 0 1
885613 0 1
886935 1 0
886948 1 0
887920 1 0
887932 1 0
888518 1 0
888901 1 0
888923 1 0
891698 0 1
891726 0 1
891800 0 1
893552 0 1
893563 1 0
902071 1 0
902072 1 0
902078 1 0
902079 1 0
908306 1 0
913757 1 0
913772 1 0
920246 0 1
920447 0 1
920531 0 1
920533 0 1
920605 0 1
921905 0 1
921954 1 0
922507 1 0
923152 1 0
923586 1 0
924239 0 1
925999 1 0
927383 1 0
927386 1 0
929438 0 1
929441 0 1
929561 1 0
931976 1 0
931987 1 0
936311 0 1
936343 0 1
945922 0 1
946663 1 0
946669 1 0
946684 1 0
946685 1 0
946687 1 0
946702 1 0
947222 1 0
947875 0 1
948662 1 0
949682 1 0
950774 1 0
950856 0 1
951378 0 1
951381 0 1
952188 1 0
953887 1 0
953893 1 0
953896 1 0
953917 0 1
955585 0 1
955936 0 1
956002 1 0
963865 0 1
966240 0 1
967277 1 0
967280 1 0
970071 0 1
970154 1 0
971398 0 1
971996 1 0
972094 1 0
972146 0 1
976236 1 0
976299 1 0
976302 1 0.00654
976305 1 0
976308 1 0
976311 1 0
976314 1 0
976800 0 1
976806 0 1
977277 0 1
981068 1 0
984040 0 1
984733 0 1
984773 1 0
985231 0 1
986832 0 0.979
986835 0 0.97
986850 0 0.99
986854 0 0.992
986862 0 1
986874 1 0
987048 0 1
987051 0 1
987060 0 1
987061 0 1
987924 1 0
987972 1 0
987975 1 0
987984 1 0
987993 0 0.973
992026 1 0
992365 1 0
992368 1 0
993810 0 1
993816 0 1
993833 0 1
993951 0 1
1000886 0 1
1001774 1 0
1001778 1 0
1001788 1 0
1001789 1 0
1002688 1 0
1002703 1 0
1003105 1 0
1003204 1 0
1003922 1 0
1003960 0 1
1003982 1 0
1003988 1 0
1004030 1 0
1005598 0 1
1005665 0 1
1005790 0 1
1007151 1 0
1007295 0 1
1007738 0 1
1007767 1 0
1015518 1 0
1015858 0 1
1015876 0 1
1021830 1 0
1021836 1 0
1021837 1 0
1021996 1 0
1022015 1 0
1022016 1 0
1022020 1 0
1022062 1 0
1022071 1 0
1022075 1 0
1023200 1 0
1025724 1 0
1025728 1 0
1025731 0 1
1025734 1 0
1025785 1 0
1025894 1 0
1026778 1 0
1037478 0 1
1097201 0 1
1100026 0 1
1100227 0 1
1102958 1 0
1103010 1 0
1105932 1 0
1108730 1 0
1108744 0 1
1108796 1 0
1110272 1 0
1113882 1 0
1113884 1 0
1113899 1 0
1113916 0 1
1114014 1 0
1114019 1 0.00913
1114033 1 0
1114116 1 0
1114702 1 0
1114803 1 0
1115177 1 0
1115280 1 0
1115557 0 1
1121697 1 0
1121703 1 0
1121779 1 0
1122208 1 0
1123155 0 1
1124118 0 1
1124189 0 1
1124268 1 0
1130911 1 0
1131073 0 1
1131530 0 1
1135615 0 1
1136781 0 1
1140826 1 0
1146093 1 0
1146195 1 0
1147042 1 0
1147141 0 1
1147471 0 1
1147841 0 1
1147856 0 1
1147857 0 1
1148132 1 0
1150920 1 0
1160785 1 0
1163383 1 0
1163415 0 1
1169386 0 1
1169531 0 1
1181324 1 0
1181330 1 0.00295
1181902 0 1
1181972 1 0
1181995 1 0
1182268 1 0
1182495 0 1
1182506 1 0
1182518 1 0
1193591 1 0
1199288 1 0
1199314 0 1
1201185 0 1
1201293 1 0
1206249 1 0
1208032 1 0
1210105 1 0
1210240 1 0
1210294 1 0
1210357 1 0
1210364 1 0
1210396 1 0
1210737 1 0
1210742 1 0
1210744 1 0
1212432 1 0
1212938 0 1
1214490 0 1
1214976 1 0
1214985 1 0
1215078 0 1
1215122 1 0
1215759 0 1
1216324 0 1
1230538 1 0
1231825 1 0
1231849 1 0
1236434 0 1
1238153 0 1
1247095 0 1
1247533 1 0
1250370 0 1
1258010 1 0
1258013 1 0
1258016 1 0
1258028 0 1
1258037 0 1
1258043 1 0
1258055 1 0
1258060 1 0
1258252 0 1
1258260 1 0
1258287 0 1
1258319 1 0
1258377 0 1
1258560 1 0
1258609 1 0
1258621 0 1
1258643 1 0
1258707 1 0
1258716 1 0
1258728 0 1
1258737 0 1
1258872 1 0
1259070 1 0
1259076 0 1
1259123 0 1
1259244 1 0
1259347 1 0
1259359 0 1
1259384 0 1
1259414 0 1
1259452 0 1
1301666 0 0.99
1301762 0 1
1301884 1 0
1301891 0 1
1301984 1 0
1301992 0 1
1302058 0 1
1302064 1 0
1302712 1 0
1304167 0 1
1304184 0 1
1304185 0 1
1304384 1 0
1304385 1 0
1304411 1 0
1304779 1 0
1304791 1 0
1304797 0 1
1304803 1 0
1305407 1 0
1305456 1 0
1305467 0 1
1305485 1 0
1313681 1 0
1314449 1 0
1314452 1 0
1316026 1 0
1316028 1 0
1316241 1 0
1316243 1 0
1316244 1 0
1316247 1 0
1316325 1 0
1317009 0 1
1317021 0 1
1317024 0 1
1335283 1 0
1335284 1 0
1335285 1 0
1336505 0 1
1336508 0 1
1336520 0 1
1336528 0 1
1341179 1 0
1341191 0 1
1341193 1 0
1341206 0 1
1341325 0 1
1341326 0 1
1341340 0 1
1341383 0 1
1341389 0 1
1341394 0 1
1341569 0 1
1341572 0 1
1341602 0 1
1348652 1 0
1348692 1 0
1348697 0 1
1349772 1 0
1349777 0 1
1349822 0 1
1352127 0 1
1354863 1 0
1355652 0 1
1369300 0 1
1370125 0 1
1370236 0 1
1370239 0 1
1370242 0 1
1370245 0 1
1370464 0 1
1370465 0 1
1370483 0 1
1370507 0 1
1370511 0 0.996
1370604 0 1
1370620 0 1
1370625 0 1
1370745 0 1
1370748 0 1
1370754 0 1
1370760 0 1
1370786 0 1
1373369 1 0
1374294 1 0
1380541 1 0
1382852 1 0
1383628 1 0
1388420 1 0
1388437 1 0
1388626 0 1
1388710 1 0
1409958 1 0
1410686 0 1
1410775 0 1
1414598 0 1
1424154 1 0
1426698 0 1
1426753 1 0
1426791 1 0
1426811 1 0
1426825 1 0
1426834 1 0
1426845 1 0
1426872 1 0
1426908 1 0
1426968 1 0
1427391 0 1
1427419 0 1
1427517 1 0
1427538 1 0
1438404 1 0
1438618 0 1
1438674 0 1
1439371 0 1
1439394 0 1
1439397 0 1
1439406 0 1
1439409 0 1
1439418 0 1
1439454 0 1
1439559 0 1
1439562 0 1
1439767 0 1
1439768 0 1
1439781 0 1
1439811 0 1
1439812 1 0
1439990 1 0
1440002 1 0
1440047 1 0
1440143 0 1
1440215 1 0
1440244 0 1
1440288 0 1
1440299 0 1
1440323 0 1
1440739 0 1
1446718 0 1
1446733 0 1
1447029 0 1
1448992 1 0
1449373 1 0
1449535 1 0
1449992 0 1
1449995 0 1
1449998 0 1
1450019 0 1
1450034 0 1
1450120 0 1
1462615 1 0
1462794 1 0
1462795 1 0
1462804 1 0
1462810 1 0
1462825 1 0
1465273 1 0
1466039 0 1
1466067 0 1
1466079 0 1
1467299 1 0
1469094 0 1
1469163 1 0
1471200 0 1
1471223 0 1
1471237 0 1
1471372 0 1
1473467 0 1
1473473 0 1
1485502 1 0
1485749 0 1
1485755 1 0
1485779 1 0
1485781 1 0
1485812 1 0
1487031 1 0
1487376 0 1
1487379 0 1
1487635 1 0
1487652 1 0
1487799 0 1
1487988 1 0
1492101 1 0
1496922 1 0
1497046 0 1
1497051 0 1
1497078 1 0
1497099 1 0
1497218 0 1
1497219 1 0
1497223 0 1
1497229 0 1
1497237 1 0
1497258 0 1
1497263 0 1
1497627 1 0
1497637 1 0
1497648 0 1
1497654 1 0
1497774 1 0
1499590 0 1
1499593 0 1
1500140 0 0.985
1500160 0 1
1500163 0 1
1500203 0 1
1500230 1 0
1500232 1 0
1500257 1 0.00513
1500258 1 0
1501054 0 1
1501055 0 1
1501056 0 1
1501063 0 1
1501066 0 1
1501405 0 1
1501423 0 1
1501909 1 0
1501933 1 0.00826
1501936 1 0
1501939 0 1
1501942 1 0
1501951 0 1
1502716 0 1
1502719 1 0
1502731 1 0
1502740 0 1
1502754 0 1
1502840 0 1
1502849 1 0
1503923 0 1
1503925 1 0
1503938 0 1
1503941 1 0
1503950 0 1
1503953 1 0
1503962 0 1
1503980 0 1
1503986 0 1
1504289 0 1
1504295 1 0
1504301 1 0
1504313 1 0
1504316 0 1
1504331 1 0
1504334 1 0
1504337 0 1
1509326 0 1
1509569 1 0
1510053 0 1
1510065 0 1
1511286 1 0
1511927 0 1
1521536 0 1
1521832 0 1
1521940 0 1
1521961 0 1
1521966 0 1
1521973 0 1
1522000 0 1
1522021 0 1
1522027 0 1
1522030 0 0.977
1522051 0 1
1522721 0 1
1522722 0 1
1522723 0 1
1522732 0 1
1522861 0 1
1523002 0 1
1523230 1 0.00444
1523359 1 0
1523495 0 1
1536637 0 1
1541006 1 0
1554227 1 0
1554240 0 1
1554242 0 1
1554253 0 1
1554265 1 0
1554266 1 0
1554689 0 1
1554785 1 0
1581083 0 1
1590974 0 1
1593237 1 0
1593391 1 0
1593396 1 0
1593399 1 0
1593594 1 0
1594392 1 0
1600508 0 1
1602969 1 0
1602973 1 0
1603167 0 1
1605587 0 1
1612191 1 0
1612358 1 0
1612790 0 1
1612850 1 0
1613143 1 0.00347
1613542 1 0.186
1613600 1 0
1618150 0 1
1618254 0 0.905
1618329 0 1
1618422 0 1
1618475 1 0
1618553 0 1
1620158 1 0
1624086 0 1
1628383 1 0
1628443 1 0
1628572 1 0
1628676 1 0
1629596 0 1
1629730 1 0
1632046 1 0
1633186 1 0
1633195 1 0
1633248 0 1
1633268 1 0
1634607 1 0
1642006 0 1
1642060 1 0
1642078 0 1
1647547 0 1
1647577 1 0
1647596 1 0
1647620 0 1
1647884 1 0
1648313 1 0
1648323 0 1
1648325 0 1
1648328 0 1
1648347 0 1
1648380 0 1
1666162 1 0
1670920 0 1
1671014 0 1
1671066 0 1
1671084 0 1
1672684 0 1
1672690 0 1
1672711 0 1
1672816 0 1
1672822 0 1
1680353 0 1
1680927 0 1
1680933 0 1
1680984 0 1
1680985 0 1
1681029 0 1
1681032 0 1
1681099 0 1
1681144 0 1
1681186 0 1
1681217 0 1
1681278 0 1
1681280 0 1
1681310 0 1
1681352 0 1
1681707 0 1
1681713 0 1
1681715 0 1
1681860 0 1
1681910 1 0
1681911 1 0
1681912 1 0
1681928 0 1
1681972 0 1
1695663 1 0
1695675 1 0
1695741 1 0
1695810 1 0
1700705 0 1
1701698 1 0
1701789 1 0
1704391 0 1
1708721 0 1
1708728 0 1
1716994 0 1
1716997 0 1
1718271 0 1
1718436 0 1
1720606 0 1
1720633 1 0
1720667 1 0
1721138 1 0
1721154 1 0
1721170 0 1
1723152 1 0
1723186 1 0
1723213 1 0
1724374 0 1
1724397 1 0
1724421 1 0
1724424 1 0
1724433 1 0
1724479 1 0
1725806 0 1
1725873 0 1
1725884 0 1
1726026 1 0
1726065 0 1
1728157 1 0
1744069 1 0
1744094 1 0
1744694 1 0
1744695 1 0
1745611 1 0
1746733 0 1
1746820 1 0
1747653 1 0
1749990 1 0
1750104 1 0
1752501 0 1
1752523 0 1
1755884 1 0
1755887 1 0
1756040 1 0
1757895 0 1
1757967 1 0
1757969 0 1
1757982 1 0
1759041 1 0
1759378 0 1
1763410 0 1
1763435 0 0.952
1766115 1 0
1766160 1 0
1766231 0 1
1767432 1 0
1778097 1 0
1780087 1 0
1788392 1 0
1788753 0 1
1793326 0 1
1800975 1 0
1801005 1 0
1801086 1 0
1801092 1 0
1801093 1 0
1801176 1 0
1801191 1 0
1801197 0 1
1801200 1 0
1801212 1 0
1801360 1 0
1801417 1 0
1801519 1 0
1801540 1 0
1809966 1 0
1809991 0 1
1814170 0 1
1816192 1 0
1818474 1 0
1823289 0 1
1823597 0 1
1823798 1 0
1823834 0 1
1823837 0 1
1823840 0 1
1823858 0 1
1823924 1 0
1826333 0 1
1826339 0 1
1826483 1 0
1826486 1 0
1827029 0 1
1827046 1 0
1827231 1 0
1827577 1 0
1827611 1 0
1827613 1 0
1827617 1 0
1827622 1 0
1828845 1 0
1828866 1 0
1829733 1 0
1831967 1 0
1832093 1 0
1832828 1 0
1832918 1 0
1833639 0 1
1833732 1 0
1833829 0 0.991
1833831 0 1
1833832 0 0.969
1833833 0 0.979
1833835 0 1
1836295 1 0
1836724 1 0
1839410 0 1
1839594 0 1
1839602 0 1
1839944 0 1
1840172 0 1
1840687 0 1
1840714 1 0
1840753 0 1
1840760 1 0
1840763 1 0
1840796 1 0
1840801 1 0
1840828 0 1
1840871 1 0
1840914 1 0
1840930 0 1
1840931 1 0
1840937 1 0
1841478 1 0
1843130 0 1
1843135 0 1
1845071 1 0
1851172 0 1
1851855 1 0
1852420 1 0
1852522 1 0
1852599 1 0
1852618 1 0
1852625 1 0
1852634 1 0
1854671 0 1
1856060 1 0
1856927 1 0
1856930 1 0
1856936 1 0
1856942 1 0
1856963 1 0
1856981 1 0
1866713 1 0
1866773 1 0
1868601 0 1
1874792 0 1
1874831 1 0
1874986 1 0
1874997 1 0
1881449 0 1
1881491 0 1
1881642 0 1
1881918 0 1
1884048 1 0
1884458 1 0
1884466 1 0
1885132 1 0
1885142 1 0
1886547 1 0
1887752 0 1
1887762 0 1
1887771 0 1
1887794 0 1
1887998 0 1
1889460 0 1
1889490 0 1
1895050 1 0
1895142 1 0
1896538 1 0
1898442 1 0
1898754 0 1
1898928 1 0
1900812 0 1
1902098 0 1
1902099 0 1
1902100 0 1
1902101 0 1
1902102 0 1
1916452 1 0
1919415 1 0
1919438 0 1
1919700 1 0
1919707 1 0
1919736 1 0
1919739 0 1
1919741 1 0
1919758 1 0
1919764 0 1
1919791 1 0
1921999 1 0.00318
1966153 1 0
1968514 0 1
1968686 0 1
1969257 0 1
1972819 0 1
1972867 0 1
1980606 1 0
1980645 0 1
1995793 0 1
1996187 1 0
1996267 0 1
1996270 0 1
1996300 0 1
2003694 0 1
2004584 1 0
2004606 1 0
2004608 1 0
2004610 1 0
2004614 1 0
2004630 1 0
2006234 1 0
2007394 1 0
2007741 1 0
2007798 1 0
2007828 1 0
2007846 1 0
2007864 1 0
2007939 1 0
2008779 1 0
2008935 1 0
2009138 1 0
2009160 1 0
2009188 1 0
2009233 0 1
2009245 1 0
2009247 1 0
2009248 1 0
2009254 0 1
2009262 0 1
2009427 1 0
2012223 0 1
2029137 1 0
2029377 0 1
2029453 1 0
2030984 0 1
2030987 0 1
2030993 0 1
2031536 0 1
2031557 0 1
2031560 0 1
2031563 0 1
2031602 0 1
2035864 1 0
2035935 1 0
2035938 1 0
2035941 1 0
2036061 1 0
2036085 1 0
2037501 0 1
2040060 0 1
2042300 1 0
2042314 1 0
2051409 1 0
2051877 1 0
2052068 1 0
2056263 0 1
2056275 1 0
2056284 1 0
2056285 1 0
2056290 1 0
2056371 1 0
2076379 1 0
2078767 0 0.893
2082588 1 0
2082591 1 0
2082601 1 0
2082606 1 0
2082679 1 0
2083132 1 0
2084753 1 0
2084813 1 0
2084825 1 0
2084855 1 0
2084879 1 0
2084882 1 0
2084899 1 0
2084993 1 0
2084996 1 0
2084999 1 0
2085017 1 0
2085020 1 0
2085035 1 0
2085041 1 0
2085050 1 0
2085535 1 0
2085581 1 0
2085716 1 0
2085731 1 0
2085806 1 0
2089398 1 0
2089413 1 0
2089440 1 0
2089470 1 0
2089475 1 0
2089482 1 0
2089506 1 0
2089512 1 0
2090323 0 1
2091879 0 1
2091892 1 0
2091954 1 0
2094917 1 0
2094919 0 1
2094983 1 0
2095038 1 0
2097852 1 0
2098011 0 1
2098014 0 1
2104046 1 0
2104348 1 0
2104351 1 0
2104552 1 0
2104558 1 0
2106087 1 0.0161
2106110 0 1
2106136 1 0
2117995 1 0
2118012 0 1
2118257 0 1
2118390 0 1
2127369 1 0
2127846 1 0
2127879 1 0
2127906 0 1
2128014 1 0
2128194 1 0
2129223 1 0
2131385 0 1
2132255 1 0
2132270 1 0
2133256 1 0
2133297 1 0
2133310 1 0
2133361 1 0
2137562 1 0
2140560 1 0
2144648 1 0
2146568 1 0
2146591 0 1
2146713 0 1
2146754 0 1
2146765 0 1
2146804 1 0
2146991 1 0
2147003 0 1
2147009 1 0
2147027 0 1
2147477 0 1
2147779 0 1
2147862 0 1
2147879 0 1
2154029 0.143 1
2155057 0 1
2159106 1 0
2159610 0 1
2160511 0 1
2160529 0 1
2160661 0 1
2160673 0 1
2160680 0 1
2160748 0 1
2160751 0 1
2204079 0 1
2204091 1 0
2204094 1 0
2207135 1 0
2207364 1 0
2207380 1 0
2211609 1 0
2211615 1 0
2211819 0 1
2212730 1 0
2212731 1 0
2212732 1 0
2212733 1 0
2212984 1 0
2216306 0 1
2216558 0 1
2218927 1 0
2219042 1 0
2220398 1 0
2222196 0 1
2222469 0 1
2224670 0 1
2225064 1 0
2225079 1 0
2225094 0 1
2226417 1 0
2226793 0 1
2227642 1 0
2231115 1 0
2232136 1 0
2232576 1 0
2232784 0 1
2232820 0 1
2232924 1 0
2232978 0 1
2240414 1 0
2240460 0 1
2240469 0 1
2240523 0 1
2240544 0 1
2242347 1 0
2242352 1 0
2242353 1 0
2242382 1 0
2242383 0 1
2242423 0 1
2242426 0 1
2242443 0 1
2242740 0 1
2242752 1 0
2242755 0 1
2242758 0 1
2242782 0 1
2242809 0 1
2258086 1 0
2258095 0 1
2258107 1 0
2258119 0 1
2258197 0 1
2258244 0 1
2258323 0 1
2258579 0 1
2258591 0 1
2258606 0 1
2258660 0 1
2258729 0 1
2259044 0 1
2259164 1 0
2259422 0 1
2259476 1 0
2259578 0 1
2259662 0 1
2259666 0 1
2259701 0 1
2259702 0 1
2261009 0 1
2261045 0 1
2262026 0 1
2262209 0 1
2262230 0 1
2262233 0 1
2263134 0 1
2263139 1 0
2263145 0 1
2263157 0 1
2263869 1 0
2263968 0 1
2264000 1 0
2265613 0 1
2265645 0 1
2266237 0 1
2266275 0 1
2266276 0 1
2266497 1 0
2266510 1 0
2266558 0 1
2266567 1 0
2266597 0 1
2267728 1 0
2267755 0 1
2267773 1 0
2268041 1 0
2270153 1 0
2270538 1 0.00862
2270571 1 0
2271611 1 0
2271638 1 0
2271749 1 0
2272058 0 1
2272182 0 1
2272411 0 1
2272420 1 0
2272423 1 0
2273476 0 1
2273755 0 1
2274064 1 0
2274143 1 0
2275228 1 0
2275353 1 0
2276102 1 0
2276195 1 0
2276206 1 0
2276526 0 1
2276592 0 1
2276616 1 0
2276778 1 0
2276853 1 0
2276877 0 1
2276889 0 1
2276922 0 1
2277039 1 0
2277111 1 0
2277171 0 1
2279036 1 0
2282771 1 0
2282822 0 1
2282843 1 0
2282870 0 1
2283441 1 0
2283782 1 0
2283824 1 0
2284244 0 1
2284257 1 0
2284278 1 0
2284287 1 0
2284291 0 1
2284292 1 0
2284294 0 1
2284298 1 0
2284299 1 0
2284442 1 0
2284465 0 1
2284637 1 0
2284645 1 0
2284717 1 0
2284726 0 0.982
2284802 1 0
2284975 0 1
2285179 0 1
2285206 0 1
2285227 1 0.00694
2285254 1 0
2285585 1 0
2285633 1 0
2300551 1 0.187
2303287 1 0.0103
2303288 1 0
2303302 0 1
2303406 1 0
2304007 0 1
