subject species_id maxRelAbundance speciesSubjectAnyTimepointPresence speciesSubjectPreAbxPresence speciesSubjectPostAbxPresence speciesSubjectMainStudyPresence speciesSubjectFollowupPresence speciesSubjectFinalSeqPresence speciesSubjectAnyTimepointLOD speciesSubjectPreAbxLOD speciesSubjectPostAbxLOD speciesSubjectMainStudyLOD speciesSubjectFollowupLOD speciesSubjectFinalSeqLOD
XAA Bacteroides_fragilis_54507 0.392192228376 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAA Bacteroides_intestinalis_61596 0.0143687298216 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAA Bacteroides_nordii_55557 0.0305878042066 TRUE TRUE FALSE TRUE FALSE FALSE TRUE TRUE FALSE TRUE FALSE FALSE
XAA Bacteroides_ovatus_58035 0.771263186117 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAA Bacteroides_rodentium_59708 0.0625426908449 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAA Bacteroides_salyersiae_54873 0.0375666902461 TRUE TRUE FALSE TRUE TRUE TRUE TRUE FALSE FALSE FALSE TRUE TRUE
XAA Bacteroides_sartorii_54642 0.00236755402193 TRUE TRUE FALSE TRUE TRUE TRUE TRUE FALSE FALSE FALSE TRUE TRUE
XAA Bacteroides_thetaiotaomicron_56941 0.00133369065317 TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE FALSE TRUE FALSE FALSE
XAA Bacteroides_uniformis_57318 0.146662576116 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAA Bacteroides_vulgatus_57955 0.59637223389 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAA Bacteroides_xylanisolvens_57185 0.207533077808 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAA Bifidobacterium_adolescentis_56815 0.012660429778 TRUE TRUE FALSE TRUE TRUE FALSE TRUE TRUE FALSE TRUE FALSE FALSE
XAA Bifidobacterium_animalis_58116 0.00200631324612 TRUE FALSE TRUE TRUE TRUE FALSE TRUE FALSE TRUE TRUE TRUE FALSE
XAA Bifidobacterium_longum_57796 0.0756376269234 TRUE TRUE FALSE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE TRUE
XAA Bilophila_wadsworthia_57364 0.0125051700074 TRUE TRUE FALSE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE TRUE
XAA Blautia_hansenii_56031 0.00165518756013 TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE FALSE TRUE FALSE FALSE
XAA Blautia_producta_61268 0.0068881348673 TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE FALSE FALSE TRUE FALSE
XAA Blautia_wexlerae_56130 0.0807501449418 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE TRUE
XAA Butyricicoccus_pullicaecorum_59455 0.00441222924242 TRUE FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE TRUE FALSE
XAA Campylobacter_concisus_59748 0.00129073342938 TRUE TRUE TRUE TRUE FALSE FALSE TRUE FALSE TRUE TRUE FALSE FALSE
XAA Campylobacter_concisus_59749 0.00132028052676 TRUE TRUE TRUE TRUE FALSE FALSE TRUE FALSE TRUE TRUE FALSE FALSE
XAA Campylobacter_concisus_59753 0.00173172889605 TRUE FALSE TRUE TRUE FALSE FALSE TRUE FALSE TRUE TRUE FALSE FALSE
XAA Campylobacter_concisus_62542 0.00147555824072 TRUE FALSE TRUE TRUE FALSE FALSE TRUE FALSE TRUE TRUE FALSE FALSE
XAA Campylobacter_gracilis_61787 0.00421561577017 TRUE TRUE TRUE TRUE FALSE FALSE TRUE FALSE TRUE TRUE FALSE FALSE
XAA Campylobacter_sp_62066 0.00146828184369 TRUE TRUE TRUE TRUE FALSE FALSE TRUE FALSE TRUE TRUE FALSE FALSE
XAA Citrobacter_koseri_61132 0.0274823930992 TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE TRUE TRUE FALSE FALSE
XAA Clostridiaceae_bacterium_58376 0.00292113298656 TRUE TRUE FALSE TRUE TRUE TRUE TRUE TRUE FALSE TRUE FALSE FALSE
XAA Clostridiales_bacterium_43336 0.00417842619984 TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE TRUE FALSE
XAA Clostridiales_bacterium_52743 0.0172398133509 TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE TRUE TRUE
XAA Clostridiales_bacterium_52957 0.0107047503401 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE
XAA Clostridiales_bacterium_55184 0.00218389386303 TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE TRUE FALSE
XAA Clostridiales_bacterium_55367 0.0114422430295 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE FALSE
XAA Clostridiales_bacterium_55505 0.00500926715792 TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE TRUE FALSE
XAA Clostridiales_bacterium_56470 0.0330320347551 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAA Clostridiales_bacterium_59661 0.001656418185 TRUE FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE TRUE FALSE
XAA Clostridiales_bacterium_59664 0.00598042493288 TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE TRUE FALSE
XAA Clostridiales_bacterium_61057 0.0152517187641 TRUE TRUE FALSE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE TRUE
XAA Clostridium_bartlettii_61535 0.00534778377185 TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE TRUE FALSE
XAA Clostridium_bolteae_57158 0.0146955237912 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAA Clostridium_cf_54592 0.0110591287544 TRUE TRUE FALSE TRUE TRUE TRUE TRUE FALSE FALSE FALSE TRUE TRUE
XAA Clostridium_citroniae_62210 0.00161726533948 TRUE TRUE TRUE TRUE TRUE FALSE TRUE FALSE TRUE TRUE FALSE FALSE
XAA Clostridium_clostridioforme_51842 0.00178864692703 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE TRUE
XAA Clostridium_clostridioforme_59912 0.00277025195076 TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE FALSE FALSE TRUE FALSE
XAA Clostridium_hathewayi_55515 0.0604144423058 TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE TRUE TRUE
XAA Clostridium_hathewayi_61827 0.0273887460263 TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE TRUE FALSE
XAA Clostridium_lentocellum_62000 0.00438286105098 TRUE FALSE TRUE TRUE FALSE FALSE TRUE FALSE TRUE TRUE FALSE FALSE
XAA Clostridium_nexile_61654 0.011528604923 TRUE FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE TRUE TRUE
XAA Clostridium_scindens_58238 0.00692084255126 TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE FALSE FALSE TRUE FALSE
XAA Clostridium_sp_61556 0.00185762853311 TRUE FALSE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE FALSE FALSE
XAA Clostridium_spiroforme_61500 0.004871965899 TRUE TRUE FALSE TRUE TRUE TRUE TRUE FALSE FALSE FALSE TRUE FALSE
XAA Clostridium_symbiosum_54029 0.0108350561091 TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE TRUE TRUE
XAA Collinsella_aerofaciens_61484 0.00831348141059 TRUE FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE TRUE TRUE
XAA Collinsella_sp_62205 0.00982008115939 TRUE FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE TRUE TRUE
XAA Dialister_invisus_61905 0.0329003672546 TRUE FALSE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE TRUE TRUE
XAA Dorea_formicigenerans_56346 0.00119086973635 TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE FALSE TRUE FALSE FALSE
XAA Dorea_longicatena_59913 0.00186703426592 TRUE TRUE FALSE TRUE FALSE FALSE TRUE TRUE FALSE TRUE FALSE FALSE
XAA Eggerthella_lenta_56463 0.00493269389065 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE TRUE
XAA Enterococcus_casseliflavus_56514 0.0034366069498 TRUE FALSE TRUE TRUE FALSE FALSE TRUE FALSE TRUE TRUE FALSE FALSE
XAA Erysipelotrichaceae_bacterium_56596 0.00402104033776 TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE TRUE FALSE
XAA Escherichia_coli_57907 0.00180201053546 TRUE TRUE FALSE TRUE TRUE TRUE TRUE FALSE FALSE FALSE TRUE TRUE
XAA Escherichia_coli_58110 0.0224856521874 TRUE TRUE FALSE TRUE TRUE TRUE TRUE FALSE FALSE FALSE TRUE TRUE
XAA Escherichia_fergusonii_56914 0.00831550635815 TRUE TRUE FALSE TRUE TRUE TRUE TRUE FALSE FALSE FALSE TRUE TRUE
XAA Eubacterium_eligens_61678 0.106933108929 TRUE TRUE FALSE TRUE TRUE TRUE TRUE FALSE FALSE FALSE TRUE FALSE
XAA Eubacterium_rectale_56927 0.117171477438 TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE FALSE TRUE FALSE FALSE
XAA Eubacterium_sulci_62452 0.00191500896872 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE FALSE FALSE
XAA Eubacterium_ventriosum_61474 0.0060862010356 TRUE TRUE TRUE TRUE FALSE FALSE TRUE TRUE FALSE TRUE FALSE FALSE
XAA Faecalibacterium_cf_62236 0.0455097415969 TRUE TRUE FALSE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE TRUE
XAA Faecalibacterium_prausnitzii_57453 0.0436297327617 TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE FALSE TRUE FALSE FALSE
XAA Faecalibacterium_prausnitzii_61481 0.240105288068 TRUE TRUE FALSE TRUE TRUE TRUE TRUE FALSE FALSE FALSE TRUE TRUE
XAA Faecalibacterium_prausnitzii_62201 0.0143092680772 TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE FALSE TRUE FALSE FALSE
XAA Fusobacterium_nucleatum_57345 0.0017522656966 TRUE FALSE TRUE TRUE FALSE FALSE TRUE FALSE TRUE TRUE FALSE FALSE
XAA Fusobacterium_nucleatum_57450 0.00713952442466 TRUE FALSE TRUE TRUE TRUE FALSE TRUE FALSE TRUE TRUE FALSE FALSE
XAA Fusobacterium_nucleatum_57855 0.0109567175209 TRUE FALSE TRUE TRUE FALSE FALSE TRUE FALSE TRUE TRUE FALSE FALSE
XAA Fusobacterium_varium_61585 0.00336261343984 TRUE TRUE FALSE TRUE FALSE FALSE TRUE TRUE FALSE TRUE FALSE FALSE
XAA Guyana_massiliensis_60772 0.0131632768122 TRUE TRUE FALSE TRUE TRUE FALSE TRUE TRUE FALSE TRUE FALSE FALSE
XAA Haemophilus_parainfluenzae_62356 0.001426611882 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE FALSE
XAA Haemophilus_parainfluenzae_62468 0.0011783426339 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE FALSE
XAA Holdemania_sp_59514 0.00158542391475 TRUE TRUE FALSE TRUE FALSE FALSE TRUE TRUE FALSE TRUE FALSE FALSE
XAA Intestinimonas_butyriciproducens_60001 0.00391957844123 TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE FALSE FALSE TRUE FALSE
XAA Klebsiella_pneumoniae_54788 0.00706485324966 TRUE FALSE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE FALSE FALSE
XAA Klebsiella_pneumoniae_57337 0.0078405929002 TRUE FALSE TRUE TRUE FALSE FALSE TRUE FALSE TRUE TRUE FALSE FALSE
XAA Lachnospiraceae_bacterium_51870 0.0159157134757 TRUE TRUE TRUE TRUE FALSE FALSE TRUE TRUE TRUE TRUE FALSE FALSE
XAA Lachnospiraceae_bacterium_56275 0.013342163772 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE
XAA Lachnospiraceae_bacterium_56833 0.0281960398681 TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE TRUE FALSE
XAA Lachnospiraceae_bacterium_62050 0.053054819907 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE
XAA Megasphaera_micronuciformis_62167 0.0286515933349 TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE FALSE FALSE
XAA Oscillospiraceae_bacterium_54867 0.0126078880279 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAA Parabacteroides_distasonis_56985 0.0268082369482 TRUE TRUE FALSE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE TRUE
XAA Parabacteroides_merdae_56972 0.0284036954786 TRUE TRUE FALSE TRUE FALSE FALSE TRUE TRUE FALSE TRUE FALSE FALSE
XAA Phascolarctobacterium_sp_59817 0.0243673686065 TRUE TRUE TRUE TRUE FALSE FALSE TRUE TRUE TRUE TRUE FALSE FALSE
XAA Prevotella_buccae_56058 0.0208235472929 TRUE FALSE TRUE TRUE FALSE FALSE TRUE FALSE TRUE TRUE FALSE FALSE
XAA Pseudomonas_fragi_59193 0.00215508802579 TRUE FALSE FALSE TRUE FALSE FALSE TRUE FALSE FALSE TRUE FALSE FALSE
XAA Raoultella_planticola_57814 0.00571188051634 TRUE FALSE TRUE TRUE TRUE FALSE TRUE FALSE FALSE FALSE TRUE FALSE
XAA Roseburia_intestinalis_56239 0.00729205452173 TRUE TRUE FALSE TRUE TRUE TRUE TRUE FALSE FALSE FALSE TRUE TRUE
XAA Roseburia_inulinivorans_61943 0.0450679977908 TRUE TRUE FALSE TRUE TRUE FALSE TRUE TRUE FALSE TRUE FALSE FALSE
XAA Ruminococcaceae_bacterium_61777 0.00295924761489 TRUE FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE TRUE FALSE
XAA Ruminococcus_bicirculans_59300 0.0990923896948 TRUE TRUE FALSE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE TRUE
XAA Ruminococcus_callidus_61479 0.0781047062419 TRUE FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE TRUE TRUE
XAA Ruminococcus_gnavus_57638 0.0121409679452 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAA Ruminococcus_obeum_61472 0.00729060369023 TRUE TRUE TRUE TRUE FALSE FALSE TRUE TRUE FALSE TRUE FALSE FALSE
XAA Ruminococcus_sp_55468 0.0604024700956 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAA Ruminococcus_torques_62045 0.00513831613817 TRUE TRUE FALSE TRUE FALSE FALSE TRUE TRUE FALSE TRUE FALSE FALSE
XAA Slackia_exigua_56855 0.00162385457517 TRUE FALSE TRUE TRUE FALSE FALSE TRUE FALSE TRUE TRUE FALSE FALSE
XAA Streptococcus_australis_62469 0.0129547404897 TRUE TRUE TRUE TRUE TRUE FALSE TRUE FALSE FALSE TRUE FALSE FALSE
XAA Streptococcus_parasanguinis_58126 0.00211269335505 TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE FALSE TRUE FALSE FALSE
XAA Streptococcus_parasanguinis_62442 0.00832751495426 TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE FALSE TRUE FALSE FALSE
XAA Streptococcus_parasanguinis_62481 0.00127266275546 TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE FALSE TRUE FALSE FALSE
XAA Streptococcus_salivarius_58037 0.00267816378474 TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE FALSE FALSE TRUE FALSE
XAA Streptococcus_sp_57750 0.027961332174 TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE FALSE TRUE FALSE FALSE
XAA Streptococcus_sp_60086 0.00380566218783 TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE FALSE TRUE FALSE FALSE
XAA Streptococcus_sp_62701 0.0023239158444 TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE FALSE TRUE FALSE FALSE
XAA Streptococcus_thermophilus_54772 0.014685060345 TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE FALSE FALSE TRUE FALSE
XAA Subdoligranulum_sp_62068 0.0126734581574 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAA Turicibacter_sanguinis_52329 0.0014442551844 TRUE FALSE TRUE TRUE FALSE FALSE TRUE FALSE TRUE TRUE FALSE FALSE
XAA Veillonella_atypica_58169 0.00127407791965 TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE FALSE FALSE
XAA Veillonella_dispar_61763 0.00210934954673 TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE FALSE FALSE
XAA Veillonella_parvula_57794 0.0592159667079 TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE FALSE FALSE
XAA Veillonella_parvula_58184 0.025320374064 TRUE TRUE TRUE TRUE TRUE FALSE TRUE FALSE TRUE TRUE FALSE FALSE
XAA Veillonella_sp_62404 0.0219482634763 TRUE TRUE TRUE TRUE TRUE FALSE TRUE FALSE TRUE TRUE FALSE FALSE
XAC Alistipes_shahii_62199 0.0216701944488 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAC Alistipes_sp_58363 0.0013673676161 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE FALSE FALSE
XAC Anaerostipes_hadrus_55206 0.0245652096667 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE TRUE
XAC Bacteroides_acidifaciens_59693 0.00290493307668 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE FALSE
XAC Bacteroides_cellulosilyticus_58046 0.00953132229198 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAC Bacteroides_coprophilus_61767 0.151929982031 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAC Bacteroides_faecis_58503 0.00130521064739 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAC Bacteroides_finegoldii_57739 0.00911984002602 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAC Bacteroides_ovatus_58035 0.156879516693 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAC Bacteroides_rodentium_59708 0.0649906533081 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAC Bacteroides_salyersiae_54873 0.0167351670956 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAC Bacteroides_sartorii_54642 0.00158862568691 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE TRUE
XAC Bacteroides_thetaiotaomicron_56941 0.120394350251 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAC Bacteroides_uniformis_57318 0.294831458522 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAC Bacteroides_vulgatus_57955 0.207430474071 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAC Bacteroides_xylanisolvens_57185 0.00861756241684 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAC Blautia_wexlerae_56130 0.0343109559569 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAC Burkholderiales_bacterium_56577 0.00109734720065 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE FALSE FALSE
XAC Butyricimonas_virosa_58742 0.00602666404543 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAC Clostridiales_bacterium_52743 0.00160373918691 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE FALSE
XAC Clostridiales_bacterium_52957 0.00144546032564 TRUE TRUE TRUE TRUE FALSE FALSE TRUE TRUE FALSE TRUE FALSE FALSE
XAC Clostridiales_bacterium_56470 0.0194692468044 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE TRUE
XAC Clostridiales_bacterium_61057 0.00853220210121 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAC Collinsella_aerofaciens_61484 0.00755626900773 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAC Collinsella_sp_62205 0.0107469148441 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAC Coprobacillus_sp_47700 0.00100480766658 TRUE TRUE FALSE TRUE FALSE FALSE TRUE TRUE FALSE TRUE FALSE FALSE
XAC Coprococcus_comes_61587 0.00762674188525 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAC Dorea_formicigenerans_56346 0.0030220942697 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE FALSE FALSE
XAC Dorea_longicatena_59913 0.00310305961361 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE FALSE
XAC Dorea_longicatena_61473 0.00505301815513 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAC Eggerthella_lenta_56463 0.00319647573598 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE TRUE
XAC Eubacterium_eligens_61678 0.150407278631 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAC Eubacterium_hallii_61477 0.00692388953041 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAC Eubacterium_ramulus_59802 0.00318671893829 TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE TRUE TRUE
XAC Eubacterium_rectale_56927 0.0551960286432 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAC Eubacterium_ventriosum_61474 0.0012581300089 TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE FALSE FALSE TRUE TRUE
XAC Faecalibacterium_cf_62236 0.00312475668133 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAC Faecalibacterium_prausnitzii_57453 0.0185442552481 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAC Faecalibacterium_prausnitzii_61481 0.0187162358613 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAC Faecalibacterium_prausnitzii_62201 0.0661415267331 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAC Guyana_massiliensis_60772 0.0359268654815 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAC Haemophilus_parainfluenzae_57123 0.00207582059271 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE TRUE
XAC Haemophilus_parainfluenzae_62356 0.00285092707064 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAC Haemophilus_parainfluenzae_62468 0.00206197192031 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE TRUE
XAC Megamonas_hypermegale_57114 0.0212339778567 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAC Parabacteroides_distasonis_56985 0.0123656567224 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAC Parabacteroides_merdae_56972 0.0218653272472 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAC Phascolarctobacterium_sp_59817 0.0129857663248 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAC Roseburia_intestinalis_56239 0.00811374588906 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAC Roseburia_inulinivorans_61943 0.00261582235107 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE FALSE
