hh subject sample timepoint speciesTrajectory totalAbundance
XB XBA XBA-008 8 strainTurnover 0
XB XBA XBA-008 8 disruptedNotRecovered 0.795200842437727
XB XBA XBA-015 15 disrupted 0.908551360154598
XB XBA XBA-015 15 colonized 0.000587363983943
XB XBA XBA-015 15 strainTurnover 0
XB XBA XBA-015 15 disruptedNotRecovered 0.679075205208989
XB XBA XBA-022 22 disrupted 0.945359592671578
XB XBA XBA-022 22 colonized 0
XB XBA XBA-022 22 strainTurnover 0
XB XBA XBA-022 22 disruptedNotRecovered 0.690506414870567
XB XBA XBA-023 23 disrupted 0.92446076850838
XB XBA XBA-023 23 colonized 0.000136755695367
XB XBA XBA-023 23 strainTurnover 0
XB XBA XBA-023 23 disruptedNotRecovered 0.734414252029502
XB XBA XBA-024 24 disrupted 0.95331677175971
XB XBA XBA-024 24 colonized 0.0001644297212303
XB XBA XBA-024 24 strainTurnover 0
XB XBA XBA-024 24 disruptedNotRecovered 0.737476975237279
XB XBA XBA-025 25 disrupted 0.943029296421367
XB XBA XBA-025 25 colonized 0
XB XBA XBA-025 25 strainTurnover 0
XB XBA XBA-025 25 disruptedNotRecovered 0.786083991350663
XB XBA XBA-026 26 disrupted 0.936064190030537
XB XBA XBA-026 26 colonized 0
XB XBA XBA-026 26 strainTurnover 0
XB XBA XBA-026 26 disruptedNotRecovered 0.775007259512332
XB XBA XBA-027 27 disrupted 0.949648883416468
XB XBA XBA-027 27 colonized 0
XB XBA XBA-027 27 strainTurnover 0
XB XBA XBA-027 27 disruptedNotRecovered 0.687117168237944
XB XBA XBA-028 28 disrupted 0.94519019921174
XB XBA XBA-028 28 colonized 0.0004632633163671
XB XBA XBA-028 28 strainTurnover 0
XB XBA XBA-028 28 disruptedNotRecovered 0.712701896863229
XB XBA XBA-029 29 disrupted 0.93639050839467
XB XBA XBA-029 29 colonized 0
XB XBA XBA-029 29 strainTurnover 0
XB XBA XBA-029 29 disruptedNotRecovered 0.745036518233167
XB XBA XBA-030 30 disrupted 0.871859508068289
XB XBA XBA-030 30 colonized 0
XB XBA XBA-030 30 strainTurnover 0
XB XBA XBA-030 30 disruptedNotRecovered 0.659527898397937
XB XBA XBA-036 36 disrupted 0.0001233822756454
XB XBA XBA-036 36 colonized 0
XB XBA XBA-036 36 strainTurnover 0
XB XBA XBA-036 36 disruptedNotRecovered 0.0001233822756454
XB XBA XBA-037 37 disrupted 0.001944587153639
XB XBA XBA-037 37 colonized 0.000103428500717
XB XBA XBA-037 37 strainTurnover 0
XB XBA XBA-037 37 disruptedNotRecovered 0.0004296470455401
XB XBA XBA-039 39 disrupted 0.0002511618815176
XB XBA XBA-039 39 colonized 6.80309514079e-05
XB XBA XBA-039 39 strainTurnover 0
XB XBA XBA-039 39 disruptedNotRecovered 0.000207693226881
XB XBA XBA-040 40 disrupted 0.000172849368231
XB XBA XBA-040 40 colonized 0.0047671945944151
XB XBA XBA-040 40 strainTurnover 0
XB XBA XBA-040 40 disruptedNotRecovered 0
XB XBA XBA-041 41 disrupted 4.87140209998e-05
XB XBA XBA-041 41 colonized 0.002533524994537
XB XBA XBA-041 41 strainTurnover 0
XB XBA XBA-041 41 disruptedNotRecovered 4.87140209998e-05
XB XBA XBA-042 42 disrupted 4.14275208418e-05
XB XBA XBA-042 42 colonized 0.00111077576489
XB XBA XBA-042 42 strainTurnover 0
XB XBA XBA-042 42 disruptedNotRecovered 4.14275208418e-05
XB XBA XBA-044 44 disrupted 0.280205422764055
XB XBA XBA-044 44 colonized 0.00843147262149
XB XBA XBA-044 44 strainTurnover 0
XB XBA XBA-044 44 disruptedNotRecovered 0.0063592217055534
XB XBA XBA-045 45 disrupted 0.355477618247917
XB XBA XBA-045 45 colonized 0.011718899127423
XB XBA XBA-045 45 strainTurnover 0
XB XBA XBA-045 45 disruptedNotRecovered 0.0198252024950528
XB XBA XBA-046 46 disrupted 0.483605991484926
XB XBA XBA-046 46 colonized 0.0145517464725828
XB XBA XBA-046 46 strainTurnover 0
XB XBA XBA-046 46 disruptedNotRecovered 0.00752215263760803
XB XBA XBA-047 47 disrupted 0
XB XBA XBA-047 47 colonized 0.0035211752824484
XB XBA XBA-047 47 strainTurnover 0
XB XBA XBA-047 47 disruptedNotRecovered 0
XB XBA XBA-048 48 disrupted 0.00078244629500365
XB XBA XBA-048 48 colonized 0.01092739642536
XB XBA XBA-048 48 strainTurnover 0
XB XBA XBA-048 48 disruptedNotRecovered 1.285682079655e-05
XB XBA XBA-049 49 disrupted 0.00175336102854982
XB XBA XBA-049 49 colonized 0.0092853633610246
XB XBA XBA-049 49 strainTurnover 0
XB XBA XBA-049 49 disruptedNotRecovered 4.294934121603e-05
XB XBA XBA-050 50 disrupted 0.0014097264483048
XB XBA XBA-050 50 colonized 0.01830550758073
XB XBA XBA-050 50 strainTurnover 0
XB XBA XBA-050 50 disruptedNotRecovered 2.33888299666e-05
XB XBA XBA-053 53 disrupted 0.0773968480197379
XB XBA XBA-053 53 colonized 0.0081740793648686
XB XBA XBA-053 53 strainTurnover 0
XB XBA XBA-053 53 disruptedNotRecovered 0.0109239985219964
XB XBA XBA-058 58 disrupted 0.115863562206025
XB XBA XBA-058 58 colonized 0.013085884106578
XB XBA XBA-058 58 strainTurnover 0
XB XBA XBA-058 58 disruptedNotRecovered 0.0472559909332231
XB XBA XBA-064 64 disrupted 0.00134369509063813
XB XBA XBA-064 64 colonized 0.0464152275934005
XB XBA XBA-064 64 strainTurnover 0
XB XBA XBA-064 64 disruptedNotRecovered 0.00054633970505839
XB XBA XBA-106 106 disrupted 0.0031182358585503
XB XBA XBA-106 106 colonized 0.0613490055549735
XB XBA XBA-106 106 strainTurnover 0
XB XBA XBA-106 106 disruptedNotRecovered 0.0024006987016068
XB XBA XBA-134 134 disrupted 0.0197880343925368
XB XBA XBA-134 134 colonized 0.051235654183139
XB XBA XBA-134 134 strainTurnover 0.0121963590477
XB XBA XBA-134 134 disruptedNotRecovered 0.0055063442652578
XB XBA XBA-171 171 disrupted 0.0258194245542934
XB XBA XBA-171 171 colonized 0.045352315710649
XB XBA XBA-171 171 strainTurnover 0.0192991532468
XB XBA XBA-171 171 disruptedNotRecovered 0.002245823365995
XB XBA XBA-240 240 disrupted 0.00384466596775065
XB XBA XBA-240 240 colonized 0.0230339644062307
XB XBA XBA-240 240 strainTurnover 0.00370233123137
XB XBA XBA-240 240 disruptedNotRecovered 0.00010064093439401
XB XBA XBA-272 272 disrupted 0.00399860693306081
XB XBA XBA-272 272 colonized 0.017354036589402
XB XBA XBA-272 272 strainTurnover 0.00385708520148
XB XBA XBA-272 272 disruptedNotRecovered 8.352709183461e-05
XB XBA XBA-303 303 disrupted 0.00706154330376325
XB XBA XBA-303 303 colonized 0.025558945895241
XB XBA XBA-303 303 strainTurnover 0.00581523524602
XB XBA XBA-303 303 disruptedNotRecovered 0.00030166551659675
XB XBA XBA-330 330 disrupted 0.18627908484664
XB XBA XBA-330 330 colonized 0.011780259145811
XB XBA XBA-330 330 strainTurnover 0.0114580850679
XB XBA XBA-330 330 disruptedNotRecovered 0.133799484910491
XB XBA XBA-351 351 disrupted 0.094875276271249
XB XBA XBA-351 351 colonized 0.025647979608115
XB XBA XBA-351 351 strainTurnover 0.03473548269597
XB XBA XBA-351 351 disruptedNotRecovered 0.0779546075348981
XB XBA XBA-358 358 disrupted 0.0407767960266523
XB XBA XBA-358 358 colonized 0.068541368589806
XB XBA XBA-358 358 strainTurnover 0.13351057851741
XB XBA XBA-358 358 disruptedNotRecovered 0.0343753234217583
XB XBA XBA-364 364 disrupted 0.200217356940207
XB XBA XBA-364 364 colonized 0.04647140905879
XB XBA XBA-364 364 strainTurnover 0.008043230082738
XB XBA XBA-364 364 disruptedNotRecovered 0.183481480596641
XB XBA XBA-374 374 disrupted 0.0526994159926336
XB XBA XBA-374 374 colonized 0.056923575893959
XB XBA XBA-374 374 strainTurnover 0.00759826868484
XB XBA XBA-374 374 disruptedNotRecovered 0.0451011473077936
XB XBA XBA-380 380 disrupted 0.0387443284389899
XB XBA XBA-380 380 colonized 0.0302624375017891
XB XBA XBA-380 380 strainTurnover 0.0134816239959
XB XBA XBA-380 380 disruptedNotRecovered 0.0252210966398454
XB XBA XBA-388 388 disrupted 0.165323863509191
XB XBA XBA-388 388 colonized 0.097297136328103
XB XBA XBA-388 388 strainTurnover 0.0338428270385
XB XBA XBA-388 388 disruptedNotRecovered 0.098268241919901
XB XBA XBA-401 401 disrupted 0.129914775727752
XB XBA XBA-401 401 colonized 0.013314377619714
XB XBA XBA-401 401 strainTurnover 0.00637100613953
XB XBA XBA-401 401 disruptedNotRecovered 0.123374873506316
XB XBA XBA-408 408 disrupted 0.0600248368286382
XB XBA XBA-408 408 colonized 0.027882546568688
XB XBA XBA-408 408 strainTurnover 0.00607056859087
XB XBA XBA-408 408 disruptedNotRecovered 0.0531939888668382
XB XBA XBA-415 415 disrupted 0.0787705064602876
XB XBA XBA-415 415 colonized 0.0725126449003418
XB XBA XBA-415 415 strainTurnover 0.0190093668358
XB XBA XBA-415 415 disruptedNotRecovered 0.0597611396244876
XB XBA XBA-422 422 disrupted 0.0462528311521638
XB XBA XBA-422 422 colonized 0.0756867989263162
XB XBA XBA-422 422 strainTurnover 0.00800808903225
XB XBA XBA-422 422 disruptedNotRecovered 0.036379351755882
XB XBA XBA-430 430 disrupted 0.42129130886717
XB XBA XBA-430 430 colonized 0.0314918834367974
XB XBA XBA-430 430 strainTurnover 0.00648020312863
XB XBA XBA-430 430 disruptedNotRecovered 0.328924644002456
XB XBA XBA-436 436 disrupted 0.818029939338377
XB XBA XBA-436 436 colonized 0.0369368088991656
XB XBA XBA-436 436 strainTurnover 0.00679561313308
XB XBA XBA-436 436 disruptedNotRecovered 0.570395493800672
XB XBA XBA-442 442 disrupted 0.464812497538209
XB XBA XBA-442 442 colonized 0.005435621228137
XB XBA XBA-442 442 strainTurnover 0.000400431527149
XB XBA XBA-442 442 disruptedNotRecovered 0.40725748868038
XB XBA XBA-455 455 disrupted 0.754053430583706
XB XBA XBA-455 455 colonized 0.023433775468399
XB XBA XBA-455 455 strainTurnover 0.00625655121558
XB XBA XBA-455 455 disruptedNotRecovered 0.571369144887856
XB XBA XBA-463 463 disrupted 0.59873581301266
XB XBA XBA-463 463 colonized 0.0193818406534554
XB XBA XBA-463 463 strainTurnover 0.0020281711837
XB XBA XBA-463 463 disruptedNotRecovered 0.517757518730511
XB XBA XBA-470 470 disrupted 0.71438500914107
XB XBA XBA-470 470 colonized 0.0075647086918769
XB XBA XBA-470 470 strainTurnover 0.00110717470017
XB XBA XBA-470 470 disruptedNotRecovered 0.55471947252917
XB XBA XBA-478 478 disrupted 0.695564181390041
XB XBA XBA-478 478 colonized 0.0224706984451849
XB XBA XBA-478 478 strainTurnover 0.00522115587033
XB XBA XBA-478 478 disruptedNotRecovered 0.507776198816966
XB XBA XBA-482 482 disrupted 0.740012520044999
XB XBA XBA-482 482 colonized 0.0109248717363703
XB XBA XBA-482 482 strainTurnover 0.00116423849225
XB XBA XBA-482 482 disruptedNotRecovered 0.596778330917356
XB XBA XBA-491 491 disrupted 0.6167909465563
XB XBA XBA-491 491 colonized 0.0187149877959503
XB XBA XBA-491 491 strainTurnover 0.00171562913657
XB XBA XBA-491 491 disruptedNotRecovered 0.543525842349607
XB XBA XBA-513 513 disrupted 0.782913700781662
XB XBA XBA-513 513 colonized 0.0071289036327816
XB XBA XBA-513 513 strainTurnover 0.000938343517067
XB XBA XBA-513 513 disruptedNotRecovered 0.676642195362702
XB XBA XBA-519 519 disrupted 0.687877977560024
XB XBA XBA-519 519 colonized 0.0146272807619582
XB XBA XBA-519 519 strainTurnover 0.00884059550631
XB XBA XBA-519 519 disruptedNotRecovered 0.545278221241764
XB XBA XBA-534 534 disrupted 0.749002167555312
XB XBA XBA-534 534 colonized 0.0257733248717451
XB XBA XBA-534 534 strainTurnover 0.01071407741263
XB XBA XBA-534 534 disruptedNotRecovered 0.604086070153122
XB XBA XBA-541 541 disrupted 0.68409636041925
XB XBA XBA-541 541 colonized 0.032649466026425
XB XBA XBA-541 541 strainTurnover 0.0028770226609695
XB XBA XBA-541 541 disruptedNotRecovered 0.567335134690565
XB XBA XBA-550 550 disrupted 0.7388942868211
XB XBA XBA-550 550 colonized 0.0322328522968766
XB XBA XBA-550 550 strainTurnover 0.00294746608817
XB XBA XBA-550 550 disruptedNotRecovered 0.643573197029487
XB XBA XBA-557 557 disrupted 0.67615194093298
XB XBA XBA-557 557 colonized 0.0398049541061955
XB XBA XBA-557 557 strainTurnover 0.011156560863042
XB XBA XBA-557 557 disruptedNotRecovered 0.610093040550142
XB XBA XBA-568 568 disrupted 0.70462541417203
XB XBA XBA-568 568 colonized 0.0169669569970733
XB XBA XBA-568 568 strainTurnover 0.01487816004489
XB XBA XBA-568 568 disruptedNotRecovered 0.50308105476759
XB XBA XBA-577 577 disrupted 0.68129223094696
XB XBA XBA-577 577 colonized 0.0065382708091813
XB XBA XBA-577 577 strainTurnover 0.00804130784549
XB XBA XBA-577 577 disruptedNotRecovered 0.555813240850579
XB XBA XBA-582 582 disrupted 0.72223836622206
XB XBA XBA-582 582 colonized 0.007629845340462
XB XBA XBA-582 582 strainTurnover 0.00525832814244
XB XBA XBA-582 582 disruptedNotRecovered 0.584569866793848
XB XBA XBA-589 589 disrupted 0.719370760005435
XB XBA XBA-589 589 colonized 0.0083150541360795
XB XBA XBA-589 589 strainTurnover 0.007669085153246
XB XBA XBA-589 589 disruptedNotRecovered 0.553401642043057
XB XBA XBA-597 597 disrupted 0.750657847017671
XB XBA XBA-597 597 colonized 0.0280785327036473
XB XBA XBA-597 597 strainTurnover 0.01363360136342
XB XBA XBA-597 597 disruptedNotRecovered 0.617660460125116
XB XBA XBA-610 610 disrupted 0.60477319889273
XB XBA XBA-610 610 colonized 0.0634159146493806
XB XBA XBA-610 610 strainTurnover 0.02050677938684
XB XBA XBA-610 610 disruptedNotRecovered 0.502755426512277
XB XBA XBA-617 617 disrupted 0.68924716541711
XB XBA XBA-617 617 colonized 0.0149730862656225
XB XBA XBA-617 617 strainTurnover 0.01691443729121
XB XBA XBA-617 617 disruptedNotRecovered 0.52280717740615
XB XBA XBA-625 625 disrupted 0.820066972326958
XB XBA XBA-625 625 colonized 0.0127525811204033
XB XBA XBA-625 625 strainTurnover 0.012857680107345
XB XBA XBA-625 625 disruptedNotRecovered 0.643770814592618
XB XBA XBA-641 641 disrupted 0.62353377717376
XB XBA XBA-641 641 colonized 0.048282245123524
XB XBA XBA-641 641 strainTurnover 0.02759184897952
XB XBA XBA-641 641 disruptedNotRecovered 0.488976790360588
XB XBA XBA-650 650 disrupted 0.79769468584561
XB XBA XBA-650 650 colonized 0.0134405277578209
XB XBA XBA-650 650 strainTurnover 0.00610738328086
XB XBA XBA-650 650 disruptedNotRecovered 0.59026096537678
XB XBA XBA-653 653 disrupted 0.75061541686519
XB XBA XBA-653 653 colonized 0.012357559939943
XB XBA XBA-653 653 strainTurnover 0.013338431359286
XB XBA XBA-653 653 disruptedNotRecovered 0.5216922029913
XB XBA XBA-677 677 disrupted 0.66325825634065
XB XBA XBA-677 677 colonized 0.0099369267412846
XB XBA XBA-677 677 strainTurnover 0.02221575633023
XB XBA XBA-677 677 disruptedNotRecovered 0.545909579188209
XB XBA XBA-698 698 disrupted 0.355371071390215
XB XBA XBA-698 698 colonized 0.0095610624350835
XB XBA XBA-698 698 strainTurnover 0.030251047535745
XB XBA XBA-698 698 disruptedNotRecovered 0.331866825517928
XB XBA XBA-705 705 disrupted 0.648141685611957
XB XBA XBA-705 705 colonized 0.010414597911002
XB XBA XBA-705 705 strainTurnover 0.01740774415034
XB XBA XBA-705 705 disruptedNotRecovered 0.511173000164508
XB XBA XBA-706 706 disrupted 0.665021916816457
XB XBA XBA-706 706 colonized 0.00757722751836
XB XBA XBA-706 706 strainTurnover 0.01662652813401
XB XBA XBA-706 706 disruptedNotRecovered 0.54979716288848
XB XBA XBA-707 707 disrupted 0.77380295704446
XB XBA XBA-707 707 colonized 0.0060343966071367
XB XBA XBA-707 707 strainTurnover 0.02246698090296
XB XBA XBA-707 707 disruptedNotRecovered 0.58549241868424
XB XBA XBA-709 709 disrupted 0.74325801795186
XB XBA XBA-709 709 colonized 0.0095690256648977
XB XBA XBA-709 709 strainTurnover 0.00868302579997
XB XBA XBA-709 709 disruptedNotRecovered 0.5537867946314
XB XBA XBA-710 710 disrupted 0.69911051561294
XB XBA XBA-710 710 colonized 0.0152284458504123
XB XBA XBA-710 710 strainTurnover 0.01645033675034
XB XBA XBA-710 710 disruptedNotRecovered 0.558155725727733
XB XBA XBA-712 712 disrupted 0.679915812738715
XB XBA XBA-712 712 colonized 0.0299979986280063
XB XBA XBA-712 712 strainTurnover 0.02131045165096
XB XBA XBA-712 712 disruptedNotRecovered 0.500020982066977
XB XBA XBA-713 713 disrupted 0.792811564303415
XB XBA XBA-713 713 colonized 0.006641270618919
XB XBA XBA-713 713 strainTurnover 0.006015683410875
XB XBA XBA-713 713 disruptedNotRecovered 0.65025822925466
XB XBA XBA-714 714 disrupted 0.374273534895494
XB XBA XBA-714 714 colonized 0.02928097360754
XB XBA XBA-714 714 strainTurnover 0.051792376253864
XB XBA XBA-714 714 disruptedNotRecovered 0.332591940723088
XB XBA XBA-716 716 disrupted 0.80239474118052
XB XBA XBA-716 716 colonized 0.0225988212875275
XB XBA XBA-716 716 strainTurnover 0.01076354746349
XB XBA XBA-716 716 disruptedNotRecovered 0.659876918105357
XB XBA XBA-718 718 disrupted 0.58423107075763
XB XBA XBA-718 718 colonized 0.0115097126137007
XB XBA XBA-718 718 strainTurnover 0.01097966767922
XB XBA XBA-718 718 disruptedNotRecovered 0.47249558934384
XB XBA XBA-722 722 disrupted 0.580794318358825
XB XBA XBA-722 722 colonized 0.0099150485711811
XB XBA XBA-722 722 strainTurnover 0.00777533714175
XB XBA XBA-722 722 disruptedNotRecovered 0.46289773927446
XB XBA XBA-727 727 disrupted 0.626115833158041
XB XBA XBA-727 727 colonized 0.008685440631605
XB XBA XBA-727 727 strainTurnover 0.01831577702897
XB XBA XBA-727 727 disruptedNotRecovered 0.478403553347331
XB XBA XBA-734 734 disrupted 0.5623810947714
XB XBA XBA-734 734 colonized 0.0208083234631448
XB XBA XBA-734 734 strainTurnover 0.00800236674016
XB XBA XBA-734 734 disruptedNotRecovered 0.426570123236539
XB XBA XBA-742 742 disrupted 0.570193328802528
XB XBA XBA-742 742 colonized 0.007163960449959
XB XBA XBA-742 742 strainTurnover 0.01756936711391
XB XBA XBA-742 742 disruptedNotRecovered 0.471854936678203
XB XBA XBA-749 749 disrupted 0.62828075209962
XB XBA XBA-749 749 colonized 0.040430247597153
XB XBA XBA-749 749 strainTurnover 0.00913421979678
XB XBA XBA-749 749 disruptedNotRecovered 0.500534430028215
XB XBA XBA-754 754 disrupted 0.68227000020762
XB XBA XBA-754 754 colonized 0.012540859699509
