species_id prevalence medianAbundance meanAbundance maxAbundance
Aerococcus_viridans_62040 0.00436681222707424 2.92325086641061e-05 2.92325086641061e-05 2.92325086641061e-05
Afipia_birgiae_59428 0.00436681222707424 2.4820353335248e-05 2.4820353335248e-05 2.4820353335248e-05
Afipia_broomeae_57107 0.0174672489082969 1.52954198584057e-05 1.63848588682439e-05 2.40242405642516e-05
Aggregatibacter_aphrophilus_58143 0.0655021834061135 1.8051964506371e-05 3.9349017250636e-05 0.000227012009797903
Aggregatibacter_segnis_62447 0.0524017467248908 1.8256460545598e-05 8.11957258250889e-05 0.000720261020351951
Aggregatibacter_sp_60097 0.074235807860262 1.88525714245396e-05 9.26945643566926e-05 0.00125738178841687
Agrobacterium_tumefaciens_58451 0.0131004366812227 1.72664874675358e-05 1.77486603400539e-05 2.21684696676768e-05
Akkermansia_muciniphila_55290 0.580786026200873 0.00256443948360739 0.0143960877592902 0.306731271913357
Alistipes_finegoldii_56071 0.751091703056769 0.00568386943908329 0.0169790653322186 0.51071927268725
Alistipes_indistinctus_62207 0.51528384279476 0.000639467337413409 0.00213235574691885 0.0192816611953403
Alistipes_onderdonkii_55464 0.794759825327511 0.00787710086670589 0.0216100821939322 0.237372836320139
Alistipes_putredinis_61533 0.842794759825327 0.0638951357231912 0.0701271182402955 0.246848158761836
Alistipes_senegalensis_58364 0.724890829694323 8.42311751768719e-05 0.000854361498676798 0.0125947878056766
Alistipes_shahii_62199 0.812227074235808 0.0140992045838508 0.0223546828053011 0.311467795242537
Alistipes_sp_58363 0.406113537117904 0.000105514258923246 0.000674185973346522 0.0167789339619183
Alistipes_sp_59510 0.414847161572052 0.00201101426708226 0.00375812630507689 0.0543045560318754
Alistipes_sp_60764 0.152838427947598 0.00213971818894585 0.0244786777505003 0.274486658583044
Alloiococcus_otitis_62422 0.0131004366812227 2.63988310168565e-05 2.07232436480334e-05 2.65083209546364e-05
Alloprevotella_rava_62101 0.0305676855895196 1.60857026868093e-05 0.00124399722523737 0.0086162245575544
Alloscardovia_omnicolens_54782 0.0305676855895196 1.9885804444551e-05 2.86299305888203e-05 5.59841338676376e-05
Amycolatopsis_rifamycinica_61125 0.00436681222707424 3.56391979539671e-06 3.56391979539671e-06 3.56391979539671e-06
Amycolatopsis_thermoflava_57694 0.00436681222707424 4.60720457409166e-06 4.60720457409166e-06 4.60720457409166e-06
Anaerococcus_hydrogenalis_58044 0.0131004366812227 1.39629429391305e-05 1.74615100763876e-05 2.4779893352069e-05
Anaerococcus_lactolyticus_57374 0.00436681222707424 0.000103680971927868 0.000103680971927868 0.000103680971927868
Anaerococcus_obesiensis_58051 0.0786026200873362 6.04565670252414e-05 8.72470689433241e-05 0.000641527394807997
Anaerococcus_prevotii_62402 0.00436681222707424 1.40816246683316e-05 1.40816246683316e-05 1.40816246683316e-05
Anaerococcus_senegalensis_58365 0.00436681222707424 6.21432941483143e-06 6.21432941483143e-06 6.21432941483143e-06
Anaerococcus_sp_58645 0.0131004366812227 2.04610928409604e-05 2.51710413182347e-05 3.56425864946861e-05
Anaerococcus_tetradius_61705 0.00436681222707424 5.97643369507376e-05 5.97643369507376e-05 5.97643369507376e-05
Anaerofustis_stercorihominis_61534 0.100436681222707 2.1956599576954e-05 4.17346483739243e-05 0.000178778273872624
Anaeroglobus_geminatus_62348 0.00873362445414847 1.34959126527682e-05 1.34959126527682e-05 2.11460161281526e-05
Anaerostipes_caccae_55430 0.148471615720524 3.18972212408921e-05 6.46007808793756e-05 0.000570240748944612
Anaerostipes_hadrus_55206 0.908296943231441 0.000386038576717705 0.0013333068967324 0.05439635968331
Anaerotruncus_sp_59696 0.00436681222707424 4.41077699293664e-06 4.41077699293664e-06 4.41077699293664e-06
Arthrobacter_sp_60556 0.00436681222707424 3.94819286116017e-06 3.94819286116017e-06 3.94819286116017e-06
Atopobium_minutum_50290 0.0174672489082969 3.02886188138287e-05 5.57522920580105e-05 0.000146125930395638
Atopobium_parvulum_59960 0.196506550218341 1.42980530086276e-05 2.5484123691175e-05 0.000176176299130549
Atopobium_parvulum_61692 0.0305676855895196 1.98061937600699e-05 2.55647535174135e-05 7.96946367506392e-05
Atopobium_rimae_61781 0.0305676855895196 2.02990066933919e-05 2.26882304821685e-05 5.09311220933865e-05
Atopobium_sp_59401 0.122270742358079 1.83521694129405e-05 2.663132503832e-05 0.00010850001054597
Atopobium_sp_62583 0.117903930131004 1.97675294089346e-05 3.62074927965719e-05 0.000253585393524174
Atopobium_vaginae_48504 0.0480349344978166 1.9986707240757e-05 3.51863351794089e-05 0.000122034224813829
Atopobium_vaginae_62370 0.00436681222707424 1.23669312118739e-05 1.23669312118739e-05 1.23669312118739e-05
Bacillus_amyloliquefaciens_53752 0.00873362445414847 3.85084808425963e-06 3.85084808425963e-06 3.85945195014421e-06
Bacillus_anthracis_57688 0.00436681222707424 4.39612788721484e-05 4.39612788721484e-05 4.39612788721484e-05
Bacillus_cereus_57918 0.0262008733624454 1.84921044737843e-05 1.71691747776123e-05 2.45596463123694e-05
Bacillus_clausii_53464 0.00873362445414847 8.98768009737914e-06 8.98768009737914e-06 1.00954249505516e-05
Bacillus_marmarensis_57685 0.00436681222707424 3.15175485522287e-05 3.15175485522287e-05 3.15175485522287e-05
Bacteroidaceae_bacterium_60201 0.00436681222707424 6.14101440902133e-06 6.14101440902133e-06 6.14101440902133e-06
Bacteroidales_bacterium_58650 0.602620087336245 0.00662313614425705 0.0107983183968871 0.173179363577519
Bacteroides_acidifaciens_59693 0.965065502183406 0.000990826541090102 0.00181384633869807 0.0155993818911111
Bacteroides_barnesiae_47015 0.00873362445414847 1.10324983621954e-05 1.10324983621954e-05 1.75204956315998e-05
Bacteroides_caccae_53434 0.803493449781659 0.0138699465299233 0.0324341009649272 0.47240232306078
Bacteroides_cellulosilyticus_58046 0.606986899563319 0.00419572015300266 0.0195948695755083 0.205094975360828
Bacteroides_clarus_62282 0.445414847161572 0.000248171959661181 0.00201697198503908 0.107660890359721
Bacteroides_coprocola_61586 0.14410480349345 0.0104678024382401 0.0499509646095935 0.299825080169015
Bacteroides_coprophilus_61767 0.0349344978165939 5.27936368359214e-05 0.0355770106958063 0.170154909252901
Bacteroides_eggerthii_54457 0.624454148471616 0.000418672139893537 0.0114906843710112 0.212322021161954
Bacteroides_faecichinchillae_59709 0.0698689956331878 0.000195893497062784 0.000618264426678167 0.00392372136189172
Bacteroides_faecis_58503 0.799126637554585 0.000318173832686385 0.00805181391869124 0.212872767250616
Bacteroides_finegoldii_57739 0.816593886462882 0.000881156183717678 0.00955463495302929 0.363732450503107
Bacteroides_fluxus_62283 0.0829694323144105 9.73355428523515e-06 1.23949741648889e-05 4.47999403251038e-05
Bacteroides_fragilis_54507 0.589519650655022 0.00375894052836999 0.0165275209272292 0.272358691561123
Bacteroides_fragilis_56548 0.266375545851528 3.00179153027912e-05 0.000605798400365834 0.00944797576519804
Bacteroides_gallinarum_48315 0.161572052401747 1.6201129307892e-05 3.1629817096254e-05 0.000191121595680069
Bacteroides_helcogenes_62145 0.00873362445414847 1.32530908681964e-05 1.32530908681964e-05 1.39032915280906e-05
Bacteroides_intestinalis_61596 0.589519650655022 0.00101973894983285 0.00556000949236304 0.0850708244680429
Bacteroides_massiliensis_44749 0.524017467248908 0.0174251349207795 0.0501526499935814 0.347490224288372
Bacteroides_neonatalis_44757 0.00436681222707424 5.75728292605574e-06 5.75728292605574e-06 5.75728292605574e-06
Bacteroides_nordii_55557 0.283842794759825 0.00053250754467108 0.00246794303635227 0.0267013256279512
Bacteroides_oleiciplenus_62209 0.074235807860262 9.91732403057116e-06 2.586697950805e-05 0.00026759835547588
Bacteroides_ovatus_58035 0.982532751091703 0.0268542869391289 0.0619482064314089 0.459215969428521
Bacteroides_pectinophilus_61619 0.0174672489082969 0.00348909422224953 0.00501812623373842 0.0102286020442344
Bacteroides_plebeius_61623 0.222707423580786 0.00167248223910303 0.0568411708795978 0.604590295926852
Bacteroides_pyogenes_58220 0.0218340611353712 9.00605217453085e-06 1.5833282067969e-05 4.32449504692041e-05
Bacteroides_reticulotermitis_60550 0.00436681222707424 8.12676539810335e-06 8.12676539810335e-06 8.12676539810335e-06
Bacteroides_rodentium_59708 0.925764192139738 0.0169238994009911 0.0206940299608696 0.0762441294167174
Bacteroides_salanitronis_62074 0.00873362445414847 1.46250275804976e-05 1.46250275804976e-05 2.51779743657349e-05
Bacteroides_salyersiae_54873 0.248908296943231 5.38155864065045e-05 0.00871721289851941 0.0647591564442712
Bacteroides_sartorii_54642 0.956331877729258 0.00107205606794692 0.00211443016139419 0.106558769949486
Bacteroides_stercorirosoris_59710 0.0524017467248908 0.000207798017410242 0.000827012312510286 0.00352287011611636
Bacteroides_stercoris_56735 0.74235807860262 0.0243602608244641 0.0707234401361954 0.584316313954661
Bacteroides_thetaiotaomicron_56941 0.873362445414847 0.0125260978615334 0.0236195663139308 0.284811929985033
Bacteroides_uniformis_57318 0.934497816593886 0.0567949194828319 0.0750893213460297 0.29439252002234
Bacteroides_ureolyticus_58254 0.0698689956331878 1.81441612073145e-05 4.4559939952216e-05 0.000209433398954512
Bacteroides_vulgatus_57955 0.973799126637555 0.156875578692853 0.192315118557037 0.826376825566327
Bacteroides_xylanisolvens_57185 0.978165938864629 0.00976855182894886 0.0278931677981119 0.497367842118664
Bacteroidetes_oral_61853 0.00873362445414847 5.34774841181718e-05 5.34774841181718e-05 8.20674022917059e-05
Barnesiella_intestinihominis_62208 0.493449781659389 0.0178305409641253 0.0220312144343098 0.117103167968654
Bifidobacterium_adolescentis_56815 0.541484716157205 0.000773352850756627 0.00465515145362873 0.133807868260926
Bifidobacterium_angulatum_45832 0.0393013100436681 3.94416564703429e-05 0.000389727614030715 0.00208041820336111
Bifidobacterium_animalis_58116 0.0305676855895196 1.20174761729221e-05 8.79162278265564e-05 0.000351313555256922
Bifidobacterium_biavatii_60523 0.0174672489082969 4.56880154769911e-06 5.13029428076944e-06 7.73121572429083e-06
Bifidobacterium_bifidum_55065 0.222707423580786 0.000302481676719843 0.000889301243223687 0.00575343454112308
Bifidobacterium_breve_57133 0.0524017467248908 1.91944028942507e-05 0.000153984773056298 0.00131841225483293
Bifidobacterium_catenulatum_58257 0.22707423580786 8.86181212646871e-05 0.000329773733050375 0.00286611860754357
Bifidobacterium_choerinum_46095 0.00436681222707424 2.80794713373409e-06 2.80794713373409e-06 2.80794713373409e-06
Bifidobacterium_dentium_55719 0.0393013100436681 1.28251529509367e-05 2.21938843368331e-05 7.75292510918057e-05
Bifidobacterium_longum_57796 0.685589519650655 0.000422070742829304 0.00220551724154975 0.0647308369353335
Bifidobacterium_merycicum_38038 0.00436681222707424 6.54555446678281e-06 6.54555446678281e-06 6.54555446678281e-06
Bifidobacterium_moukalabense_60512 0.0567685589519651 9.72377074610484e-06 1.21240691305958e-05 5.32079899717668e-05
Bifidobacterium_pseudocatenulatum_57754 0.283842794759825 0.000196053532095405 0.000786858904978629 0.00954272603626
Bifidobacterium_pseudolongum_35926 0.00873362445414847 3.98374721600036e-05 3.98374721600036e-05 4.56103001906915e-05
Bifidobacterium_pseudolongum_57709 0.0305676855895196 1.31432171318373e-05 7.98845514448592e-05 0.000487170395426883
Bifidobacterium_ruminantium_50236 0.22707423580786 2.40185538494556e-05 4.30337057862099e-05 0.000296961301572096
Bifidobacterium_saguini_60522 0.00436681222707424 1.13105767382275e-05 1.13105767382275e-05 1.13105767382275e-05
Bifidobacterium_scardovii_44511 0.00436681222707424 6.38374962224532e-05 6.38374962224532e-05 6.38374962224532e-05
Bilophila_wadsworthia_57364 0.755458515283843 0.000425664817793517 0.00113040782764529 0.0115759991299144
Blautia_hansenii_56031 0.074235807860262 0.000100310663026094 0.000600299365142142 0.00508573556210081
Blautia_producta_56315 0.0611353711790393 4.01993567742811e-05 7.44659263765391e-05 0.000301915418882801
Blautia_producta_61268 0.157205240174672 4.24762846068211e-05 0.000104596913533774 0.00110666718978749
Blautia_schinkii_60448 0.0436681222707424 3.88978804664594e-06 4.71853807180122e-06 8.67425369773398e-06
Blautia_wexlerae_56130 0.982532751091703 0.00130243930570928 0.00289507570508228 0.078604920587061
Brachybacterium_faecium_61538 0.00436681222707424 4.21583915660077e-06 4.21583915660077e-06 4.21583915660077e-06
Brachyspira_aalborgi_61157 0.00436681222707424 0.00701128075831734 0.00701128075831734 0.00701128075831734
Bradyrhizobium_elkanii_58218 0.00436681222707424 3.9291428218981e-06 3.9291428218981e-06 3.9291428218981e-06
Bradyrhizobium_genosp_34140 0.00436681222707424 9.76430651262197e-06 9.76430651262197e-06 9.76430651262197e-06
Bradyrhizobium_japonicum_57868 0.00436681222707424 2.75104860307175e-06 2.75104860307175e-06 2.75104860307175e-06
Bradyrhizobium_sp_59234 0.00436681222707424 1.09086013578498e-05 1.09086013578498e-05 1.09086013578498e-05
Bradyrhizobium_sp_59642 0.00436681222707424 4.42121943765433e-05 4.42121943765433e-05 4.42121943765433e-05
Bradyrhizobium_sp_60002 0.0174672489082969 0.000156039557234651 0.000172729403337366 0.000310635043043793
Bulleidia_extructa_62099 0.0524017467248908 2.32928249464429e-05 3.748396671468e-05 0.000150968797102092
Burkholderia_sp_56159 0.00436681222707424 1.59975586946326e-05 1.59975586946326e-05 1.59975586946326e-05
Burkholderia_sp_62262 0.00436681222707424 1.55909911841723e-05 1.55909911841723e-05 1.55909911841723e-05
Burkholderiales_bacterium_56577 0.729257641921397 0.00219067330867961 0.00469119317028398 0.0302416004230193
Butyricicoccus_pullicaecorum_59455 0.0349344978165939 1.67113524332622e-05 1.84969112400476e-05 3.32619295697513e-05
Butyricimonas_synergistica_58741 0.0349344978165939 0.000307146601004279 0.000627663358528491 0.00253828711419777
Butyricimonas_virosa_58742 0.493449781659389 0.00155237700892901 0.00342829833087662 0.0284908752205584
Butyrivibrio_crossotus_61674 0.0829694323144105 0.0115362964942164 0.0481003602977686 0.309650768138128
Butyrivibrio_sp_59903 0.00873362445414847 8.80709605828537e-06 8.80709605828537e-06 1.13966430499732e-05
Campylobacter_concisus_59746 0.0698689956331878 1.51108523375869e-05 1.77261708759742e-05 3.22536271807707e-05
Campylobacter_concisus_59747 0.0305676855895196 1.11430621362086e-05 2.47460885237366e-05 8.45127592020685e-05
Campylobacter_concisus_59748 0.0829694323144105 1.45658498600028e-05 1.87418487341215e-05 4.75209045818612e-05
Campylobacter_concisus_59749 0.0611353711790393 1.71855918978433e-05 4.03206498350515e-05 0.000256565470436907
Campylobacter_concisus_59750 0.00873362445414847 0.000213071463078243 0.000213071463078243 0.000417093407918065
Campylobacter_concisus_59753 0.0873362445414847 1.42272724842336e-05 3.63891899868266e-05 0.000426753899160766
Campylobacter_concisus_61330 0.0349344978165939 2.64045417959056e-05 3.26701193799431e-05 8.38113870095419e-05
Campylobacter_concisus_62542 0.0786026200873362 1.69907948990223e-05 1.92036835994791e-05 4.41978650543465e-05
Campylobacter_curvus_58744 0.00436681222707424 2.23885353304713e-05 2.23885353304713e-05 2.23885353304713e-05
Campylobacter_gracilis_61787 0.0174672489082969 1.09088966088453e-05 2.45497364557212e-05 7.35019374672723e-05
Campylobacter_hominis_61331 0.183406113537118 3.84076109589057e-05 0.000145238359918474 0.002780049133741
Campylobacter_rectus_61785 0.00873362445414847 1.68043331691553e-05 1.68043331691553e-05 1.98287925887695e-05
Campylobacter_showae_58485 0.0218340611353712 3.2221894734249e-05 3.89841682500374e-05 9.31445697211014e-05
Campylobacter_showae_59756 0.0218340611353712 2.50401020468277e-05 5.09497007580732e-05 0.00017184508989984
Campylobacter_showae_61786 0.0218340611353712 1.0136142612514e-05 2.39219300356009e-05 8.74395690060401e-05
Campylobacter_sp_62066 0.0829694323144105 1.14265469468385e-05 1.41427827828525e-05 3.48249928724555e-05
Campylobacter_ureolyticus_62430 0.0480349344978166 2.54017103401312e-05 4.25984677576388e-05 0.000147560181598237
Capnocytophaga_gingivalis_61780 0.14410480349345 2.57485525186792e-05 0.000174213555639871 0.00470000224746707
Capnocytophaga_granulosa_57613 0.0655021834061135 1.36416159740575e-05 0.000158613177388679 0.00209912407027292
Capnocytophaga_ochracea_58179 0.0174672489082969 3.00700901702455e-05 0.000191626327763547 0.000700400492090328
Capnocytophaga_sp_58386 0.0698689956331878 2.10234769568666e-05 0.000260388666900083 0.00377025272476391
Capnocytophaga_sp_59162 0.00873362445414847 1.40019488346774e-05 1.40019488346774e-05 1.96062299286591e-05
Capnocytophaga_sputigena_61779 0.091703056768559 1.48601874529517e-05 5.06761189328465e-05 0.0005380345912861
Cardiobacterium_hominis_61979 0.0960698689956332 1.63743866128894e-05 6.15985773427483e-05 0.000940955219927674
Carnobacterium_maltaromaticum_54241 0.00436681222707424 2.90578406558102e-05 2.90578406558102e-05 2.90578406558102e-05
Catenibacterium_mitsuokai_61547 0.0829694323144105 0.000216726569153121 0.00103840171045932 0.0126531717020989
Catonella_morbi_61904 0.0480349344978166 1.39679250069915e-05 1.82402687586084e-05 4.31714341061308e-05
Caulobacter_crescentus_34861 0.00436681222707424 8.92837125330726e-06 8.92837125330726e-06 8.92837125330726e-06
Caulobacter_crescentus_59984 0.00436681222707424 3.78441410505905e-06 3.78441410505905e-06 3.78441410505905e-06
Caulobacter_segnis_61668 0.00436681222707424 8.96879398677549e-06 8.96879398677549e-06 8.96879398677549e-06
Caulobacter_sp_59210 0.00436681222707424 6.68848403374067e-06 6.68848403374067e-06 6.68848403374067e-06
Caulobacter_sp_60756 0.00436681222707424 6.89426421494617e-06 6.89426421494617e-06 6.89426421494617e-06
Cellulomonas_sp_58567 0.00873362445414847 5.11318141388653e-06 5.11318141388653e-06 5.75143101883788e-06
Centipeda_periodontii_62449 0.00436681222707424 8.2857122336035e-05 8.2857122336035e-05 8.2857122336035e-05
Chlamydia_sp_60546 0.00436681222707424 2.31944735206521e-05 2.31944735206521e-05 2.31944735206521e-05
Chromohalobacter_israelensis_55877 0.00436681222707424 1.13087948668742e-05 1.13087948668742e-05 1.13087948668742e-05
Chryseobacterium_indologenes_54335 0.00436681222707424 1.25763054529997e-05 1.25763054529997e-05 1.25763054529997e-05
Citrobacter_amalonaticus_54491 0.00873362445414847 0.000164530576492764 0.000164530576492764 0.000261864977269142
Citrobacter_braakii_56022 0.0174672489082969 1.42816216937955e-05 1.85796620154903e-05 4.18608948963694e-05
Citrobacter_freundii_56148 0.0174672489082969 7.92177586035534e-05 9.29256647055984e-05 0.000198841816524742
Citrobacter_freundii_56776 0.00873362445414847 3.16510278748344e-05 3.16510278748344e-05 3.17742556084491e-05
Citrobacter_freundii_57904 0.00436681222707424 2.14127651983758e-05 2.14127651983758e-05 2.14127651983758e-05
Citrobacter_freundii_60527 0.00873362445414847 5.82726839199769e-05 5.82726839199769e-05 0.00010119798857033
Citrobacter_koseri_61132 0.0480349344978166 1.98465054565563e-05 5.2973150421114e-05 0.000400175085095199
Citrobacter_sedlakii_59572 0.00436681222707424 1.21954839182349e-05 1.21954839182349e-05 1.21954839182349e-05
Citrobacter_sp_60882 0.00436681222707424 2.86218697132518e-05 2.86218697132518e-05 2.86218697132518e-05
Clavibacter_michiganensis_58293 0.00436681222707424 4.22644212411354e-06 4.22644212411354e-06 4.22644212411354e-06
Clavibacter_michiganensis_61237 0.00436681222707424 3.87273225922875e-06 3.87273225922875e-06 3.87273225922875e-06
Cloacibacillus_evryensis_54931 0.091703056768559 3.53560004927795e-05 0.000151207632151005 0.00119460610361938
Clostridiaceae_bacterium_58376 0.493449781659389 6.88633065511987e-05 0.000322120755220048 0.0133216287706213
Clostridiaceae_bacterium_60908 0.00436681222707424 1.03359040142729e-05 1.03359040142729e-05 1.03359040142729e-05
Clostridiales_bacterium_43336 0.305676855895196 6.33020903830707e-05 0.000286151745600681 0.0103095701661138
Clostridiales_bacterium_52743 0.336244541484716 5.51557087011797e-05 0.00031694873172784 0.00507917446553546
Clostridiales_bacterium_52957 0.611353711790393 7.31453562993471e-05 0.000281546711393428 0.00511968607729816
Clostridiales_bacterium_55184 0.519650655021834 4.5453048831408e-05 9.22587092312475e-05 0.000789841793927142
Clostridiales_bacterium_55367 0.423580786026201 4.78403866156235e-05 0.000126724673836679 0.00205727506173409
Clostridiales_bacterium_55505 0.40174672489083 6.00941649539172e-05 0.00131487116344671 0.0686062082379972
Clostridiales_bacterium_56470 0.943231441048035 0.000488097734289148 0.00193200901252155 0.0366737624875247
Clostridiales_bacterium_57827 0.0480349344978166 1.23549922256655e-05 1.50265579465864e-05 3.37464681255804e-05
Clostridiales_bacterium_58120 0.0786026200873362 9.8618447567983e-05 0.000144322315288567 0.00051214741277879
Clostridiales_bacterium_58600 0.00873362445414847 2.3582675972429e-05 2.3582675972429e-05 2.84677065517447e-05
Clostridiales_bacterium_58648 0.00873362445414847 1.03811330012018e-05 1.03811330012018e-05 1.53768461037567e-05
Clostridiales_bacterium_59643 0.0262008733624454 3.14980246985619e-05 5.76256480135092e-05 0.000218749381658706
Clostridiales_bacterium_59661 0.0262008733624454 2.89389989738836e-05 3.84320448553203e-05 9.26381160053293e-05
Clostridiales_bacterium_59662 0.122270742358079 1.52211076392175e-05 4.8047915734362e-05 0.000476006284956323
Clostridiales_bacterium_59663 0.240174672489083 5.53281816553745e-05 0.000267974809393796 0.00434802033435965
Clostridiales_bacterium_59664 0.353711790393013 2.97308248365635e-05 8.27137760572433e-05 0.00117482670822731
Clostridiales_bacterium_59945 0.074235807860262 3.37690199803304e-05 8.13261789153878e-05 0.000333250260964464
Clostridiales_bacterium_61057 0.829694323144105 0.000221516798521763 0.000557981975666752 0.0180145088809892
Clostridiales_bacterium_62395 0.0349344978165939 8.68545960581156e-06 1.47287808796144e-05 4.7595779074451e-05
Clostridiales_bacterium_62591 0.126637554585153 3.39338877428423e-05 0.000106294832431505 0.00109230374910133
Clostridiales_bacterium_62592 0.0873362445414847 5.79242418984055e-05 8.54367686961439e-05 0.000318729670981598
Clostridiales_genomosp_54611 0.00436681222707424 4.32598054598594e-06 4.32598054598594e-06 4.32598054598594e-06
Clostridium_aerotolerans_60450 0.00873362445414847 3.66331783191354e-06 3.66331783191354e-06 3.74661877347231e-06
Clostridium_bartlettii_61535 0.406113537117904 6.72291967189376e-05 0.000152022363750386 0.00190988962796848
Clostridium_bifermentans_57192 0.00436681222707424 7.46871956606055e-06 7.46871956606055e-06 7.46871956606055e-06
Clostridium_bolteae_57158 0.589519650655022 6.30353053438977e-05 0.000292151884845869 0.0055908592988616
Clostridium_celatum_61754 0.0393013100436681 1.59647385426276e-05 2.60905115696045e-05 6.32602226132034e-05
Clostridium_cf_54592 0.139737991266376 6.19556389284422e-05 0.000173688768497001 0.001428807070011
Clostridium_citroniae_62210 0.467248908296943 5.5774207466546e-05 9.33774925492294e-05 0.00121841879830822
Clostridium_clostridioforme_51842 0.275109170305677 3.49020358943422e-05 0.000249512702501072 0.00789890845957278
Clostridium_clostridioforme_59912 0.240174672489083 2.10944055077537e-05 4.38062706125994e-05 0.000520624423548058
