"species_id" "prevalence" "medianAbundance" "meanAbundance" "maxAbundance"
"37" "Alistipes_onderdonkii_55464" 0.794759825327511 0.00787710086670589 0.0216100821939322 0.237372836320139
"38" "Parabacteroides_merdae_56972" 0.786026200873362 0.0215995229653722 0.030348558135857 0.176301646837047
"39" "Coprococcus_comes_61587" 0.777292576419214 0.000595841666272805 0.00160742886421103 0.0208819910000106
"40" "Dorea_longicatena_61473" 0.768558951965066 0.000329454172880203 0.00135625841601815 0.0289039601356471
"41" "Ruminococcus_bicirculans_59300" 0.768558951965066 0.00511157239935175 0.027283626986118 0.634113873762589
"42" "Bilophila_wadsworthia_57364" 0.755458515283843 0.000425664817793517 0.00113040782764529 0.0115759991299144
"43" "Odoribacter_splanchnicus_62174" 0.755458515283843 0.00769242430091788 0.00972562401053662 0.0453758120798026
"44" "Alistipes_finegoldii_56071" 0.751091703056769 0.00568386943908329 0.0169790653322186 0.51071927268725
"45" "Bacteroides_stercoris_56735" 0.74235807860262 0.0243602608244641 0.0707234401361954 0.584316313954661
"46" "Guyana_massiliensis_60772" 0.733624454148472 0.000462674764348104 0.0010004816143723 0.020682003904176
"47" "Burkholderiales_bacterium_56577" 0.729257641921397 0.00219067330867961 0.00469119317028398 0.0302416004230193
"48" "Collinsella_aerofaciens_61484" 0.729257641921397 0.000325535115619539 0.000819363472929591 0.00794278691124608
"49" "Collinsella_sp_62205" 0.720524017467249 0.000469575646389024 0.00105292858767773 0.00765934988487638
"50" "Holdemania_filiformis_61753" 0.720524017467249 0.000115998720376407 0.00025606595781121 0.00200277859282519
"51" "Intestinimonas_butyriciproducens_60001" 0.703056768558952 0.000135298956683513 0.000604418271902158 0.037458411359301
"52" "Escherichia_coli_58110" 0.698689956331878 0.000141212890894795 0.00101743438695643 0.0228856373467251
"53" "Bifidobacterium_longum_57796" 0.685589519650655 0.000422070742829304 0.00220551724154975 0.0647308369353335
"54" "Oscillibacter_sp_60799" 0.685589519650655 0.0094107946586541 0.015960791296003 0.102932190276397
"55" "Clostridium_spiroforme_61500" 0.681222707423581 0.000152687837438263 0.000492095824746313 0.010809608175982
"56" "Ruminococcus_gnavus_57638" 0.672489082969432 0.000186618788182262 0.00160849860521528 0.0388242412117754
"57" "Eubacterium_ramulus_59802" 0.646288209606987 0.000255734989379864 0.000645709018600383 0.0084859229088888
"58" "Phascolarctobacterium_sp_59817" 0.637554585152838 0.00580994058449095 0.0128856026603777 0.290093273260779
"59" "Dorea_longicatena_59913" 0.633187772925764 0.00024395223895881 0.000583428786585157 0.00703809219937729
"60" "Eubacterium_siraeum_57634" 0.62882096069869 0.000527786639676326 0.00657554869597341 0.1690950982747
"61" "Parabacteroides_johnsonii_55217" 0.62882096069869 0.000540749868789771 0.00305655729766293 0.0528054944714417
"62" "Bacteroides_eggerthii_54457" 0.624454148471616 0.000418672139893537 0.0114906843710112 0.212322021161954
"63" "Bacteroides_cellulosilyticus_58046" 0.606986899563319 0.00419572015300266 0.0195948695755083 0.205094975360828
"64" "Bacteroidales_bacterium_58650" 0.602620087336245 0.00662313614425705 0.0107983183968871 0.173179363577519
"65" "Coprococcus_catus_62200" 0.602620087336245 0.000133334277784956 0.000372059568837039 0.00438829530119666
"66" "Ruminococcus_bromii_62047" 0.593886462882096 0.00798130655117307 0.0158795172264908 0.16749281102423
"67" "Bacteroides_fragilis_54507" 0.589519650655022 0.00375894052836999 0.0165275209272292 0.272358691561123
"68" "Bacteroides_intestinalis_61596" 0.589519650655022 0.00101973894983285 0.00556000949236304 0.0850708244680429
"69" "Eubacterium_ventriosum_61474" 0.589519650655022 0.00102801236075991 0.00186991570783895 0.0193526605246427
"70" "Akkermansia_muciniphila_55290" 0.580786026200873 0.00256443948360739 0.0143960877592902 0.306731271913357
"71" "Dialister_invisus_61905" 0.558951965065502 0.00932588112255847 0.0179234075157323 0.155922019886713
"72" "Bifidobacterium_adolescentis_56815" 0.541484716157205 0.000773352850756627 0.00465515145362873 0.133807868260926
"73" "Bacteroides_massiliensis_44749" 0.524017467248908 0.0174251349207795 0.0501526499935814 0.347490224288372
"74" "Alistipes_indistinctus_62207" 0.51528384279476 0.000639467337413409 0.00213235574691885 0.0192816611953403
"75" "Barnesiella_intestinihominis_62208" 0.493449781659389 0.0178305409641253 0.0220312144343098 0.117103167968654
"76" "Butyricimonas_virosa_58742" 0.493449781659389 0.00155237700892901 0.00342829833087662 0.0284908752205584
"77" "Bacteroides_clarus_62282" 0.445414847161572 0.000248171959661181 0.00201697198503908 0.107660890359721
"78" "Ruminococcus_lactaris_55568" 0.427947598253275 0.000569597179038537 0.00167131408979602 0.0101327958950455
"79" "Alistipes_sp_59510" 0.414847161572052 0.00201101426708226 0.00375812630507689 0.0543045560318754
"80" "Alistipes_sp_58363" 0.406113537117904 0.000105514258923246 0.000674185973346522 0.0167789339619183
"81" "Sutterella_wadsworthensis_56828" 0.344978165938865 0.00388352387298947 0.0104696472868359 0.136647340070088
"82" "Prevotella_copri_61740" 0.34061135371179 0.00102930406377009 0.0985391184599377 0.75612500481452
"83" "Coprococcus_sp_62244" 0.296943231441048 0.00173964076819342 0.00374851373961955 0.0391855499222818
"84" "Ruminococcus_callidus_61479" 0.292576419213974 0.000328510050975847 0.00072769958351048 0.0048732335878846
"85" "Bacteroides_nordii_55557" 0.283842794759825 0.00053250754467108 0.00246794303635227 0.0267013256279512
"86" "Bifidobacterium_pseudocatenulatum_57754" 0.283842794759825 0.000196053532095405 0.000786858904978629 0.00954272603626
"87" "Paraprevotella_clara_33712" 0.262008733624454 0.00550548939946955 0.0153912164609279 0.118320809014062
"88" "Clostridium_symbiosum_54029" 0.253275109170306 0.000108141749266452 0.000426228720979058 0.0132928818383879
"89" "Coprobacter_fastidiosus_56550" 0.248908296943231 0.00218540742561439 0.0050690609054509 0.0390555585734507
"90" "Parabacteroides_goldsteinii_56831" 0.240174672489083 0.000319930852512098 0.00228926086414272 0.0177593109259101
"91" "Bacteroides_plebeius_61623" 0.222707423580786 0.00167248223910303 0.0568411708795978 0.604590295926852
"92" "Bifidobacterium_bifidum_55065" 0.222707423580786 0.000302481676719843 0.000889301243223687 0.00575343454112308
"93" "Sutterella_wadsworthensis_62218" 0.209606986899563 0.00315120186276147 0.00885549373378588 0.0754999901044756
"94" "Paraprevotella_xylaniphila_62280" 0.205240174672489 0.00245833070961386 0.00444611687566927 0.0357633828903722
"95" "Eubacterium_biforme_61684" 0.174672489082969 0.000138438167700431 0.000709292563822992 0.00470980102333995
"96" "Oxalobacter_formigenes_61802" 0.165938864628821 0.000194495053047698 0.000575207170227785 0.00296167026057637
"97" "Clostridium_sp_61482" 0.157205240174672 0.00132250279480392 0.00549871350119638 0.0732339967629866
"98" "Alistipes_sp_60764" 0.152838427947598 0.00213971818894585 0.0244786777505003 0.274486658583044
"99" "Clostridium_nexile_61654" 0.152838427947598 0.000194577293779553 0.00624560001956205 0.142457926237295
"100" "Coprobacter_sp_60889" 0.148471615720524 0.000653954566094436 0.00129887743271381 0.0079205549648059
"101" "Bacteroides_coprocola_61586" 0.14410480349345 0.0104678024382401 0.0499509646095935 0.299825080169015
"102" "Acidaminococcus_intestini_54097" 0.126637554585153 0.00242335240956539 0.00799328680452494 0.0676724652459309
"103" "Collinsella_intestinalis_61689" 0.104803493449782 0.000133605315987453 0.000656491355261535 0.00447875473678452
"104" "Coprococcus_eutactus_61480" 0.0960698689956332 0.000269530113009563 0.00467647845711939 0.0776304398420708
"105" "Desulfovibrio_piger_61475" 0.0873362445414847 0.000459793102748814 0.0008866587583122 0.00431708834136492
"106" "Butyrivibrio_crossotus_61674" 0.0829694323144105 0.0115362964942164 0.0481003602977686 0.309650768138128
"107" "Catenibacterium_mitsuokai_61547" 0.0829694323144105 0.000216726569153121 0.00103840171045932 0.0126531717020989
"108" "Lachnospiraceae_bacterium_56275" 0.0829694323144105 0.000327628464409611 0.000434612466825777 0.00171627895941336
"109" "Blautia_hansenii_56031" 0.074235807860262 0.000100310663026094 0.000600299365142142 0.00508573556210081
"110" "Bacteroides_faecichinchillae_59709" 0.0698689956331878 0.000195893497062784 0.000618264426678167 0.00392372136189172
"111" "Phascolarctobacterium_succinatutens_59819" 0.0655021834061135 0.000808074336929021 0.00344062952044939 0.0269239053288314
"112" "Phascolarctobacterium_succinatutens_61948" 0.0655021834061135 0.0020171092966243 0.00691996901272211 0.0489224719272791
"113" "Dialister_succinatiphilus_62213" 0.0567685589519651 0.000344070605091912 0.00734893758557476 0.0769726442890565
"114" "Eubacterium_cylindroides_56237" 0.0567685589519651 0.000314076733519715 0.000446188539002676 0.00198768452522071
"115" "Bacteroides_stercorirosoris_59710" 0.0524017467248908 0.000207798017410242 0.000827012312510286 0.00352287011611636
"116" "Klebsiella_pneumoniae_57337" 0.0524017467248908 0.000114574868217857 0.000140085911242997 0.000378599745730905
"117" "Megasphaera_sp_59658" 0.0524017467248908 0.00041444688874757 0.00143330120483281 0.00825852692620577
"118" "Porphyromonadaceae_bacterium_52280" 0.0524017467248908 0.000697673634955067 0.00109059579865287 0.00351836671241757
