site_id XBA XBB
219723 0 0.971
219958 1 0.1
219973 1 0
220005 1 0
220655 0.188 0.935
258204 1 0.171
258205 1 0.167
265618 1 0.176
265693 1 0.0645
265769 1 0.0444
266444 1 0.194
266606 1 0
273076 1 0.182
273166 1 0
276272 0.182 0.828
276275 0.167 0.853
276743 1 0.182
277612 0.9565 0.115
283072 1 0.182
283075 1 0.167
283084 1 0.167
283085 1 0.176
283086 1 0.167
283087 1 0.176
284188 1 0
284434 1 0
284435 1 0
284697 1 0
284798 1 0.146
285231 1 0.033
285236 1 0
285392 1 0.0526
285550 1 0.148
285599 1 0
286287 1 0
288919 1 0
289953 1 0
290888 1 0
291440 1 0
291659 0.952 0
292353 1 0
292418 1 0
292464 1 0
295619 1 0.158
299554 0.0769 0.838
299624 1 0.0303
300257 1 0.0571
300915 1 0.115
301003 1 0.069
301254 1 0.121
301521 1 0.0769
301522 1 0.075
301527 1 0.0698
301547 1 0.0682
301624 0.903 0.175
301681 1 0.171
301762 1 0
301792 0.957 0
301974 0.941 0.143
302085 1 0.111
302141 1 0
302184 1 0
302595 1 0
303019 1 0.0741
303022 1 0.0769
303023 1 0.069
303177 1 0.0889
307882 1 0.12
307925 1 0.0667
308852 1 0.167
308896 1 0.138
310052 1 0.188
317483 1 0.0385
319299 1 0.13
319303 1 0.192
320537 1 0.146
320983 1 0.108
321055 1 0.111
321826 1 0
322748 1 0.0455
322755 1 0.0455
324266 0.938 0.0667
325130 1 0.0909
325403 1 0.0909
325436 1 0.075
325622 1 0.172
327665 1 0.0952
331235 1 0.156
331245 1 0.182
331273 1 0
331288 1 0
331347 1 0.087
332251 0 0.96
332255 0 0.963
332287 1 0
332408 1 0.154
332457 0 1
333409 0 1
333557 0 0.923
333573 0 0.9565
333997 0 0.955
334003 0 0.9762
334012 0 0.953
334063 0 0.938
334066 0 0.941
334147 0 0.952
334714 0 0.973
334716 0 0.973
334781 0 0.972
334833 0 0.973
335103 0 1
335157 0 1
337332 1 0
337335 1 0
337728 0 1
337731 1 0
337944 0 1
338056 0 1
338174 0 0.889
338370 0 0.95
338544 0 1
338762 0 1
338801 0 1
338822 0 1
338829 0 1
338925 0 1
339200 0.143 1
341505 0.0833 0.812
341517 0.0833 0.885
346208 1 0
348617 0.938 0
350524 1 0
371672 1 0
371735 1 0
371762 1 0
372327 0 1
372457 0 1
372508 0 1
372683 0 1
372829 0 1
373219 0 1
373576 1 0
373582 1 0
373630 0.9 0
373691 1 0
373702 0 1
373938 1 0.0455
374784 0 1
375110 0 1
375563 0 1
375573 0 1
375747 0 1
375986 1 0
376010 0 1
376029 0 1
376069 0 1
376306 0 1
376407 0 1
376482 0 1
376576 0 1
376990 0.875 0
376993 1 0
377133 0 1
377185 1 0
377355 1 0
377580 1 0
377928 1 0
378054 1 0
378093 1 0
378401 1 0
378455 1 0
378675 1 0
378840 0 1
378841 0 1
379099 0 1
379926 1 0
379937 1 0
380160 1 0
380161 1 0
380456 1 0
380480 1 0
380591 1 0
380688 1 0
381003 0.176 1
381376 1 0
381575 1 0
381604 1 0
382511 1 0
383099 1 0
383281 0.909 0
383704 0.84 0.0833
383816 0.875 0.069
383819 1 0.0741
384041 0.941 0.0526
384434 0.875 0.05
384458 0.833 0.136
384476 0.857 0.103
384904 0.846 0.0323
384946 1 0.0222
385204 1 0.125
385981 1 0
385982 1 0
386278 1 0.158
386279 1 0.167
386291 1 0.0556
386546 1 0.158
386634 0.857 0
387650 1 0
394675 0.857 0.172
394682 0.833 0.172
402403 1 0.0303
404387 1 0
404444 1 0
404648 1 0
404651 1 0
404660 1 0
404684 1 0
404696 1 0
404738 1 0
404807 1 0
404822 1 0
404996 1 0
405001 1 0
405002 1 0
405029 1 0
405494 1 0
405550 0.889 0.0938
405608 1 0
405877 0.2 0.9487
405881 0.167 0.9524
406075 1 0.194
406500 0.2 0.818
407484 0.0769 1
407584 1 0
407882 1 0.0570000000000001
408140 0.15 1
408476 1 0
408800 1 0
408825 0 1
412051 1 0
412516 1 0
412519 1 0
412765 1 0
413386 1 0
413485 1 0
417910 1 0
417911 1 0
422300 0.889 0
423123 0.857 0
426057 1 0
426081 1 0
426336 0.957 0
426672 1 0
426852 1 0
426870 1 0
426933 1 0
429270 1 0
429402 1 0
429759 1 0
429831 1 0
430409 1 0
430424 1 0
430463 1 0
430498 1 0
430929 1 0
431237 1 0
431262 1 0
431283 1 0
431338 1 0
431391 1 0
431673 1 0
432356 1 0
432357 1 0
432972 1 0
432975 1 0.0606
435735 1 0
437318 0.143 0.875
438272 1 0.0238
438517 1 0.0333
438524 1 0.025
450708 1 0.0952
450831 1 0
450840 1 0
450846 1 0
450849 1 0
450850 1 0
450852 1 0
451659 1 0
451713 0.857 0
451740 0.833 0
455622 1 0
455738 1 0
455999 1 0
456047 1 0
458397 1 0
458446 1 0
458486 1 0
458500 1 0
458516 1 0
458757 0.818 0
458772 0.909 0
458775 0.909 0
459177 0.9 0
459180 0.9 0
459189 0.864 0
459191 0.875 0
459200 0.947 0
459219 0.941 0
459244 0.923 0.0571
459256 1 0.0345
459294 1 0.118
459324 1 0.0909
459395 1 0.0541
459462 1 0.0541
459519 1 0.0513
459585 1 0
459594 1 0
460248 1 0.0222
511488 0.133 0.95
511880 1 0
511898 1 0
511916 1 0
511934 1 0
511940 1 0
512198 0.0620000000000001 1
512279 1 0
512372 1 0
516529 1 0
518561 1 0
518582 1 0
518696 1 0
518798 1 0
519458 1 0
519750 1 0
520160 1 0
521258 1 0
521520 1 0
521740 1 0
521777 1 0
522016 1 0
522394 1 0.079
522867 1 0
523102 1 0
524807 0.9 0.029
524808 0.167 0.967
525072 1 0.0620000000000001
525102 1 0.07
525114 1 0.091
525162 1 0.1
525180 1 0.108
525189 1 0.111
525237 1 0.121
525243 1 0.129
525301 1 0.167
525456 1 0
525483 1 0
525487 1 0
525524 1 0
525542 1 0
525553 1 0
525563 1 0.136
525564 1 0.143
525565 1 0.0526
525566 1 0.08
525568 1 0.143
525768 1 0.0625
525780 1 0
525827 1 0
525894 1 0
526074 1 0
526118 1 0
526338 1 0
526656 1 0.08
526664 1 0.0833
526815 1 0
526870 0.857 0
527343 0.154 1
527405 1 0
527414 1 0
527483 1 0
527816 1 0.12
527983 1 0
528000 1 0
528087 0.909 0
528264 1 0
528315 0.143 1
528402 1 0
528426 1 0
528516 1 0
528666 1 0
528783 1 0
528792 1 0
528793 0.941 0
528795 0.944 0
529450 1 0
529465 1 0
529515 1 0
529534 1 0
529600 1 0
529619 1 0
529621 1 0
529624 1 0
529627 1 0
529657 1 0
529684 1 0
529753 1 0
529777 1 0
529795 1 0
529825 1 0
529828 1 0
529837 1 0
529952 1 0
529966 1 0
529967 1 0
530062 1 0
530080 1 0
531405 0.167 1
531521 1 0
531545 1 0
531617 1 0
531647 1 0
531701 1 0
532211 1 0
532235 1 0
532238 1 0
532256 1 0
533363 1 0
533395 1 0
533396 1 0
533398 1 0
535752 0.857 0
535776 1 0
535782 1 0
535848 1 0
535851 1 0
535941 1 0
536166 1 0
536217 1 0
536391 1 0
536442 1 0
536700 1 0.023
536892 1 0
536898 1 0
537084 1 0.0588
537291 1 0
537306 1 0
537663 1 0
537786 1 0
537834 1 0
537852 1 0
538177 0.833 0
538290 1 0.023
538393 1 0
538428 1 0
538443 1 0
538542 1 0.125
538960 1 0.0513
540479 0.917 0
541349 1 0.0909
542617 1 0
542663 1 0.185
542669 1 0
542684 1 0
542753 1 0
542885 1 0
542909 1 0
542925 1 0
542957 1 0
543319 1 0
543323 1 0
543422 1 0
543441 1 0
543450 1 0
543518 1 0
544352 1 0.2
545365 1 0.069
545493 1 0.0833
546221 0.192 0.852
546822 0.091 1
548685 1 0
549614 1 0.129
550142 1 0.0714
550148 1 0.037
550154 1 0.0645
550167 1 0.111
550936 1 0.0698
551177 1 0.121
551183 1 0.105
551195 1 0.111
551226 1 0.0833
551355 1 0
551559 1 0
551622 1 0
551649 1 0
551652 1 0
551685 1 0
551863 1 0
551867 1 0
551982 0.182 1
552241 1 0
552284 1 0.0625
552678 1 0.114
553297 1 0.037
553948 1 0.0233
554103 1 0
554580 1 0.167
555447 1 0
555570 1 0.143
555612 1 0
555677 1 0
555847 1 0
555849 1 0
555912 1 0
556078 1 0
557566 1 0
557894 1 0.125
558037 1 0
558049 1 0
558051 1 0
558062 1 0
558084 1 0
558464 1 0
558602 1 0.0435
558634 1 0
558674 1 0
558699 1 0
558824 1 0
559051 1 0
559062 1 0
559065 1 0
559130 1 0
559832 0.167 0.893
562093 0.115 0.9231
564123 0.182 0.962
593479 0 0.895
631069 1 0
636667 1 0.176
636768 1 0
636804 1 0
636845 1 0
636862 1 0
636864 1 0
636954 1 0
636974 1 0
636976 1 0
636988 1 0
637113 1 0
637126 1 0
637234 1 0
637271 0.867 0
637287 1 0
637344 1 0
643006 0.125 0.85
643209 1 0
643290 1 0
643449 1 0
643452 1 0
643512 1 0.04
643521 0.889 0.048
643540 0.9 0
643567 1 0.032
643580 1 0.031
643607 1 0.143
643689 1 0.071
644978 1 0.139
646207 1 0.088
646636 1 0
647344 1 0
647365 1 0
647371 1 0
647454 1 0.133
647464 1 0
647487 1 0
647575 1 0
647590 0.92 0
647595 0.846 0
647598 0.846 0
647872 1 0
647894 1 0.0649999999999999
648048 1 0
648089 1 0
648204 1 0
648241 1 0
648407 1 0
648425 1 0
648481 0.2 1
648650 0.929 0
648653 1 0
648756 1 0.167
648961 0.154 0.913
648976 0.188 0.9615
648977 0.15 0.9615
649003 0.2 0.9412
649132 1 0.122
649153 0.909 0.135
649183 1 0.119
649261 0.9412 0
649502 1 0
649595 1 0.0294
649613 1 0.0476
649853 1 0
649854 1 0
649856 1 0
649858 1 0
649859 1 0
649862 1 0
649865 1 0
650036 1 0
650178 1 0.0588
650242 1 0
650355 1 0.14
650402 1 0
650456 1 0.0714
650686 1 0
650800 0.9 0.0465
651009 1 0
651259 1 0
651262 0.964 0
651497 1 0
651501 1 0
651502 1 0
651566 1 0
651578 1 0
651580 1 0
651833 1 0
652178 1 0
652932 1 0.0333
654089 0.909 0
654114 0.857 0
654136 1 0
654148 1 0
654376 1 0
654382 1 0
654580 1 0
654822 1 0
655069 1 0
655139 0.917 0
655159 1 0
655229 0.818 0
655268 0.9 0
655882 1 0
656320 1 0
656347 1 0
656362 1 0
656363 1 0
656382 1 0
656399 1 0
656507 1 0
656525 1 0
658253 0.2 1
658255 0.2 1
658260 0.2 1
658397 0.133 1
660763 1 0
660799 1 0
660808 1 0
660814 1 0
660816 1 0
660823 1 0.0667
661101 0.923 0.19
661352 1 0
663259 1 0.189
663318 1 0.0303
664973 1 0
665231 1 0
666575 1 0
666962 1 0
670350 1 0
670452 1 0
670473 1 0
670479 1 0
670811 1 0
670814 1 0
670819 1 0
684312 1 0
685107 1 0
686192 0.167 1
687323 1 0
688928 0 1
689074 0 1
689272 1 0
689317 0 1
689757 0 1
689889 0 1
690409 1 0
690557 1 0
690565 0 1
691424 0 1
691474 0 1
691660 0 1
691783 1 0
692074 1 0
692077 1 0
692196 0 1
692621 1 0
693099 0 1
693185 0 1
693248 0 1
693578 0 1
693623 0 1
693677 0 1
693779 0 1
693937 0 1
694225 1 0
694234 0 1
694257 0 1
694418 0 1
694478 0 1
694954 0 1
695079 0 1
695106 0 1
695115 0 1
695118 1 0
695145 0 1
695157 0 1
695176 0 1
695632 0 1
695764 0 1
696499 0 1
696553 0 1
696643 0 1
696650 0 1
696709 0 1
696874 0 1
696884 0 1
696889 0 1
696892 0 1
696910 0 1
696919 0 1
696925 0 1
696981 0 1
696984 0 1
696991 0 1
697000 0 1
697051 0 1
697057 0 1
697230 0 0.833
698157 0 1
698178 0 1
698184 0 1
698230 0 1
698267 0 0.867
698414 0 0.913
698443 0 0.931
698505 1 0.037
698513 1 0.0476
698514 1 0.0476
698653 0 0.917
698662 0 0.917
698666 0 0.917
698668 0 0.917
698686 1 0.0833
698689 0 0.917
698693 0 0.917
708067 1 0
708068 0 1
708104 1 0
708224 0 1
708391 0 1
708422 0 1
708428 0.118 1
708476 0 1
708700 1 0
708955 1 0
708986 1 0
708990 0 1
708992 1 0
708995 0 1
709005 0 1
709009 0 1
709010 0 1
709014 0 1
709019 0 1
709763 0 1
709797 1 0
709823 1 0
709826 1 0
710152 1 0
710153 1 0
710160 1 0
710183 1 0
713091 0 1
713128 0 1
713137 0 1
713274 0 0.905
713291 0 0.85
713338 0 0.914
713363 0 0.906
713679 0 0.919
713680 0 1
713682 0 1
713697 0 1
713747 0 1
713878 1 0
713883 0 1
713905 0 1
713922 1 0
713977 0 1
714011 1 0
714160 1 0
714163 1 0
714166 1 0
714172 1 0
714175 1 0
714929 0 0.939
714930 0 0.9355
714934 0 0.9429
714997 1 0.116
714999 1 0.135
715201 1 0.0833
715399 1 0.053
715426 1 0
715570 1 0
715586 0 1
715588 0 1
716610 1 0.0741
716810 1 0.0667
716861 1 0.111
716925 1 0.0476
716980 1 0.107
717030 1 0.0952
717058 1 0.093
717221 0 0.926
718872 0 0.87
719070 0 0.909
719593 0 0.812
720143 0 0.882
720172 0 0.889
720200 0 0.889
720321 0 0.9767
720534 0 0.875
720722 0 1
720775 0 1
720809 0 1
720973 0 0.923
721146 0 1
721163 0 0.812
721505 0 0.9394
721508 0 0.946
721562 0 0.951
721571 0 0.9737
721572 0 0.947
721579 0 0.943
721919 0 0.889
721934 0 0.9444
722006 0 0.929
722330 1 0.182
722399 1 0.162
722510 1 0.158
722532 1 0.125
722534 1 0.121
722539 1 0.129
722553 0 0.892
722557 1 0.118
722623 1 0.125
722640 1 0.121
722724 1 0.129
722749 0 0.846
722787 1 0
723376 1 0
723392 0 1
723657 1 0
723864 0 0.875
724062 0 0.972
724722 1 0
724776 0 1
724857 0 1
724995 0 0.875
724998 0 0.867
725225 0 0.971
725477 0 0.92
725702 0 0.943
725719 0 0.841
726088 0 0.815
726419 0 0.938
728270 1 0
728741 0 1
728891 0 1
729836 0 1
730049 0.095 1
730124 0 1
730165 1 0
730187 0 1
730370 0 1
730427 0 1
730560 0 1
730706 0 1
730949 0 1
731060 0 1
731166 0 1
731171 0 1
731195 0 1
731242 0 1
731304 0 1
731393 0 1
731395 0 1
731407 0 1
731486 0 1
731597 0 1
731737 0 0.964
731779 0 0.972
732139 0 1
732256 0 1
732337 0 1
732714 0.148 1
732846 0 1
732979 1 0
733053 0 1
733132 1 0
733528 0 1
733529 0 1
733530 0 1
733533 0 1
733534 0 1
733572 0 1
733943 0 1
734139 0.889 0
734163 1 0
734174 1 0
734192 1 0
734408 0 1
734522 1 0
734549 1 0
734835 1 0
734883 1 0
734904 1 0
734905 1 0
734913 1 0
735003 1 0
735363 1 0
735474 1 0
735501 0 1
735513 0 1
735608 1 0
735663 0 1
735924 0 1
736565 0 1
736672 0 1
736958 0 1
736992 0 1
737052 0 1
737091 0 1
737166 0 1
737208 0 1
737241 0.0833 1
737244 1 0
737248 0 1
737259 0 1
737317 0 1
737334 0 1
737370 0 1
737396 0 1
737418 0 1
737424 0 1
737566 0 1
737653 0 1
737677 0 1
740679 1 0
740680 1 0
740690 1 0
740691 1 0
740692 1 0
740693 1 0
740711 1 0
740743 1 0
770764 1 0.05
783437 0.857 0
784101 1 0
784174 1 0.0435
784429 1 0
784504 1 0
785395 1 0
785419 1 0.0465
785863 1 0.189
786049 1 0.0769
786786 1 0
787210 1 0
787231 1 0.0256
787267 1 0.0244
787573 1 0.118
787906 1 0.125
788179 1 0
788195 1 0
788271 1 0
788302 1 0
788509 1 0
788537 1 0
788756 1 0
788767 1 0
790204 1 0
790390 1 0.186
790393 1 0.103
790469 0.941 0.0952
790502 1 0
792859 1 0
793394 1 0
793730 1 0.0526
793736 0.9 0
793773 0.833 0
795027 0.923 0.148
795051 0.909 0.129
795275 1 0.0976
795576 1 0.0333
795636 0.909 0.0455
795672 1 0.0769
795684 1 0
795814 1 0
795972 0.917 0
796026 1 0
796128 1 0
796132 0.923 0
796135 0.917 0
796155 1 0
796656 1 0
816414 1 0.0476
816450 1 0.0556
816678 1 0
817377 0.875 0.13
817461 1 0.125
817904 1 0.0938
818549 1 0
818663 0.857 0
819144 1 0.167
819372 1 0
819793 1 0
819828 1 0
820564 1 0.0714
820574 1 0
822389 1 0.125
823535 1 0
824223 1 0
824523 1 0
825144 1 0
825168 1 0
825207 1 0
825210 1 0
825417 1 0
827366 1 0
827649 1 0
827725 1 0
827796 1 0
831314 1 0
831586 1 0
831601 1 0
831604 1 0
831613 1 0
831691 1 0
831721 1 0
831798 1 0
831834 1 0.0606
831862 1 0.0952
831935 1 0
831994 1 0
832159 1 0
832435 0 1
832456 1 0
832597 1 0
832633 1 0
832758 1 0.111
832759 1 0.114
832906 1 0
833035 1 0.154
833116 1 0
833743 1 0
833744 1 0
833982 0 0.867
833993 1 0
834492 1 0.093
834724 1 0
834789 1 0
835329 1 0
835481 1 0.091
836057 1 0.0333
836848 1 0
837257 1 0
837777 0 0.857
837791 1 0
837831 1 0
838503 0 1
839576 1 0
839599 0 1
839834 1 0
842173 1 0
842924 1 0
843865 1 0
845424 1 0
845640 0.857 0
846072 1 0.194
846075 1 0.189
846525 1 0
846760 1 0
847460 1 0
848123 0 0.932
848587 0 1
848675 0 1
848677 0 1
849606 1 0
849967 1 0
852962 1 0
853979 0.148 1
854111 0.154 0.853
854174 0.143 0.882
855554 1 0
856027 0.917 0
863697 0 1
864213 0 1
864435 0 1
864436 0 1
864437 0 1
864756 1 0
864990 0 1
865047 1 0
865092 1 0
865134 1 0
865296 1 0
865349 1 0
865376 1 0
865422 1 0
865473 0 1
865489 1 0
865896 0 1
866193 0 1
866421 0 1
866511 0 1
867117 1 0
867360 0 1
867504 0.875 0
868077 1 0
868263 1 0
868615 1 0
868634 1 0
868639 1 0
868679 1 0
868682 1 0
868877 1 0
868903 1 0
870326 1 0.0303
870330 1 0.0303
870458 1 0
872783 1 0
873334 1 0
873398 0.824 0
873556 1 0
873651 1 0
873884 1 0
873906 0.947 0
874022 1 0
874235 1 0
874250 1 0
874727 1 0
875318 1 0
875989 0.917 0.0465
876868 0.85 0
883346 0.172 1
883577 1 0
883925 1 0
886010 1 0
886220 1 0
886388 1 0
886749 1 0
886911 1 0
886917 1 0
886929 1 0
886938 1 0
886944 1 0
886947 1 0
886996 1 0.105
887035 1 0.05
887208 1 0.125
887253 1 0.05
887364 0.944 0
887436 1 0.05
887583 1 0.0833
887664 1 0
887847 1 0.069
887865 1 0.133
890030 1 0
890031 1 0
890268 1 0
890343 1 0
890367 1 0
890384 1 0
890419 1 0
890495 1 0.04
890767 1 0.143
890854 1 0.135
890902 1 0.156
891159 1 0
891160 1 0
891161 1 0
891358 1 0
891372 1 0.0833
891373 1 0.0833
891608 1 0.194
891885 1 0.125
892688 1 0
892691 1 0
892694 1 0
892696 1 0.0455
892700 1 0.0476
892703 1 0
892709 1 0.0417
892715 1 0.05
892730 1 0.04
892801 1 0.135
893177 1 0
893422 1 0.0345
893428 1 0.0357
893452 1 0
893461 1 0.0312
893478 1 0.0312
893500 1 0.0312
893543 1 0
894037 1 0
895056 1 0.174
895152 0 0.824
895269 1 0.105
895372 0 1
895442 1 0
895473 1 0.0541
895480 1 0.08
895494 1 0.121
895497 1 0.0909
895776 1 0.194
895791 1 0.139
895794 1 0.114
895806 1 0.0625
896376 1 0.0444
896400 1 0.122
896456 1 0.176
896523 1 0.185
896538 1 0.111
896550 1 0.0833
896558 1 0.08
896581 1 0.105
896582 1 0.0952
896861 1 0
896937 1 0
896989 1 0.069
897122 1 0.0333
897181 1 0
897248 1 0.1
897392 1 0
897398 1 0
897419 1 0
897448 1 0
897518 1 0.105
898170 1 0.0952
898321 1 0.176
898692 1 0.188
898696 0.143 0.824
899087 1 0.0526
899526 1 0.118
901674 1 0
901890 1 0.0645
902001 0.188 0.875
902036 1 0.118
902038 1 0.118
902053 0.125 0.867
902056 0.133 0.867
920494 1 0.133
920617 1 0
920620 1 0
923560 1 0.133
924154 1 0
924178 1 0.05
925204 1 0.182
925251 1 0.176
925253 1 0.188
925395 1 0.2
925626 1 0.136
925947 1 0
926242 1 0
926635 1 0.133
926703 1 0.0857
926951 1 0.069
927178 0.0769 1
927505 1 0
927568 1 0
927756 0.182 0.926
927839 0.167 1
927853 0.143 1
927868 0.111 1
927956 1 0.167
928327 1 0
928332 0.04 1
928399 1 0
928511 0.167 1
928657 1 0
928683 1 0
928692 1 0
928790 1 0.0909
930496 1 0.111
930538 1 0.15
930574 0.118 0.92
930703 0.2 1
930934 1 0
931128 1 0
931132 1 0
931174 1 0
931213 1 0.188
931402 1 0
931408 0.1 1
931628 1 0.0556
931868 1 0.146
932075 1 0
932097 1 0
932548 1 0
932572 1 0
932659 1 0
932758 1 0
933199 1 0
933208 0.111 1
933558 1 0.089
933873 1 0.111
933897 1 0.133
933954 1 0.148
934053 1 0.136
934062 1 0
934083 1 0
934131 1 0.071
934158 1 0.091
934227 1 0.0590000000000001
934284 1 0
934764 1 0
935656 0.143 1
935795 1 0
937987 1 0
938343 0.2 0.9524
938472 1 0.0667
942589 1 0.0625
973040 1 0
980818 1 0.125
982618 1 0
982619 1 0
982620 1 0
997192 1 0.154
998718 1 0.0909
1002132 1 0
1094129 1 0.136
1094690 1 0.0769
1094693 1 0.188
1095271 0 0.857
1095616 1 0.2
1095619 1 0.2
1095712 1 0
1095715 1 0
1095724 1 0.133
1095730 1 0.143
1095736 1 0.0606
1095790 1 0.143
1095835 1 0.139
1095841 1 0.114
1095844 1 0.143
1095865 1 0.172
1095869 1 0.172
1095877 1 0.143
1097103 1 0.146
1098374 1 0.15
1098401 1 0.087
1098407 1 0.08
1098431 1 0.103
1102281 1 0.0833
1102332 1 0.0588
1102338 1 0.111
1102380 1 0.154
1112589 1 0
1113883 1 0
1118122 1 0
1118203 1 0
1118324 1 0
1118371 1 0
1118372 1 0
1119984 1 0
1121392 1 0
1121445 1 0
1121472 1 0
1121495 1 0
1121547 1 0
1121786 1 0
1121789 1 0
1121798 1 0
1121873 1 0
1122510 0.833 0
1123404 1 0
1123935 0.833 0
1123999 1 0
1144488 1 0
1158106 1 0
1158667 0 1
1158778 0 1
1158828 0 1
1158954 0 1
1164749 1 0.19
1164764 1 0.13
1166681 1 0.1
1166684 1 0.105
1166808 1 0.19
1166837 1 0.125
1166854 1 0.133
1166855 1 0.154
1166882 1 0.133
1166888 1 0.0833
1183487 1 0
1183505 1 0
1183508 1 0
1183532 1 0
1183751 0.96 0
1183784 0.95 0
1183892 1 0
1183979 1 0
1184993 1 0
1185026 1 0
1185062 1 0
1185089 1 0
1185098 1 0
1185101 1 0
1185403 0.917 0
1185406 0.917 0
1185519 1 0
1185525 1 0
1185531 1 0
1185543 1 0
1185661 1 0
1185828 1 0
1185891 1 0
1185893 1 0
1185992 1 0
1186028 0.96 0
1186053 1 0
1186083 0.889 0
1186086 0.875 0
1186164 0.846 0
1186248 1 0
1186284 1 0
1186287 1 0
1186351 1 0
1186352 0.857 0
1186353 1 0
1186365 1 0
1186389 1 0
1186483 1 0
1186488 0.909 0
1186491 1 0
1186846 1 0
1186869 1 0
1186918 1 0
1187178 1 0
1187310 1 0
1187675 1 0
1187759 1 0
1188248 1 0
1188260 0.9375 0
1189082 1 0
1190116 1 0
1193117 1 0
1193276 1 0
1193759 0.174 1
1196403 0.111 1
1198627 1 0
1199021 1 0
1199113 0.125 1
1199226 1 0
1199486 1 0
1199559 1 0
1199791 1 0
1202873 1 0
1202966 1 0
1204101 1 0
1204419 1 0
1205817 1 0
1206044 1 0
1206946 1 0
1207150 0.154 1
1246977 1 0
1247004 1 0
1247156 1 0
1247187 1 0
1247529 1 0
1247847 1 0
1248190 1 0
1248673 1 0
1248701 1 0
1248757 1 0
1248760 1 0
1248856 1 0
1248882 1 0
1249084 1 0
1249150 1 0
1249230 1 0
1249343 1 0
1249486 1 0
1249490 1 0
1249701 1 0
1249781 1 0
1250171 1 0
1250954 1 0
1251041 1 0
1252319 1 0
1253902 1 0
1254079 1 0
1254520 1 0
1255684 0 1
1256060 1 0
1256240 1 0
