"subject" "species_id" "maxAbundance" "maxAbundanceMain"
"XBA" "Bacteroides_acidifaciens_59693" 0.00166653475801 0.00166653475801
"XBA" "Bacteroides_cellulosilyticus_58046" 0.218986133693 0.218986133693
"XBA" "Bacteroides_faecis_58503" 0.105326451232 0.105326451232
"XBA" "Bacteroides_finegoldii_57739" 0.0345826263509 0.0345826263509
"XBA" "Bacteroides_fragilis_54507" 0.00667605357583 0.00667605357583
"XBA" "Bacteroides_intestinalis_61596" 0.00839180352986 0.00839180352986
"XBA" "Bacteroides_ovatus_58035" 0.06177382434 0.06177382434
"XBA" "Bacteroides_rodentium_59708" 0.017865387871 0.017865387871
"XBA" "Bacteroides_uniformis_57318" 0.0818391850576 0.0818391850576
"XBA" "Bacteroides_vulgatus_57955" 0.264382803512 0.264382803512
"XBA" "Bacteroides_xylanisolvens_57185" 0.0151802220934 0.0151802220934
"XBA" "Bifidobacterium_longum_57796" 0.0776318412038 0.0776318412038
"XBA" "Bilophila_wadsworthia_57364" 0.0208848479293 0.0208848479293
"XBA" "Blautia_wexlerae_56130" 0.0184615562906 0.0184615562906
"XBA" "Clostridiales_bacterium_56470" 0.0159671726793 0.0159671726793
"XBA" "Clostridiales_bacterium_59664" 0.00144148641803 0.00144148641803
"XBA" "Clostridiales_bacterium_61057" 0.0128766527361 0.0128766527361
"XBA" "Clostridium_bolteae_57158" 0.00151965148895 0.00151965148895
"XBA" "Clostridium_scindens_58238" 0.0017237525861 0.0017237525861
"XBA" "Collinsella_aerofaciens_61484" 0.00265919632123 0.00265919632123
"XBA" "Collinsella_sp_62205" 0.00384286006565 0.00384286006565
"XBA" "Coprococcus_comes_61587" 0.00280288038827 0.00280288038827
"XBA" "Eubacterium_eligens_61678" 0.159395299277 0.159395299277
"XBA" "Eubacterium_rectale_56927" 0.0264942578974 0.0264942578974
"XBA" "Eubacterium_siraeum_57634" 0.134743552301 0.134743552301
"XBA" "Eubacterium_ventriosum_61474" 0.00785145344266 0.00785145344266
"XBA" "Faecalibacterium_cf_62236" 0.0133507389696 0.0133507389696
"XBA" "Faecalibacterium_prausnitzii_57453" 0.00228989086303 0.00228989086303
"XBA" "Faecalibacterium_prausnitzii_62201" 0.258995395602 0.258995395602
"XBA" "Guyana_massiliensis_60772" 0.015971697206 0.015971697206
"XBA" "Holdemania_filiformis_61753" 0.00198369472542 0.00198369472542
"XBA" "Oscillospiraceae_bacterium_54867" 0.007522916558 0.007522916558
"XBA" "Parabacteroides_distasonis_56985" 0.0305339979424 0.0305339979424
"XBA" "Parabacteroides_goldsteinii_56831" 0.00673434132802 0.00673434132802
"XBA" "Phascolarctobacterium_sp_59817" 0.03821260955 0.03821260955
"XBA" "Roseburia_hominis_61877" 0.0430242011127 0.0430242011127
"XBA" "Roseburia_inulinivorans_61943" 0.00951130552678 0.00951130552678
"XBA" "Ruminococcus_gnavus_57638" 0.0025562278548 0.0025562278548
"XBA" "Ruminococcus_lactaris_55568" 0.00786674886187 0.00786674886187
"XBA" "Ruminococcus_sp_55468" 0.00387384571537 0.00387384571537
"XBA" "Subdoligranulum_sp_62068" 0.00221167842739 0.00221167842739
"XCA" "Adlercreutzia_equolifaciens_60310" 0.0029171916799 0.0029171916799
"XCA" "Akkermansia_muciniphila_55290" 0.140848008459 0.140848008459
"XCA" "Alistipes_finegoldii_56071" 0.017020008844 0.017020008844
"XCA" "Alistipes_indistinctus_62207" 0.0122263208286 0.0122263208286
"XCA" "Alistipes_onderdonkii_55464" 0.0251744731384 0.0251744731384
"XCA" "Alistipes_putredinis_61533" 0.105046935747 0.105046935747
"XCA" "Alistipes_shahii_62199" 0.0746368989681 0.0746368989681
"XCA" "Anaerostipes_hadrus_55206" 0.0204160359258 0.0204160359258
"XCA" "Bacteroidales_bacterium_58650" 0.0615966294194 0.0615966294194
"XCA" "Bacteroides_caccae_53434" 0.0322272262039 0.0322272262039
"XCA" "Bacteroides_cellulosilyticus_58046" 0.00278417871701 0.00278417871701
"XCA" "Bacteroides_eggerthii_54457" 0.0150046070749 0.0150046070749
"XCA" "Bacteroides_faecis_58503" 0.00968364894591 0.00968364894591
"XCA" "Bacteroides_massiliensis_44749" 0.0162217988053 0.0162217988053
"XCA" "Bacteroides_ovatus_58035" 0.0125497034778 0.0125497034778
"XCA" "Bacteroides_plebeius_61623" 0.253746914126 0.253746914126
"XCA" "Bacteroides_rodentium_59708" 0.0169833157642 0.0169833157642
"XCA" "Bacteroides_salyersiae_54873" 0.0600677294084 0.0600677294084
"XCA" "Bacteroides_stercoris_56735" 0.0467838795728 0.0467838795728
"XCA" "Bacteroides_uniformis_57318" 0.073686818352 0.073686818352
"XCA" "Bacteroides_vulgatus_57955" 0.119023807361 0.119023807361
"XCA" "Bacteroides_xylanisolvens_57185" 0.00193278678894 0.00193278678894
"XCA" "Bifidobacterium_longum_57796" 0.0552956106849 0.0552956106849
"XCA" "Bifidobacterium_pseudocatenulatum_57754" 0.00598587289113 0.00598587289113
"XCA" "Bilophila_wadsworthia_57364" 0.00274871098325 0.00274871098325
"XCA" "Blautia_wexlerae_56130" 0.0169268343788 0.0169268343788
"XCA" "Burkholderiales_bacterium_56577" 0.0042160616132 0.0042160616132
"XCA" "Butyricimonas_virosa_58742" 0.00440390646149 0.00440390646149
"XCA" "Butyrivibrio_crossotus_61674" 0.0776540708574 0.0776540708574
"XCA" "Clostridiales_bacterium_61057" 0.00382540278655 0.00382540278655
"XCA" "Clostridium_sp_61482" 0.00162100627757 0.00162100627757
"XCA" "Collinsella_aerofaciens_61484" 0.00139082266837 0.00139082266837
"XCA" "Collinsella_sp_62205" 0.00161859055694 0.00161859055694
"XCA" "Coprococcus_catus_62200" 0.00164840827125 0.00164840827125
"XCA" "Coprococcus_comes_61587" 0.0028054098029 0.0028054098029
"XCA" "Coprococcus_sp_62244" 0.035984193673 0.035984193673
"XCA" "Dialister_invisus_61905" 0.0151883492138 0.0151883492138
"XCA" "Dorea_formicigenerans_56346" 0.00271510992373 0.00271510992373
"XCA" "Dorea_longicatena_61473" 0.011988249782 0.011988249782
"XCA" "Escherichia_coli_58110" 0.253801745528 0.253801745528
"XCA" "Eubacterium_eligens_61678" 0.0447600234194 0.0447600234194
"XCA" "Eubacterium_hallii_61477" 0.0117974668552 0.0117974668552
"XCA" "Eubacterium_rectale_56927" 0.0553011082832 0.0553011082832
"XCA" "Eubacterium_siraeum_57634" 0.170552996163 0.170552996163
"XCA" "Eubacterium_ventriosum_61474" 0.00236080732626 0.00236080732626
"XCA" "Faecalibacterium_cf_62236" 0.0540363674099 0.0540363674099
"XCA" "Faecalibacterium_prausnitzii_57453" 0.0340350589216 0.0340350589216
"XCA" "Faecalibacterium_prausnitzii_61481" 0.0251644701138 0.0251644701138
"XCA" "Faecalibacterium_prausnitzii_62201" 0.0167912555471 0.0167912555471
"XCA" "Gordonibacter_pamelaeae_62044" 0.00150558441943 0.00150558441943
"XCA" "Guyana_massiliensis_60772" 0.0135575906152 0.0135575906152
"XCA" "Odoribacter_splanchnicus_62174" 0.0115413082343 0.0115413082343
"XCA" "Oscillibacter_sp_60799" 0.0231742609853 0.0231742609853
"XCA" "Oscillospiraceae_bacterium_54867" 0.00346024290457 0.00346024290457
"XCA" "Parabacteroides_distasonis_56985" 0.00884100630138 0.00884100630138
"XCA" "Parabacteroides_johnsonii_55217" 0.00101608899041 0.00101608899041
"XCA" "Parabacteroides_merdae_56972" 0.0306415067388 0.0306415067388
"XCA" "Paraprevotella_clara_33712" 0.0391674467447 0.0391674467447
"XCA" "Paraprevotella_xylaniphila_62280" 0.00790649317657 0.00790649317657
"XCA" "Phascolarctobacterium_sp_59817" 0.00699670805508 0.00699670805508
"XCA" "Roseburia_hominis_61877" 0.00608817832003 0.00608817832003
"XCA" "Roseburia_inulinivorans_61943" 0.00785214496878 0.00785214496878
"XCA" "Ruminococcus_bicirculans_59300" 0.0176502503065 0.0176502503065
"XCA" "Ruminococcus_obeum_61472" 0.00173875809238 0.00173875809238
"XCA" "Ruminococcus_sp_55468" 0.00433666315316 0.00433666315316
"XCA" "Ruminococcus_torques_62045" 0.00233704453071 0.00233704453071
"XCA" "Streptococcus_salivarius_58037" 0.00146197195499 0.00146197195499
"XDA" "Akkermansia_muciniphila_55290" 0.0109425473099 0.0109425473099
"XDA" "Alistipes_finegoldii_56071" 0.009250288433 0.009250288433
"XDA" "Alistipes_indistinctus_62207" 0.0270111974664 0.0270111974664
"XDA" "Alistipes_onderdonkii_55464" 0.002150775694 0.002150775694
"XDA" "Alistipes_putredinis_61533" 0.137425749225 0.137425749225
"XDA" "Alistipes_shahii_62199" 0.0223284350385 0.0223284350385
"XDA" "Alistipes_sp_59510" 0.00204428987211 0.00204428987211
"XDA" "Anaerostipes_hadrus_55206" 0.00296484319759 0.00296484319759
"XDA" "Bacteroides_caccae_53434" 0.00741553648917 0.00741553648917
"XDA" "Bacteroides_cellulosilyticus_58046" 0.00265875341614 0.00265875341614
"XDA" "Bacteroides_fragilis_54507" 0.0231365917729 0.0231365917729
"XDA" "Bacteroides_ovatus_58035" 0.00386672865516 0.00386672865516
"XDA" "Bacteroides_rodentium_59708" 0.010490415022 0.010490415022
"XDA" "Bacteroides_salyersiae_54873" 0.0149056694874 0.0149056694874
"XDA" "Bacteroides_sartorii_54642" 0.0011177889377 0.0011177889377
"XDA" "Bacteroides_thetaiotaomicron_56941" 0.0110691679912 0.0110691679912
"XDA" "Bacteroides_uniformis_57318" 0.0363046324263 0.0363046324263
"XDA" "Bacteroides_vulgatus_57955" 0.134108928323 0.134108928323
"XDA" "Bacteroides_xylanisolvens_57185" 0.0156151479293 0.0156151479293
"XDA" "Bifidobacterium_adolescentis_56815" 0.0454259433069 0.0454259433069
"XDA" "Bifidobacterium_pseudocatenulatum_57754" 0.0101877035938 0.0101877035938
"XDA" "Blautia_wexlerae_56130" 0.00592073850481 0.00592073850481
"XDA" "Catenibacterium_mitsuokai_61547" 0.00461545366957 0.00461545366957
"XDA" "Clostridiales_bacterium_61057" 0.00427337262301 0.00427337262301
"XDA" "Clostridium_sp_61482" 0.0739416370831 0.0739416370831
"XDA" "Collinsella_aerofaciens_61484" 0.00249532071066 0.00249532071066
"XDA" "Collinsella_sp_62205" 0.00358705327253 0.00358705327253
"XDA" "Coprococcus_comes_61587" 0.00404711956491 0.00404711956491
"XDA" "Coprococcus_sp_62244" 0.0226621086853 0.0226621086853
"XDA" "Dorea_formicigenerans_56346" 0.00468381178006 0.00468381178006
"XDA" "Dorea_longicatena_61473" 0.0066857628177 0.0066857628177
"XDA" "Eubacterium_biforme_61684" 0.00614164648885 0.00614164648885
"XDA" "Eubacterium_eligens_61678" 0.0562241893541 0.0562241893541
"XDA" "Eubacterium_hallii_61477" 0.00337423773589 0.00337423773589
"XDA" "Eubacterium_ramulus_59802" 0.00133130856996 0.00133130856996
"XDA" "Eubacterium_rectale_56927" 0.233631481329 0.233631481329
"XDA" "Eubacterium_ventriosum_61474" 0.00242727111024 0.00242727111024
"XDA" "Faecalibacterium_cf_62236" 0.048421284515 0.048421284515
"XDA" "Faecalibacterium_prausnitzii_57453" 0.0159104655447 0.0159104655447
"XDA" "Faecalibacterium_prausnitzii_61481" 0.0188024541702 0.0188024541702
"XDA" "Faecalibacterium_prausnitzii_62201" 0.0215833812434 0.0215833812434
"XDA" "Guyana_massiliensis_60772" 0.0060985483686 0.0060985483686
"XDA" "Odoribacter_splanchnicus_62174" 0.0104257165841 0.0104257165841
"XDA" "Oscillibacter_sp_60799" 0.00924071537955 0.00924071537955
"XDA" "Parabacteroides_distasonis_56985" 0.0087250986692 0.0087250986692
"XDA" "Parabacteroides_johnsonii_55217" 0.0094434157302 0.0094434157302
"XDA" "Paraprevotella_clara_33712" 0.0153308492105 0.0153308492105
"XDA" "Paraprevotella_xylaniphila_62280" 0.00129913226691 0.00129913226691
"XDA" "Phascolarctobacterium_sp_59817" 0.00203034606869 0.00203034606869
"XDA" "Prevotella_copri_61740" 0.512666640139 0.512666640139
"XDA" "Roseburia_hominis_61877" 0.00486699360639 0.00486699360639
"XDA" "Roseburia_intestinalis_56239" 0.0103224308719 0.0103224308719
"XDA" "Roseburia_inulinivorans_61943" 0.00622072520769 0.00622072520769
"XDA" "Ruminococcus_obeum_61472" 0.00389883089399 0.00389883089399
"XDA" "Ruminococcus_sp_55468" 0.00255672263037 0.00255672263037
"XDA" "Ruminococcus_torques_62045" 0.0031525442944 0.0031525442944
"XDA" "Sutterella_wadsworthensis_56828" 0.0206648665659 0.0206648665659
"XDA" "Sutterella_wadsworthensis_62218" 0.0356993453049 0.0356993453049
"XEA" "Adlercreutzia_equolifaciens_60310" 0.00281944851915 0.00281944851915
"XEA" "Akkermansia_muciniphila_55290" 0.0383285396547 0.0383285396547
"XEA" "Alistipes_finegoldii_56071" 0.00443090882687 0.00443090882687
"XEA" "Alistipes_putredinis_61533" 0.0112594534526 0.0112594534526
"XEA" "Alistipes_shahii_62199" 0.00368972219095 0.00368972219095
"XEA" "Alistipes_sp_59510" 0.00786922517229 0.00786922517229
"XEA" "Anaerostipes_hadrus_55206" 0.00755134523084 0.00755134523084
"XEA" "Bacteroidales_bacterium_58650" 0.0229219218741 0.0229219218741
"XEA" "Bacteroides_caccae_53434" 0.00615855525135 0.00615855525135
"XEA" "Bacteroides_finegoldii_57739" 0.00514363156789 0.00514363156789
"XEA" "Bacteroides_massiliensis_44749" 0.0406766961145 0.0406766961145
"XEA" "Bacteroides_ovatus_58035" 0.00467333873034 0.00467333873034
"XEA" "Bacteroides_rodentium_59708" 0.0150714735034 0.0150714735034
"XEA" "Bacteroides_stercoris_56735" 0.00471057696654 0.00471057696654
"XEA" "Bacteroides_thetaiotaomicron_56941" 0.00242815588837 0.00242815588837
"XEA" "Bacteroides_uniformis_57318" 0.0505579965779 0.0505579965779
"XEA" "Bacteroides_vulgatus_57955" 0.0949752857556 0.0949752857556
"XEA" "Bacteroides_xylanisolvens_57185" 0.01422197698 0.01422197698
"XEA" "Barnesiella_intestinihominis_62208" 0.0171891460924 0.0171891460924
"XEA" "Bifidobacterium_adolescentis_56815" 0.0196341527951 0.0196341527951
"XEA" "Bilophila_wadsworthia_57364" 0.00132106818349 0.00132106818349
"XEA" "Blautia_wexlerae_56130" 0.00862944803898 0.00862944803898
"XEA" "Butyricimonas_synergistica_58741" 0.0177875472922 0.0177875472922
"XEA" "Clostridiales_bacterium_61057" 0.00536283217518 0.00536283217518
"XEA" "Clostridium_spiroforme_61500" 0.00220651088972 0.00220651088972
"XEA" "Collinsella_sp_62205" 0.00329355390502 0.00329355390502
"XEA" "Coprobacter_fastidiosus_56550" 0.00302022176188 0.00302022176188
"XEA" "Coprococcus_catus_62200" 0.00313304558351 0.00313304558351
"XEA" "Coprococcus_comes_61587" 0.0101074357447 0.0101074357447
"XEA" "Coprococcus_eutactus_61480" 0.0726840226687 0.0726840226687
"XEA" "Dorea_formicigenerans_56346" 0.00508295308255 0.00508295308255
"XEA" "Dorea_longicatena_59913" 0.00626506087424 0.00626506087424
"XEA" "Dorea_longicatena_61473" 0.00342199983225 0.00342199983225
"XEA" "Eubacterium_eligens_61678" 0.121943423045 0.121943423045
"XEA" "Eubacterium_ramulus_59802" 0.00461585166114 0.00461585166114
"XEA" "Eubacterium_rectale_56927" 0.227017607482 0.227017607482
"XEA" "Eubacterium_siraeum_57634" 0.130907640349 0.130907640349
"XEA" "Faecalibacterium_cf_62236" 0.020493195989 0.020493195989
"XEA" "Faecalibacterium_prausnitzii_57453" 0.12317657682 0.12317657682
"XEA" "Faecalibacterium_prausnitzii_61481" 0.0337456496608 0.0337456496608
"XEA" "Faecalibacterium_prausnitzii_62201" 0.0542696162518 0.0542696162518
"XEA" "Guyana_massiliensis_60772" 0.0186443652988 0.0186443652988
"XEA" "Odoribacter_splanchnicus_62174" 0.0232921029471 0.0232921029471
"XEA" "Oscillibacter_sp_60799" 0.037293038394 0.037293038394
"XEA" "Oscillospiraceae_bacterium_54867" 0.00303291074403 0.00303291074403
"XEA" "Oxalobacter_formigenes_61802" 0.00559058959904 0.00559058959904
"XEA" "Parabacteroides_distasonis_56985" 0.00170831213969 0.00170831213969
"XEA" "Parabacteroides_merdae_56972" 0.00499526897929 0.00499526897929
"XEA" "Paraprevotella_clara_33712" 0.00367040320459 0.00367040320459
"XEA" "Prevotella_copri_61740" 0.342843208629 0.342843208629
"XEA" "Roseburia_hominis_61877" 0.0214138950409 0.0214138950409
"XEA" "Roseburia_intestinalis_56239" 0.0155334615955 0.0155334615955
"XEA" "Roseburia_inulinivorans_61943" 0.0568264078532 0.0568264078532
"XEA" "Ruminococcus_bicirculans_59300" 0.0112031450466 0.0112031450466
"XEA" "Ruminococcus_obeum_61472" 0.00454166855662 0.00454166855662
"XEA" "Ruminococcus_sp_55468" 0.00396404222238 0.00396404222238
"XEA" "Ruminococcus_torques_62045" 0.00654252358896 0.00654252358896
"XEA" "Streptococcus_thermophilus_54772" 0.00248991764339 0.00248991764339
"XEA" "Subdoligranulum_sp_62068" 0.00133509903127 0.00133509903127
"XEA" "Sutterella_wadsworthensis_56828" 0.0302377739351 0.0302377739351
"XEA" "Sutterella_wadsworthensis_62218" 0.0417082394238 0.0417082394238
"XFA" "Akkermansia_muciniphila_55290" 0.00546428991081 0.00546428991081
"XFA" "Alistipes_finegoldii_56071" 0.0119170156776 0.0119170156776
"XFA" "Alistipes_onderdonkii_55464" 0.0253347162003 0.0253347162003
"XFA" "Alistipes_putredinis_61533" 0.0807294353762 0.0807294353762
"XFA" "Alistipes_senegalensis_58364" 0.00763465520335 0.00763465520335
"XFA" "Alistipes_shahii_62199" 0.0083987373564 0.0083987373564
"XFA" "Anaerostipes_hadrus_55206" 0.0184629146181 0.0184629146181
"XFA" "Bacteroides_caccae_53434" 0.00854944493199 0.00854944493199
"XFA" "Bacteroides_cellulosilyticus_58046" 0.0835383483567 0.0835383483567
"XFA" "Bacteroides_fragilis_54507" 0.0100932462801 0.0100932462801
"XFA" "Bacteroides_intestinalis_61596" 0.00572105213652 0.00572105213652
"XFA" "Bacteroides_nordii_55557" 0.00855987258344 0.00855987258344
"XFA" "Bacteroides_ovatus_58035" 0.00619677254371 0.00619677254371
"XFA" "Bacteroides_rodentium_59708" 0.0162350176241 0.0162350176241
"XFA" "Bacteroides_sartorii_54642" 0.00198610561661 0.00198610561661
"XFA" "Bacteroides_stercoris_56735" 0.0447339140796 0.0447339140796
"XFA" "Bacteroides_thetaiotaomicron_56941" 0.0201931303963 0.0201931303963
"XFA" "Bacteroides_uniformis_57318" 0.0593279961166 0.0593279961166
"XFA" "Bacteroides_vulgatus_57955" 0.368089183679 0.368089183679
"XFA" "Bacteroides_xylanisolvens_57185" 0.0295629992347 0.0295629992347
"XFA" "Barnesiella_intestinihominis_62208" 0.0128404388039 0.0128404388039
"XFA" "Bilophila_wadsworthia_57364" 0.00579003746313 0.00579003746313
"XFA" "Blautia_wexlerae_56130" 0.020159900706 0.020159900706
"XFA" "Burkholderiales_bacterium_56577" 0.0166845490943 0.0166845490943
"XFA" "Clostridiales_bacterium_61057" 0.0125550997906 0.0125550997906
"XFA" "Collinsella_aerofaciens_61484" 0.0021686539485 0.0021686539485
"XFA" "Collinsella_sp_62205" 0.00197584988271 0.00197584988271
"XFA" "Coprococcus_catus_62200" 0.00161904625724 0.00161904625724
"XFA" "Coprococcus_comes_61587" 0.0040905957138 0.0040905957138
"XFA" "Coprococcus_eutactus_61480" 0.0221185238253 0.0221185238253
"XFA" "Dorea_longicatena_59913" 0.00764926321078 0.00764926321078
"XFA" "Dorea_longicatena_61473" 0.00394119751219 0.00394119751219
"XFA" "Eubacterium_eligens_61678" 0.0760245635275 0.0760245635275
"XFA" "Eubacterium_rectale_56927" 0.22595318375 0.22595318375
"XFA" "Eubacterium_siraeum_57634" 0.0295142906972 0.0295142906972
"XFA" "Eubacterium_ventriosum_61474" 0.0122169266984 0.0122169266984
"XFA" "Faecalibacterium_cf_62236" 0.0118222503993 0.0118222503993
"XFA" "Faecalibacterium_prausnitzii_57453" 0.154237922433 0.154237922433
"XFA" "Faecalibacterium_prausnitzii_61481" 0.0658047780923 0.0658047780923
"XFA" "Faecalibacterium_prausnitzii_62201" 0.0219298175269 0.0219298175269
"XFA" "Guyana_massiliensis_60772" 0.0258445347377 0.0258445347377
"XFA" "Haemophilus_parainfluenzae_62356" 0.00188356774651 0.00188356774651
"XFA" "Haemophilus_parainfluenzae_62468" 0.00178413790236 0.00178413790236
"XFA" "Oscillospiraceae_bacterium_54867" 0.00126291652895 0.00126291652895
"XFA" "Parabacteroides_distasonis_56985" 0.0273106970858 0.0273106970858
"XFA" "Parabacteroides_goldsteinii_56831" 0.00281571941071 0.00281571941071
"XFA" "Parabacteroides_johnsonii_55217" 0.00527636174534 0.00527636174534
"XFA" "Parabacteroides_merdae_56972" 0.0319637072666 0.0319637072666
"XFA" "Phascolarctobacterium_sp_59817" 0.0189727884106 0.0189727884106
"XFA" "Roseburia_hominis_61877" 0.0133819675057 0.0133819675057
"XFA" "Roseburia_inulinivorans_61943" 0.0426451822292 0.0426451822292
"XFA" "Ruminococcus_bicirculans_59300" 0.0391445597885 0.0391445597885
"XFA" "Ruminococcus_lactaris_55568" 0.00838070351447 0.00838070351447
"XFA" "Ruminococcus_obeum_61472" 0.0132177640987 0.0132177640987
"XFA" "Ruminococcus_sp_55468" 0.0034223247132 0.0034223247132
"XFA" "Ruminococcus_torques_62045" 0.00220620982823 0.00220620982823
"XGA" "Alistipes_onderdonkii_55464" 0.233014534719 0.233014534719
"XGA" "Alistipes_putredinis_61533" 0.103946798591 0.103946798591
"XGA" "Anaerostipes_hadrus_55206" 0.00245633843911 0.00245633843911
"XGA" "Bacteroides_cellulosilyticus_58046" 0.0500668788121 0.0500668788121
"XGA" "Bacteroides_finegoldii_57739" 0.0218171133079 0.0218171133079
"XGA" "Bacteroides_fragilis_56548" 0.0218483211637 0.0218483211637
"XGA" "Bacteroides_intestinalis_61596" 0.00420797777945 0.00420797777945
"XGA" "Bacteroides_massiliensis_44749" 0.00175617092505 0.00175617092505
"XGA" "Bacteroides_ovatus_58035" 0.0354736395461 0.0354736395461
"XGA" "Bacteroides_rodentium_59708" 0.0498580439881 0.0498580439881
"XGA" "Bacteroides_thetaiotaomicron_56941" 0.0256832077157 0.0256832077157
"XGA" "Bacteroides_uniformis_57318" 0.316023736881 0.316023736881
"XGA" "Bacteroides_vulgatus_57955" 0.198745629626 0.198745629626
"XGA" "Bifidobacterium_longum_57796" 0.0091327654526 0.0091327654526
"XGA" "Bilophila_wadsworthia_57364" 0.00382238443362 0.00382238443362
"XGA" "Blautia_wexlerae_56130" 0.0109687469164 0.0109687469164
"XGA" "Burkholderiales_bacterium_56577" 0.00378482516131 0.00378482516131
"XGA" "Butyricimonas_virosa_58742" 0.00470439010483 0.00470439010483
"XGA" "Clostridiales_bacterium_56470" 0.00304511508534 0.00304511508534
"XGA" "Clostridiales_bacterium_61057" 0.00442147992345 0.00442147992345
"XGA" "Clostridium_leptum_61499" 0.00446662552579 0.00446662552579
"XGA" "Collinsella_aerofaciens_61484" 0.00218106771155 0.00218106771155
"XGA" "Collinsella_sp_62205" 0.0035104784658 0.0035104784658
"XGA" "Coprococcus_comes_61587" 0.00619807536991 0.00619807536991
"XGA" "Coprococcus_eutactus_61480" 0.0499638388987 0.0499638388987
"XGA" "Dialister_invisus_61905" 0.00892245592005 0.00892245592005
"XGA" "Dorea_formicigenerans_56346" 0.00144294526835 0.00144294526835
"XGA" "Dorea_longicatena_61473" 0.00461812281656 0.00461812281656
"XGA" "Eubacterium_eligens_61678" 0.0210588229496 0.0210588229496
"XGA" "Eubacterium_hallii_61477" 0.00363516243232 0.00363516243232
"XGA" "Eubacterium_rectale_56927" 0.0252491032109 0.0252491032109
