hh subject sample timepoint speciesTrajectory totalAbundance
XA XAA XAA-064 64 disrupted 0.401128133072619
XA XAA XAA-064 64 colonized 0.0439791947642622
XA XAA XAA-064 64 strainTurnover 0
XA XAA XAA-064 64 disruptedNotRecovered 0.00023033709387192
XA XAA XAA-225 225 disrupted 0.392422502653934
XA XAA XAA-225 225 colonized 0.106583627429301
XA XAA XAA-225 225 strainTurnover 0.000756794078165
XA XAA XAA-225 225 disruptedNotRecovered 0.00185482218395621
XA XAA XAA-281 281 disrupted 0.171818645185832
XA XAA XAA-281 281 colonized 0.115216336311727
XA XAA XAA-281 281 strainTurnover 0.00115556834249
XA XAA XAA-281 281 disruptedNotRecovered 0.00081721969650824
XA XAA XAA-454 454 disrupted 0.413396162652057
XA XAA XAA-454 454 colonized 0.0575814252302469
XA XAA XAA-454 454 strainTurnover 0.1016714444834
XA XAA XAA-454 454 disruptedNotRecovered 0.0446687630682572
XA XAA XAA-488 488 disrupted 0.466310847605646
XA XAA XAA-488 488 colonized 0.09002973869707
XA XAA XAA-488 488 strainTurnover 0.3860476483354
XA XAA XAA-488 488 disruptedNotRecovered 0.373973506930806
XA XAA XAA-522 522 disrupted 0.648649622080925
XA XAA XAA-522 522 colonized 0.0380964113694609
XA XAA XAA-522 522 strainTurnover 0.6054511670697
XA XAA XAA-522 522 disruptedNotRecovered 0.594409370314341
XA XAA XAA-555 555 disrupted 0.66518062324891
XA XAA XAA-555 555 colonized 0.0355317425807204
XA XAA XAA-555 555 strainTurnover 0.6128760654208
XA XAA XAA-555 555 disruptedNotRecovered 0.608453437991062
XA XAA XAA-590 590 disrupted 0.389934691483944
XA XAA XAA-590 590 colonized 0.116129465391345
XA XAA XAA-590 590 strainTurnover 0.35403606242035
XA XAA XAA-590 590 disruptedNotRecovered 0.348765267468956
XA XAA XAA-623 623 disrupted 0.536965275195937
XA XAA XAA-623 623 colonized 0.168966646527531
XA XAA XAA-623 623 strainTurnover 0.4069230426395
XA XAA XAA-623 623 disruptedNotRecovered 0.290194615495496
XA XAA XAA-652 652 disrupted 0.502561564651254
XA XAA XAA-652 652 colonized 0.171597125526359
XA XAA XAA-652 652 strainTurnover 0.41037049064337
XA XAA XAA-652 652 disruptedNotRecovered 0.405143981827494
XA XAC XAC-002 2 disrupted 0.01260928716286
XA XAC XAC-002 2 colonized 0
XA XAC XAC-002 2 strainTurnover 0
XA XAC XAC-002 2 disruptedNotRecovered 0
XA XAC XAC-029 29 disrupted 0.00695501886192
XA XAC XAC-029 29 colonized 0
XA XAC XAC-029 29 strainTurnover 0
XA XAC XAC-029 29 disruptedNotRecovered 0
XA XAC XAC-036 36 disrupted 0.00307220688604
XA XAC XAC-036 36 colonized 0
XA XAC XAC-036 36 strainTurnover 0
XA XAC XAC-036 36 disruptedNotRecovered 0
XA XAC XAC-064 64 disrupted 0.0001710631663578
XA XAC XAC-064 64 colonized 0
XA XAC XAC-064 64 strainTurnover 0
XA XAC XAC-064 64 disruptedNotRecovered 0
XA XAC XAC-224 224 disrupted 0.0110651371567
XA XAC XAC-224 224 colonized 0
XA XAC XAC-224 224 strainTurnover 0
XA XAC XAC-224 224 disruptedNotRecovered 0
XA XAD XAD-003 3 disrupted 0.0011879821966
XA XAD XAD-003 3 colonized 0
XA XAD XAD-003 3 strainTurnover 0
XA XAD XAD-003 3 disruptedNotRecovered 0
XA XAD XAD-029 29 disrupted 0.00124077416673
XA XAD XAD-029 29 colonized 0
XA XAD XAD-029 29 strainTurnover 0
XA XAD XAD-029 29 disruptedNotRecovered 0
XA XAD XAD-036 36 disrupted 0
XA XAD XAD-036 36 colonized 0
XA XAD XAD-036 36 strainTurnover 0
XA XAD XAD-036 36 disruptedNotRecovered 0
XA XAD XAD-063 63 disrupted 0.000707675382137
XA XAD XAD-063 63 colonized 0
XA XAD XAD-063 63 strainTurnover 0
XA XAD XAD-063 63 disruptedNotRecovered 0
XA XAD XAD-225 225 disrupted 0.000203258465513
XA XAD XAD-225 225 colonized 0
XA XAD XAD-225 225 strainTurnover 0
XA XAD XAD-225 225 disruptedNotRecovered 0
XB XBA XBA-001 1 disrupted 0.96260670177758
XB XBA XBA-001 1 colonized 0
XB XBA XBA-001 1 strainTurnover 0
XB XBA XBA-001 1 disruptedNotRecovered 0.840899405623202
XB XBA XBA-008 8 disrupted 0.931913096607287
XB XBA XBA-008 8 colonized 0
XB XBA XBA-008 8 strainTurnover 0
XB XBA XBA-008 8 disruptedNotRecovered 0.795200842437727
XB XBA XBA-015 15 disrupted 0.922101765906906
XB XBA XBA-015 15 colonized 0
XB XBA XBA-015 15 strainTurnover 0
XB XBA XBA-015 15 disruptedNotRecovered 0.679075205208989
XB XBA XBA-022 22 disrupted 0.954317576742077
XB XBA XBA-022 22 colonized 0
XB XBA XBA-022 22 strainTurnover 0
XB XBA XBA-022 22 disruptedNotRecovered 0.690506414870567
XB XBA XBA-023 23 disrupted 0.936810160180607
XB XBA XBA-023 23 colonized 0
XB XBA XBA-023 23 strainTurnover 0
XB XBA XBA-023 23 disruptedNotRecovered 0.734414252029502
XB XBA XBA-024 24 disrupted 0.960800174687049
XB XBA XBA-024 24 colonized 0.0001370751654558
XB XBA XBA-024 24 strainTurnover 0
XB XBA XBA-024 24 disruptedNotRecovered 0.737476975237279
XB XBA XBA-025 25 disrupted 0.948359742955223
XB XBA XBA-025 25 colonized 0
XB XBA XBA-025 25 strainTurnover 0
XB XBA XBA-025 25 disruptedNotRecovered 0.786083991350663
XB XBA XBA-026 26 disrupted 0.943476039601382
XB XBA XBA-026 26 colonized 0
XB XBA XBA-026 26 strainTurnover 0
XB XBA XBA-026 26 disruptedNotRecovered 0.775007259512332
XB XBA XBA-027 27 disrupted 0.957250955659993
XB XBA XBA-027 27 colonized 0
XB XBA XBA-027 27 strainTurnover 0
XB XBA XBA-027 27 disruptedNotRecovered 0.687117168237944
XB XBA XBA-028 28 disrupted 0.954126464143866
XB XBA XBA-028 28 colonized 5.48819325281e-05
XB XBA XBA-028 28 strainTurnover 0
XB XBA XBA-028 28 disruptedNotRecovered 0.712701896863229
XB XBA XBA-029 29 disrupted 0.949725018625907
XB XBA XBA-029 29 colonized 0
XB XBA XBA-029 29 strainTurnover 0
XB XBA XBA-029 29 disruptedNotRecovered 0.745036518233167
XB XBA XBA-030 30 disrupted 0.889520483425757
XB XBA XBA-030 30 colonized 0
XB XBA XBA-030 30 strainTurnover 0
XB XBA XBA-030 30 disruptedNotRecovered 0.659527898397937
XB XBA XBA-036 36 disrupted 0.0001233822756454
XB XBA XBA-036 36 colonized 0.001972931153886
XB XBA XBA-036 36 strainTurnover 0
XB XBA XBA-036 36 disruptedNotRecovered 0.0001233822756454
XB XBA XBA-037 37 disrupted 0.0020057795539821
XB XBA XBA-037 37 colonized 0.0001774310573188
XB XBA XBA-037 37 strainTurnover 0
XB XBA XBA-037 37 disruptedNotRecovered 0.0004296470455401
XB XBA XBA-039 39 disrupted 0.0002511618815176
XB XBA XBA-039 39 colonized 0.0017778455703112
XB XBA XBA-039 39 strainTurnover 0
XB XBA XBA-039 39 disruptedNotRecovered 0.000207693226881
XB XBA XBA-040 40 disrupted 0.000172849368231
XB XBA XBA-040 40 colonized 0.0114076622271066
XB XBA XBA-040 40 strainTurnover 0
XB XBA XBA-040 40 disruptedNotRecovered 0
XB XBA XBA-041 41 disrupted 4.87140209998e-05
XB XBA XBA-041 41 colonized 0.0117912023863232
XB XBA XBA-041 41 strainTurnover 0
XB XBA XBA-041 41 disruptedNotRecovered 4.87140209998e-05
XB XBA XBA-042 42 disrupted 4.14275208418e-05
XB XBA XBA-042 42 colonized 0.009133227963761
XB XBA XBA-042 42 strainTurnover 0
XB XBA XBA-042 42 disruptedNotRecovered 4.14275208418e-05
XB XBA XBA-044 44 disrupted 0.280301000928388
XB XBA XBA-044 44 colonized 0.0209446715436034
XB XBA XBA-044 44 strainTurnover 0
XB XBA XBA-044 44 disruptedNotRecovered 0.0063592217055534
XB XBA XBA-045 45 disrupted 0.35556316333333
XB XBA XBA-045 45 colonized 0.0233003445489002
XB XBA XBA-045 45 strainTurnover 0
XB XBA XBA-045 45 disruptedNotRecovered 0.0198252024950528
XB XBA XBA-046 46 disrupted 0.483618176393984
XB XBA XBA-046 46 colonized 0.0181350687845071
XB XBA XBA-046 46 strainTurnover 0
XB XBA XBA-046 46 disruptedNotRecovered 0.00752215263760803
XB XBA XBA-047 47 disrupted 0
XB XBA XBA-047 47 colonized 0.015348655592478
XB XBA XBA-047 47 strainTurnover 0
XB XBA XBA-047 47 disruptedNotRecovered 0
XB XBA XBA-048 48 disrupted 0.00078244629500365
XB XBA XBA-048 48 colonized 0.104360988044585
XB XBA XBA-048 48 strainTurnover 0
XB XBA XBA-048 48 disruptedNotRecovered 1.285682079655e-05
XB XBA XBA-049 49 disrupted 0.00175336102854982
XB XBA XBA-049 49 colonized 0.281123885422219
XB XBA XBA-049 49 strainTurnover 0
XB XBA XBA-049 49 disruptedNotRecovered 4.294934121603e-05
XB XBA XBA-050 50 disrupted 0.0014097264483048
XB XBA XBA-050 50 colonized 0.056799685470051
XB XBA XBA-050 50 strainTurnover 0
XB XBA XBA-050 50 disruptedNotRecovered 2.33888299666e-05
XB XBA XBA-053 53 disrupted 0.0776504277204077
XB XBA XBA-053 53 colonized 0.0145639390306396
XB XBA XBA-053 53 strainTurnover 0
XB XBA XBA-053 53 disruptedNotRecovered 0.0109239985219964
XB XBA XBA-058 58 disrupted 0.116514120300091
XB XBA XBA-058 58 colonized 0.024097094143733
XB XBA XBA-058 58 strainTurnover 0
XB XBA XBA-058 58 disruptedNotRecovered 0.0472559909332231
XB XBA XBA-064 64 disrupted 0.00134369509063813
XB XBA XBA-064 64 colonized 0.0555972379812598
XB XBA XBA-064 64 strainTurnover 0
XB XBA XBA-064 64 disruptedNotRecovered 0.00054633970505839
XB XBA XBA-106 106 disrupted 0.00312613769248252
XB XBA XBA-106 106 colonized 0.0625724998899466
XB XBA XBA-106 106 strainTurnover 0
XB XBA XBA-106 106 disruptedNotRecovered 0.0024006987016068
XB XBA XBA-134 134 disrupted 0.0198025593847718
XB XBA XBA-134 134 colonized 0.058837033292849
XB XBA XBA-134 134 strainTurnover 0.0121963590477
XB XBA XBA-134 134 disruptedNotRecovered 0.0055063442652578
XB XBA XBA-171 171 disrupted 0.0258194245542934
XB XBA XBA-171 171 colonized 0.0414915743275732
XB XBA XBA-171 171 strainTurnover 0.0192991532468
XB XBA XBA-171 171 disruptedNotRecovered 0.002245823365995
XB XBA XBA-240 240 disrupted 0.00384605482103381
XB XBA XBA-240 240 colonized 0.0345161990077243
XB XBA XBA-240 240 strainTurnover 0.00370233123137
XB XBA XBA-240 240 disruptedNotRecovered 0.00010064093439401
XB XBA XBA-272 272 disrupted 0.00399860693306081
XB XBA XBA-272 272 colonized 0.0221103619739158
XB XBA XBA-272 272 strainTurnover 0.00385708520148
XB XBA XBA-272 272 disruptedNotRecovered 8.352709183461e-05
XB XBA XBA-303 303 disrupted 0.00706154330376325
XB XBA XBA-303 303 colonized 0.0260576935646256
XB XBA XBA-303 303 strainTurnover 0.00581523524602
XB XBA XBA-303 303 disruptedNotRecovered 0.00030166551659675
XB XBA XBA-330 330 disrupted 0.18712140436292
XB XBA XBA-330 330 colonized 0.0132778096995747
XB XBA XBA-330 330 strainTurnover 0.0114580850679
XB XBA XBA-330 330 disruptedNotRecovered 0.133799484910491
XB XBA XBA-351 351 disrupted 0.0949289943080901
XB XBA XBA-351 351 colonized 0.026399404106469
XB XBA XBA-351 351 strainTurnover 0.03473548269597
XB XBA XBA-351 351 disruptedNotRecovered 0.0779546075348981
XB XBA XBA-358 358 disrupted 0.0407767960266523
XB XBA XBA-358 358 colonized 0.069891531914006
XB XBA XBA-358 358 strainTurnover 0.13351057851741
XB XBA XBA-358 358 disruptedNotRecovered 0.0343753234217583
XB XBA XBA-364 364 disrupted 0.200263467639586
XB XBA XBA-364 364 colonized 0.0629615605263992
XB XBA XBA-364 364 strainTurnover 0.008043230082738
XB XBA XBA-364 364 disruptedNotRecovered 0.183481480596641
XB XBA XBA-374 374 disrupted 0.0526994159926336
XB XBA XBA-374 374 colonized 0.056819129860409
XB XBA XBA-374 374 strainTurnover 0.00759826868484
XB XBA XBA-374 374 disruptedNotRecovered 0.0451011473077936
XB XBA XBA-380 380 disrupted 0.0387558638081948
XB XBA XBA-380 380 colonized 0.0344063676057094
XB XBA XBA-380 380 strainTurnover 0.0134816239959
XB XBA XBA-380 380 disruptedNotRecovered 0.0252210966398454
XB XBA XBA-388 388 disrupted 0.166399300441968
XB XBA XBA-388 388 colonized 0.110922344401345
XB XBA XBA-388 388 strainTurnover 0.0338428270385
XB XBA XBA-388 388 disruptedNotRecovered 0.098268241919901
XB XBA XBA-401 401 disrupted 0.131062826190292
XB XBA XBA-401 401 colonized 0.02026116632018
XB XBA XBA-401 401 strainTurnover 0.00637100613953
XB XBA XBA-401 401 disruptedNotRecovered 0.123374873506316
XB XBA XBA-408 408 disrupted 0.060109866345949
XB XBA XBA-408 408 colonized 0.054718775625158
XB XBA XBA-408 408 strainTurnover 0.00607056859087
XB XBA XBA-408 408 disruptedNotRecovered 0.0531939888668382
XB XBA XBA-415 415 disrupted 0.0818375712287976
XB XBA XBA-415 415 colonized 0.0761891204104955
XB XBA XBA-415 415 strainTurnover 0.0190093668358
XB XBA XBA-415 415 disruptedNotRecovered 0.0597611396244876
XB XBA XBA-422 422 disrupted 0.0510305598489538
XB XBA XBA-422 422 colonized 0.074974299220979
XB XBA XBA-422 422 strainTurnover 0.00800808903225
XB XBA XBA-422 422 disruptedNotRecovered 0.036379351755882
XB XBA XBA-430 430 disrupted 0.42234503859931
XB XBA XBA-430 430 colonized 0.0340939520066289
XB XBA XBA-430 430 strainTurnover 0.00648020312863
XB XBA XBA-430 430 disruptedNotRecovered 0.328924644002456
XB XBA XBA-436 436 disrupted 0.821187624765027
XB XBA XBA-436 436 colonized 0.0377552696948566
XB XBA XBA-436 436 strainTurnover 0.00679561313308
XB XBA XBA-436 436 disruptedNotRecovered 0.570395493800672
XB XBA XBA-442 442 disrupted 0.465838288908091
XB XBA XBA-442 442 colonized 0.038357916618137
XB XBA XBA-442 442 strainTurnover 0.000400431527149
XB XBA XBA-442 442 disruptedNotRecovered 0.40725748868038
XB XBA XBA-455 455 disrupted 0.758578749741456
XB XBA XBA-455 455 colonized 0.024382565392594
XB XBA XBA-455 455 strainTurnover 0.00625655121558
XB XBA XBA-455 455 disruptedNotRecovered 0.571369144887856
XB XBA XBA-463 463 disrupted 0.600663580241221
XB XBA XBA-463 463 colonized 0.0251976306307654
XB XBA XBA-463 463 strainTurnover 0.0020281711837
XB XBA XBA-463 463 disruptedNotRecovered 0.517757518730511
XB XBA XBA-470 470 disrupted 0.71642882278259
XB XBA XBA-470 470 colonized 0.0080505912295349
XB XBA XBA-470 470 strainTurnover 0.00110717470017
XB XBA XBA-470 470 disruptedNotRecovered 0.55471947252917
XB XBA XBA-478 478 disrupted 0.697394576334516
XB XBA XBA-478 478 colonized 0.0296045960764545
XB XBA XBA-478 478 strainTurnover 0.00522115587033
XB XBA XBA-478 478 disruptedNotRecovered 0.507776198816966
XB XBA XBA-482 482 disrupted 0.742062827995696
XB XBA XBA-482 482 colonized 0.013201744348212
XB XBA XBA-482 482 strainTurnover 0.00116423849225
XB XBA XBA-482 482 disruptedNotRecovered 0.596778330917356
XB XBA XBA-491 491 disrupted 0.619417877538937
XB XBA XBA-491 491 colonized 0.0208469342522903
XB XBA XBA-491 491 strainTurnover 0.00171562913657
XB XBA XBA-491 491 disruptedNotRecovered 0.543525842349607
XB XBA XBA-513 513 disrupted 0.784160867813527
XB XBA XBA-513 513 colonized 0.0151887952502928
XB XBA XBA-513 513 strainTurnover 0.000938343517067
XB XBA XBA-513 513 disruptedNotRecovered 0.676642195362702
XB XBA XBA-519 519 disrupted 0.690348265888874
XB XBA XBA-519 519 colonized 0.014799558757823
XB XBA XBA-519 519 strainTurnover 0.00884059550631
XB XBA XBA-519 519 disruptedNotRecovered 0.545278221241764
XB XBA XBA-534 534 disrupted 0.751613301989502
XB XBA XBA-534 534 colonized 0.0309661551785131
XB XBA XBA-534 534 strainTurnover 0.01071407741263
XB XBA XBA-534 534 disruptedNotRecovered 0.604086070153122
XB XBA XBA-541 541 disrupted 0.686083397476835
XB XBA XBA-541 541 colonized 0.040963181744855
XB XBA XBA-541 541 strainTurnover 0.0028770226609695
XB XBA XBA-541 541 disruptedNotRecovered 0.567335134690565
XB XBA XBA-550 550 disrupted 0.741061894278357
XB XBA XBA-550 550 colonized 0.0323589672933736
XB XBA XBA-550 550 strainTurnover 0.00294746608817
XB XBA XBA-550 550 disruptedNotRecovered 0.643573197029487
XB XBA XBA-557 557 disrupted 0.677293768756172
XB XBA XBA-557 557 colonized 0.0402769420086268
XB XBA XBA-557 557 strainTurnover 0.011156560863042
XB XBA XBA-557 557 disruptedNotRecovered 0.610093040550142
XB XBA XBA-568 568 disrupted 0.706372690878992
XB XBA XBA-568 568 colonized 0.0206377981598043
XB XBA XBA-568 568 strainTurnover 0.01487816004489
XB XBA XBA-568 568 disruptedNotRecovered 0.50308105476759
XB XBA XBA-577 577 disrupted 0.682330537891169
XB XBA XBA-577 577 colonized 0.006656671443411
XB XBA XBA-577 577 strainTurnover 0.00804130784549
XB XBA XBA-577 577 disruptedNotRecovered 0.555813240850579
XB XBA XBA-582 582 disrupted 0.723607280125823
XB XBA XBA-582 582 colonized 0.008233094792261
XB XBA XBA-582 582 strainTurnover 0.00525832814244
XB XBA XBA-582 582 disruptedNotRecovered 0.584569866793848
XB XBA XBA-589 589 disrupted 0.720361639418005
XB XBA XBA-589 589 colonized 0.0100076126700285
XB XBA XBA-589 589 strainTurnover 0.007669085153246
XB XBA XBA-589 589 disruptedNotRecovered 0.553401642043057
XB XBA XBA-597 597 disrupted 0.754279351779786
XB XBA XBA-597 597 colonized 0.0286456564023716
XB XBA XBA-597 597 strainTurnover 0.01363360136342
XB XBA XBA-597 597 disruptedNotRecovered 0.617660460125116
XB XBA XBA-610 610 disrupted 0.606752750687867
XB XBA XBA-610 610 colonized 0.0659526724939226
XB XBA XBA-610 610 strainTurnover 0.02050677938684
XB XBA XBA-610 610 disruptedNotRecovered 0.502755426512277
XB XBA XBA-617 617 disrupted 0.69264740795788
XB XBA XBA-617 617 colonized 0.01515272957746
XB XBA XBA-617 617 strainTurnover 0.01691443729121
XB XBA XBA-617 617 disruptedNotRecovered 0.52280717740615
XB XBA XBA-625 625 disrupted 0.824168550566718
XB XBA XBA-625 625 colonized 0.0133935946020613
XB XBA XBA-625 625 strainTurnover 0.012857680107345
XB XBA XBA-625 625 disruptedNotRecovered 0.643770814592618
XB XBA XBA-641 641 disrupted 0.625877174355378
XB XBA XBA-641 641 colonized 0.049191241550115
XB XBA XBA-641 641 strainTurnover 0.02759184897952
XB XBA XBA-641 641 disruptedNotRecovered 0.488976790360588
XB XBA XBA-650 650 disrupted 0.80032026538095
XB XBA XBA-650 650 colonized 0.0138976902538439
XB XBA XBA-650 650 strainTurnover 0.00610738328086
XB XBA XBA-650 650 disruptedNotRecovered 0.59026096537678
XB XBA XBA-653 653 disrupted 0.75318437642964
XB XBA XBA-653 653 colonized 0.012774517550021
XB XBA XBA-653 653 strainTurnover 0.013338431359286
XB XBA XBA-653 653 disruptedNotRecovered 0.5216922029913
XB XBA XBA-677 677 disrupted 0.664302944099135
XB XBA XBA-677 677 colonized 0.0101095199396633
XB XBA XBA-677 677 strainTurnover 0.02221575633023
XB XBA XBA-677 677 disruptedNotRecovered 0.545909579188209
XB XBA XBA-698 698 disrupted 0.355792190135263
XB XBA XBA-698 698 colonized 0.0106861626273235
XB XBA XBA-698 698 strainTurnover 0.030251047535745
XB XBA XBA-698 698 disruptedNotRecovered 0.331866825517928
XB XBA XBA-705 705 disrupted 0.650189938428885
XB XBA XBA-705 705 colonized 0.010827891488679
XB XBA XBA-705 705 strainTurnover 0.01740774415034
XB XBA XBA-705 705 disruptedNotRecovered 0.511173000164508
XB XBA XBA-706 706 disrupted 0.666696660497997
XB XBA XBA-706 706 colonized 0.008138282960224
XB XBA XBA-706 706 strainTurnover 0.01662652813401
XB XBA XBA-706 706 disruptedNotRecovered 0.54979716288848
XB XBA XBA-707 707 disrupted 0.775352142174609
XB XBA XBA-707 707 colonized 0.0061133388063512
XB XBA XBA-707 707 strainTurnover 0.02246698090296
XB XBA XBA-707 707 disruptedNotRecovered 0.58549241868424
XB XBA XBA-709 709 disrupted 0.745218329045866
XB XBA XBA-709 709 colonized 0.0132218929666217
XB XBA XBA-709 709 strainTurnover 0.00868302579997
XB XBA XBA-709 709 disruptedNotRecovered 0.5537867946314
XB XBA XBA-710 710 disrupted 0.700849016283824
XB XBA XBA-710 710 colonized 0.0169920892819243
XB XBA XBA-710 710 strainTurnover 0.01645033675034
XB XBA XBA-710 710 disruptedNotRecovered 0.558155725727733
XB XBA XBA-712 712 disrupted 0.681230165103307
XB XBA XBA-712 712 colonized 0.0379314108425213
XB XBA XBA-712 712 strainTurnover 0.02131045165096
XB XBA XBA-712 712 disruptedNotRecovered 0.500020982066977
XB XBA XBA-713 713 disrupted 0.794603721106384
XB XBA XBA-713 713 colonized 0.0071376314234765
XB XBA XBA-713 713 strainTurnover 0.006015683410875
XB XBA XBA-713 713 disruptedNotRecovered 0.65025822925466
XB XBA XBA-714 714 disrupted 0.375650160497822
XB XBA XBA-714 714 colonized 0.031824735825329
XB XBA XBA-714 714 strainTurnover 0.051792376253864
XB XBA XBA-714 714 disruptedNotRecovered 0.332591940723088
XB XBA XBA-716 716 disrupted 0.803618049494169
XB XBA XBA-716 716 colonized 0.0236262841432955
XB XBA XBA-716 716 strainTurnover 0.01076354746349
XB XBA XBA-716 716 disruptedNotRecovered 0.659876918105357
XB XBA XBA-718 718 disrupted 0.58725262049463
XB XBA XBA-718 718 colonized 0.0124505702263966
XB XBA XBA-718 718 strainTurnover 0.01097966767922
XB XBA XBA-718 718 disruptedNotRecovered 0.47249558934384
XB XBA XBA-722 722 disrupted 0.582909639221855
XB XBA XBA-722 722 colonized 0.0110561651842831
XB XBA XBA-722 722 strainTurnover 0.00777533714175
XB XBA XBA-722 722 disruptedNotRecovered 0.46289773927446
XB XBA XBA-727 727 disrupted 0.633137072092777
XB XBA XBA-727 727 colonized 0.009668520601045
XB XBA XBA-727 727 strainTurnover 0.01831577702897
XB XBA XBA-727 727 disruptedNotRecovered 0.478403553347331
XB XBA XBA-734 734 disrupted 0.564615115123149
XB XBA XBA-734 734 colonized 0.0221938500737438
XB XBA XBA-734 734 strainTurnover 0.00800236674016
XB XBA XBA-734 734 disruptedNotRecovered 0.426570123236539
XB XBA XBA-742 742 disrupted 0.571246534389195
XB XBA XBA-742 742 colonized 0.0077089378912307
XB XBA XBA-742 742 strainTurnover 0.01756936711391
XB XBA XBA-742 742 disruptedNotRecovered 0.471854936678203
XB XBA XBA-749 749 disrupted 0.629741482035551
XB XBA XBA-749 749 colonized 0.040594764269257
XB XBA XBA-749 749 strainTurnover 0.00913421979678
XB XBA XBA-749 749 disruptedNotRecovered 0.500534430028215
XB XBA XBA-754 754 disrupted 0.6844922241077
