subject species_id maxRelAbundance speciesSharedHhAnyTimepointPresence speciesSharedHhPreAbxPresence speciesSharedHhPostAbxPresence speciesSharedHhMainStudyPresence speciesSharedHhFollowupPresence speciesSharedHhAnyTimepointLOD speciesSharedHhPreAbxLOD speciesSharedHhPostAbxLOD speciesSharedHhMainStudyLOD speciesSharedHhFollowupLOD
XAA Enterococcus_casseliflavus_56514 0.0034366069498 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
XAA Erysipelotrichaceae_bacterium_56596 0.00402104033776 TRUE TRUE TRUE TRUE TRUE FALSE FALSE FALSE FALSE FALSE
XAA Escherichia_coli_57907 0.00180201053546 TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE FALSE
XAA Escherichia_coli_58110 0.0224856521874 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE
XAA Escherichia_fergusonii_56914 0.00831550635815 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE
XAA Eubacterium_eligens_61678 0.106933108929 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAA Eubacterium_rectale_56927 0.117171477438 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAA Eubacterium_sulci_62452 0.00191500896872 TRUE TRUE TRUE TRUE TRUE FALSE FALSE FALSE FALSE FALSE
XAA Eubacterium_ventriosum_61474 0.0060862010356 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAA Faecalibacterium_cf_62236 0.0455097415969 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAA Faecalibacterium_prausnitzii_57453 0.0436297327617 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAA Faecalibacterium_prausnitzii_61481 0.240105288068 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAA Faecalibacterium_prausnitzii_62201 0.0143092680772 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAA Fusobacterium_nucleatum_57345 0.0017522656966 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
XAA Fusobacterium_nucleatum_57450 0.00713952442466 TRUE FALSE FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE
XAA Fusobacterium_nucleatum_57855 0.0109567175209 TRUE FALSE TRUE TRUE TRUE FALSE FALSE FALSE FALSE FALSE
XAA Fusobacterium_varium_61585 0.00336261343984 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
XAA Guyana_massiliensis_60772 0.0131632768122 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAA Haemophilus_parainfluenzae_62356 0.001426611882 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAA Haemophilus_parainfluenzae_62468 0.0011783426339 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAA Holdemania_sp_59514 0.00158542391475 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
XAA Intestinimonas_butyriciproducens_60001 0.00391957844123 TRUE FALSE FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE
XAA Klebsiella_pneumoniae_54788 0.00706485324966 TRUE TRUE TRUE TRUE TRUE FALSE FALSE FALSE FALSE FALSE
XAA Klebsiella_pneumoniae_57337 0.0078405929002 TRUE FALSE TRUE TRUE FALSE FALSE FALSE FALSE FALSE FALSE
XAA Lachnospiraceae_bacterium_51870 0.0159157134757 TRUE TRUE FALSE TRUE FALSE FALSE FALSE FALSE FALSE FALSE
XAA Lachnospiraceae_bacterium_56275 0.013342163772 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
XAA Lachnospiraceae_bacterium_56833 0.0281960398681 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
XAA Lachnospiraceae_bacterium_62050 0.053054819907 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
XAA Megasphaera_micronuciformis_62167 0.0286515933349 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
XAA Oscillospiraceae_bacterium_54867 0.0126078880279 TRUE TRUE FALSE TRUE FALSE FALSE FALSE FALSE FALSE FALSE
XAA Parabacteroides_distasonis_56985 0.0268082369482 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAA Parabacteroides_merdae_56972 0.0284036954786 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAA Phascolarctobacterium_sp_59817 0.0243673686065 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAA Prevotella_buccae_56058 0.0208235472929 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
XAA Pseudomonas_fragi_59193 0.00215508802579 TRUE TRUE FALSE TRUE FALSE FALSE FALSE FALSE FALSE FALSE
XAA Raoultella_planticola_57814 0.00571188051634 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
XAA Roseburia_intestinalis_56239 0.00729205452173 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAA Roseburia_inulinivorans_61943 0.0450679977908 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE
XAA Ruminococcaceae_bacterium_61777 0.00295924761489 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
XAA Ruminococcus_bicirculans_59300 0.0990923896948 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
XAA Ruminococcus_callidus_61479 0.0781047062419 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
XAA Ruminococcus_gnavus_57638 0.0121409679452 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAA Ruminococcus_obeum_61472 0.00729060369023 TRUE TRUE TRUE TRUE TRUE FALSE FALSE FALSE FALSE FALSE
XAA Ruminococcus_sp_55468 0.0604024700956 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAA Ruminococcus_torques_62045 0.00513831613817 TRUE TRUE TRUE TRUE TRUE TRUE FALSE FALSE FALSE TRUE
XAA Slackia_exigua_56855 0.00162385457517 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
XAA Streptococcus_australis_62469 0.0129547404897 TRUE FALSE TRUE TRUE FALSE FALSE FALSE FALSE FALSE FALSE
XAA Streptococcus_parasanguinis_58126 0.00211269335505 TRUE TRUE TRUE TRUE TRUE FALSE FALSE FALSE FALSE FALSE
XAA Streptococcus_parasanguinis_62442 0.00832751495426 TRUE TRUE FALSE TRUE TRUE FALSE FALSE FALSE FALSE FALSE
XAA Streptococcus_parasanguinis_62481 0.00127266275546 TRUE TRUE FALSE TRUE TRUE FALSE FALSE FALSE FALSE FALSE
XAA Streptococcus_salivarius_58037 0.00267816378474 TRUE TRUE TRUE TRUE TRUE TRUE FALSE FALSE FALSE TRUE
XAA Streptococcus_sp_57750 0.027961332174 TRUE TRUE TRUE TRUE TRUE FALSE FALSE FALSE FALSE FALSE
XAA Streptococcus_sp_60086 0.00380566218783 TRUE TRUE TRUE TRUE TRUE FALSE FALSE FALSE FALSE FALSE
XAA Streptococcus_sp_62701 0.0023239158444 TRUE TRUE FALSE TRUE TRUE FALSE FALSE FALSE FALSE FALSE
XAA Streptococcus_thermophilus_54772 0.014685060345 TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE FALSE
XAA Subdoligranulum_sp_62068 0.0126734581574 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAA Turicibacter_sanguinis_52329 0.0014442551844 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
XAA Veillonella_atypica_58169 0.00127407791965 TRUE TRUE TRUE TRUE TRUE FALSE FALSE FALSE FALSE FALSE
XAA Veillonella_dispar_61763 0.00210934954673 TRUE TRUE TRUE TRUE TRUE FALSE FALSE FALSE FALSE FALSE
XAA Veillonella_parvula_57794 0.0592159667079 TRUE TRUE TRUE TRUE TRUE FALSE FALSE FALSE FALSE FALSE
XAA Veillonella_parvula_58184 0.025320374064 TRUE TRUE TRUE TRUE TRUE FALSE FALSE FALSE FALSE FALSE
XAA Veillonella_sp_62404 0.0219482634763 TRUE TRUE TRUE TRUE TRUE FALSE FALSE FALSE FALSE FALSE
XAC Alistipes_shahii_62199 0.0216701944488 TRUE TRUE FALSE TRUE TRUE TRUE FALSE FALSE FALSE TRUE
XAC Alistipes_sp_58363 0.0013673676161 TRUE TRUE FALSE TRUE TRUE FALSE FALSE FALSE FALSE FALSE
XAC Anaerostipes_hadrus_55206 0.0245652096667 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAC Bacteroides_acidifaciens_59693 0.00290493307668 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAC Bacteroides_cellulosilyticus_58046 0.00953132229198 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAC Bacteroides_coprophilus_61767 0.151929982031 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
XAC Bacteroides_faecis_58503 0.00130521064739 TRUE TRUE FALSE TRUE TRUE TRUE TRUE FALSE TRUE FALSE
XAC Bacteroides_finegoldii_57739 0.00911984002602 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE
XAC Bacteroides_ovatus_58035 0.156879516693 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAC Bacteroides_rodentium_59708 0.0649906533081 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAC Bacteroides_salyersiae_54873 0.0167351670956 TRUE TRUE FALSE TRUE TRUE TRUE FALSE FALSE FALSE TRUE
XAC Bacteroides_sartorii_54642 0.00158862568691 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAC Bacteroides_thetaiotaomicron_56941 0.120394350251 TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE FALSE
XAC Bacteroides_uniformis_57318 0.294831458522 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAC Bacteroides_vulgatus_57955 0.207430474071 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAC Bacteroides_xylanisolvens_57185 0.00861756241684 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAC Blautia_wexlerae_56130 0.0343109559569 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAC Burkholderiales_bacterium_56577 0.00109734720065 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
XAC Butyricimonas_virosa_58742 0.00602666404543 TRUE FALSE FALSE FALSE TRUE FALSE FALSE FALSE FALSE FALSE
XAC Clostridiales_bacterium_52743 0.00160373918691 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAC Clostridiales_bacterium_52957 0.00144546032564 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAC Clostridiales_bacterium_56470 0.0194692468044 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAC Clostridiales_bacterium_61057 0.00853220210121 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAC Collinsella_aerofaciens_61484 0.00755626900773 TRUE FALSE FALSE FALSE TRUE TRUE FALSE FALSE FALSE TRUE
XAC Collinsella_sp_62205 0.0107469148441 TRUE FALSE FALSE FALSE TRUE TRUE FALSE FALSE FALSE TRUE
XAC Coprobacillus_sp_47700 0.00100480766658 TRUE TRUE FALSE TRUE TRUE FALSE FALSE FALSE FALSE FALSE
XAC Coprococcus_comes_61587 0.00762674188525 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
XAC Dorea_formicigenerans_56346 0.0030220942697 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAC Dorea_longicatena_59913 0.00310305961361 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAC Dorea_longicatena_61473 0.00505301815513 TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE FALSE
XAC Eggerthella_lenta_56463 0.00319647573598 TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE
XAC Eubacterium_eligens_61678 0.150407278631 TRUE TRUE TRUE TRUE TRUE TRUE FALSE FALSE FALSE TRUE
XAC Eubacterium_hallii_61477 0.00692388953041 TRUE TRUE FALSE TRUE TRUE FALSE FALSE FALSE FALSE FALSE
XAC Eubacterium_ramulus_59802 0.00318671893829 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAC Eubacterium_rectale_56927 0.0551960286432 TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE FALSE
XAC Eubacterium_ventriosum_61474 0.0012581300089 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAC Faecalibacterium_cf_62236 0.00312475668133 TRUE TRUE FALSE TRUE TRUE TRUE TRUE FALSE TRUE TRUE
XAC Faecalibacterium_prausnitzii_57453 0.0185442552481 TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE FALSE
XAC Faecalibacterium_prausnitzii_61481 0.0187162358613 TRUE TRUE TRUE TRUE TRUE TRUE FALSE FALSE FALSE TRUE
XAC Faecalibacterium_prausnitzii_62201 0.0661415267331 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAC Guyana_massiliensis_60772 0.0359268654815 TRUE TRUE FALSE TRUE TRUE TRUE TRUE FALSE TRUE FALSE
XAC Haemophilus_parainfluenzae_57123 0.00207582059271 TRUE TRUE TRUE TRUE TRUE FALSE FALSE FALSE FALSE FALSE
XAC Haemophilus_parainfluenzae_62356 0.00285092707064 TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE
XAC Haemophilus_parainfluenzae_62468 0.00206197192031 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAC Megamonas_hypermegale_57114 0.0212339778567 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
XAC Parabacteroides_distasonis_56985 0.0123656567224 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAC Parabacteroides_merdae_56972 0.0218653272472 TRUE TRUE FALSE TRUE FALSE TRUE TRUE FALSE TRUE FALSE
XAC Phascolarctobacterium_sp_59817 0.0129857663248 TRUE TRUE TRUE TRUE FALSE TRUE TRUE TRUE TRUE FALSE
XAC Roseburia_intestinalis_56239 0.00811374588906 TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE TRUE
XAC Roseburia_inulinivorans_61943 0.00261582235107 TRUE TRUE FALSE TRUE TRUE TRUE TRUE FALSE TRUE FALSE
XAC Ruminococcus_sp_55468 0.00357458549435 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAC Ruminococcus_torques_62045 0.00117243640486 TRUE TRUE FALSE TRUE FALSE TRUE TRUE FALSE TRUE FALSE
XAC Streptococcus_salivarius_58037 0.00318482745967 TRUE TRUE TRUE TRUE TRUE TRUE FALSE FALSE FALSE TRUE
XAD Anaerostipes_hadrus_55206 0.0688462951884 TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE
XAD Bacteroides_acidifaciens_59693 0.00470159673355 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAD Bacteroides_fragilis_54507 0.212880296064 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAD Bacteroides_ovatus_58035 0.0206527698898 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAD Bacteroides_rodentium_59708 0.00319277835597 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAD Bacteroides_sartorii_54642 0.0173554910965 TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE
XAD Bacteroides_uniformis_57318 0.0119200806137 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAD Bacteroides_vulgatus_57955 0.512175199796 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAD Bacteroides_xylanisolvens_57185 0.105763624841 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAD Bifidobacterium_dentium_55719 0.00339597719434 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
XAD Blautia_wexlerae_56130 0.0163817753453 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAD Citrobacter_koseri_61132 0.00288209420099 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE
XAD Clostridiales_bacterium_43336 0.0032664785006 TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE TRUE
XAD Clostridiales_bacterium_52743 0.0179119376231 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAD Clostridiales_bacterium_52957 0.00128885706831 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAD Clostridiales_bacterium_55367 0.00240855054488 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE FALSE
XAD Clostridiales_bacterium_56470 0.0142884543184 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAD Clostridiales_bacterium_61057 0.00649111271762 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAD Clostridium_bolteae_57158 0.00232676264733 TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE TRUE
XAD Clostridium_citroniae_62210 0.00290492846844 TRUE TRUE TRUE TRUE TRUE TRUE FALSE TRUE TRUE FALSE
