sample alphaStat value type
XAA-022 Fisher 15.75077690074 filtSample
XAA-022 ShannonEffectiveSpecies 13.4803361244389 filtSample
XAA-023 Observed 83 filtSample
XAA-023 Chao1 92.75 filtSample
XAA-023 se.chao1 7.2000873095396 filtSample
XAA-023 ACE 93.947193287037 filtSample
XAA-023 se.ACE 4.8617473864087 filtSample
XAA-023 Shannon 2.43192389194888 filtSample
XAA-023 Simpson 0.820257217789376 filtSample
XAA-023 InvSimpson 5.56350573692684 filtSample
XAA-023 Fisher 11.1125674991306 filtSample
XAA-023 ShannonEffectiveSpecies 11.3807563769283 filtSample
XAA-024 Observed 94 filtSample
XAA-024 Chao1 127.333333333333 filtSample
XAA-024 se.chao1 18.1143968691367 filtSample
XAA-024 ACE 127.41623916908 filtSample
XAA-024 se.ACE 5.87117750812979 filtSample
XAA-024 Shannon 2.40606537822532 filtSample
XAA-024 Simpson 0.809137404971936 filtSample
XAA-024 InvSimpson 5.23937128620179 filtSample
XAA-024 Fisher 13.4147700684822 filtSample
XAA-024 ShannonEffectiveSpecies 11.0902392899928 filtSample
XAA-026 Observed 76 filtSample
XAA-026 Chao1 97 filtSample
XAA-026 se.chao1 14.7436444458754 filtSample
XAA-026 ACE 88.2027459344175 filtSample
XAA-026 se.ACE 4.51068339800242 filtSample
XAA-026 Shannon 2.71048720235065 filtSample
XAA-026 Simpson 0.898069797367084 filtSample
XAA-026 InvSimpson 9.81063486748206 filtSample
XAA-026 Fisher 10.4825707959138 filtSample
XAA-026 ShannonEffectiveSpecies 15.036599597245 filtSample
XAA-027 Observed 86 filtSample
XAA-027 Chao1 98.75 filtSample
XAA-027 se.chao1 7.96341329738302 filtSample
XAA-027 ACE 103.285329852574 filtSample
XAA-027 se.ACE 4.98601469768763 filtSample
XAA-027 Shannon 2.59843190363875 filtSample
XAA-027 Simpson 0.872731519766712 filtSample
XAA-027 InvSimpson 7.857405055572 filtSample
XAA-027 Fisher 12.1824773623828 filtSample
XAA-027 ShannonEffectiveSpecies 13.4426421409004 filtSample
XAA-028 Observed 124 filtSample
XAA-028 Chao1 154 filtSample
XAA-028 se.chao1 16.1537986566306 filtSample
XAA-028 ACE 158.875366267766 filtSample
XAA-028 se.ACE 6.2334742847873 filtSample
XAA-028 Shannon 2.63018564766307 filtSample
XAA-028 Simpson 0.865639012199966 filtSample
XAA-028 InvSimpson 7.44263655971535 filtSample
XAA-028 Fisher 14.0404442011147 filtSample
XAA-028 ShannonEffectiveSpecies 13.8763457741851 filtSample
XAA-029 Observed 93 filtSample
XAA-029 Chao1 136.5 filtSample
XAA-029 se.chao1 21.7859309122719 filtSample
XAA-029 ACE 132.804195614416 filtSample
XAA-029 se.ACE 6.08792583664648 filtSample
XAA-029 Shannon 2.5814175507441 filtSample
XAA-029 Simpson 0.844059765959414 filtSample
XAA-029 InvSimpson 6.41271321767887 filtSample
XAA-029 Fisher 15.7339670410226 filtSample
XAA-029 ShannonEffectiveSpecies 13.2158590384395 filtSample
XAA-030 Observed 40 filtSample
XAA-030 Chao1 70 filtSample
XAA-030 se.chao1 20.9215370918514 filtSample
XAA-030 ACE 64.0635344328173 filtSample
XAA-030 se.ACE 4.25299396910229 filtSample
XAA-030 Shannon 1.57186778696978 filtSample
XAA-030 Simpson 0.675295273439472 filtSample
XAA-030 InvSimpson 3.07972110721213 filtSample
XAA-030 Fisher 6.42683607349161 filtSample
XAA-030 ShannonEffectiveSpecies 4.81563437816643 filtSample
XAA-031 Observed 29 filtSample
XAA-031 Chao1 38 filtSample
XAA-031 se.chao1 7.60616093772189 filtSample
XAA-031 ACE 46.4384295062463 filtSample
XAA-031 se.ACE 4.07552290202902 filtSample
XAA-031 Shannon 1.01789744558665 filtSample
XAA-031 Simpson 0.484300942015636 filtSample
XAA-031 InvSimpson 1.93911542888705 filtSample
XAA-031 Fisher 3.95098777698182 filtSample
XAA-031 ShannonEffectiveSpecies 2.76737009656011 filtSample
XAA-034 Observed 19 filtSample
XAA-034 Chao1 21 filtSample
XAA-034 se.chao1 2.57903636489069 filtSample
XAA-034 ACE 23.6930280957336 filtSample
XAA-034 se.ACE 2.41460598275528 filtSample
XAA-034 Shannon 0.649285883839645 filtSample
XAA-034 Simpson 0.364624329645041 filtSample
XAA-034 InvSimpson 1.5738720361158 filtSample
XAA-034 Fisher 2.32231702207487 filtSample
XAA-034 ShannonEffectiveSpecies 1.91417339866224 filtSample
XAA-035 Observed 35 filtSample
XAA-035 Chao1 37.5 filtSample
XAA-035 se.chao1 3.15568270479358 filtSample
XAA-035 ACE 38.0772561409894 filtSample
XAA-035 se.ACE 3.02205115309893 filtSample
XAA-035 Shannon 0.825778062247914 filtSample
XAA-035 Simpson 0.399773883182008 filtSample
XAA-035 InvSimpson 1.66603880101277 filtSample
XAA-035 Fisher 4.40942809202828 filtSample
XAA-035 ShannonEffectiveSpecies 2.28365690148969 filtSample
XAA-036 Observed 71 filtSample
XAA-036 Chao1 94.1 filtSample
XAA-036 se.chao1 13.1413975005629 filtSample
XAA-036 ACE 99.8635796637916 filtSample
XAA-036 se.ACE 5.49586847500199 filtSample
XAA-036 Shannon 1.14720195421733 filtSample
XAA-036 Simpson 0.475072831240871 filtSample
XAA-036 InvSimpson 1.90502618175373 filtSample
XAA-036 Fisher 9.8173178201294 filtSample
XAA-036 ShannonEffectiveSpecies 3.14936849265661 filtSample
XAA-037 Observed 72 filtSample
XAA-037 Chao1 101.545454545455 filtSample
XAA-037 se.chao1 15.5326936389792 filtSample
XAA-037 ACE 110.516752262167 filtSample
XAA-037 se.ACE 5.54662062534011 filtSample
XAA-037 Shannon 1.58485895782838 filtSample
XAA-037 Simpson 0.62463846065453 filtSample
XAA-037 InvSimpson 2.66409819648473 filtSample
XAA-037 Fisher 9.89159737224183 filtSample
XAA-037 ShannonEffectiveSpecies 4.87860324119007 filtSample
XAA-039 Observed 122 filtSample
XAA-039 Chao1 138.235294117647 filtSample
XAA-039 se.chao1 8.75613263930702 filtSample
XAA-039 ACE 143.988637798258 filtSample
XAA-039 se.ACE 6.01575181575371 filtSample
XAA-039 Shannon 1.94343236152086 filtSample
XAA-039 Simpson 0.751257596285746 filtSample
XAA-039 InvSimpson 4.02022327141601 filtSample
XAA-039 Fisher 14.3755204822312 filtSample
XAA-039 ShannonEffectiveSpecies 6.98267695753096 filtSample
XAA-042 Observed 78 filtSample
XAA-042 Chao1 93.5454545454545 filtSample
XAA-042 se.chao1 9.44477467533185 filtSample
XAA-042 ACE 93.0712395355118 filtSample
XAA-042 se.ACE 4.67356045361064 filtSample
XAA-042 Shannon 1.65844550835775 filtSample
XAA-042 Simpson 0.710575655379231 filtSample
XAA-042 InvSimpson 3.45513436787874 filtSample
XAA-042 Fisher 10.1011177554186 filtSample
XAA-042 ShannonEffectiveSpecies 5.25114164081964 filtSample
XAA-050 Observed 85 filtSample
XAA-050 Chao1 113.875 filtSample
XAA-050 se.chao1 16.6957594538501 filtSample
XAA-050 ACE 121.820491461891 filtSample
XAA-050 se.ACE 5.79421012796099 filtSample
XAA-050 Shannon 2.28802426448757 filtSample
XAA-050 Simpson 0.80065974507486 filtSample
XAA-050 InvSimpson 5.01654821488784 filtSample
XAA-050 Fisher 11.2942595319069 filtSample
XAA-050 ShannonEffectiveSpecies 9.85544667698829 filtSample
XAA-057 Observed 67 filtSample
XAA-057 Chao1 78.375 filtSample
XAA-057 se.chao1 8.08251040117442 filtSample
XAA-057 ACE 82.9272727272727 filtSample
XAA-057 se.ACE 4.5874780227118 filtSample
XAA-057 Shannon 2.07888525054574 filtSample
XAA-057 Simpson 0.768262169382576 filtSample
XAA-057 InvSimpson 4.31522120206131 filtSample
XAA-057 Fisher 9.08528336764085 filtSample
XAA-057 ShannonEffectiveSpecies 7.99555090853707 filtSample
XAA-064 Observed 134 filtSample
XAA-064 Chao1 154 filtSample
XAA-064 se.chao1 10.5618582611134 filtSample
XAA-064 ACE 152.220922747647 filtSample
XAA-064 se.ACE 5.98371888406998 filtSample
XAA-064 Shannon 2.02450822142995 filtSample
XAA-064 Simpson 0.756607930762766 filtSample
XAA-064 InvSimpson 4.10859730612382 filtSample
XAA-064 Fisher 15.2577033161885 filtSample
XAA-064 ShannonEffectiveSpecies 7.57238609160649 filtSample
XAA-225 Observed 100 filtSample
XAA-225 Chao1 125.2 filtSample
XAA-225 se.chao1 12.6004032594326 filtSample
XAA-225 ACE 138.089917798408 filtSample
XAA-225 se.ACE 6.4343937144428 filtSample
XAA-225 Shannon 1.95047520325859 filtSample
XAA-225 Simpson 0.762098623329172 filtSample
XAA-225 InvSimpson 4.20342250218942 filtSample
XAA-225 Fisher 12.592642692476 filtSample
XAA-225 ShannonEffectiveSpecies 7.03202842955946 filtSample
XAA-281 Observed 108 filtSample
XAA-281 Chao1 130.555555555556 filtSample
XAA-281 se.chao1 11.0416628230163 filtSample
XAA-281 ACE 152.718351124624 filtSample
XAA-281 se.ACE 6.9701168125768 filtSample
XAA-281 Shannon 1.62629457704072 filtSample
XAA-281 Simpson 0.682064579377899 filtSample
XAA-281 InvSimpson 3.14529283350471 filtSample
XAA-281 Fisher 12.5971407040837 filtSample
XAA-281 ShannonEffectiveSpecies 5.08499769924243 filtSample
XAA-454 Observed 121 filtSample
XAA-454 Chao1 168.571428571429 filtSample
XAA-454 se.chao1 21.1904488462408 filtSample
XAA-454 ACE 171.426270011947 filtSample
XAA-454 se.ACE 6.78808671922421 filtSample
XAA-454 Shannon 2.11400136001917 filtSample
XAA-454 Simpson 0.788341610244662 filtSample
XAA-454 InvSimpson 4.72459419707355 filtSample
XAA-454 Fisher 13.7137837133016 filtSample
XAA-454 ShannonEffectiveSpecies 8.28131158649963 filtSample
XAA-488 Observed 72 filtSample
XAA-488 Chao1 79.5 filtSample
XAA-488 se.chao1 6.35038185902358 filtSample
XAA-488 ACE 77.1988899898803 filtSample
XAA-488 se.ACE 4.15677204972955 filtSample
XAA-488 Shannon 2.19102868162666 filtSample
XAA-488 Simpson 0.835886875844334 filtSample
XAA-488 InvSimpson 6.093357890448 filtSample
XAA-488 Fisher 9.11010156909803 filtSample
XAA-488 ShannonEffectiveSpecies 8.94440933343981 filtSample
XAA-522 Observed 82 filtSample
XAA-522 Chao1 101 filtSample
XAA-522 se.chao1 11.2896737186363 filtSample
XAA-522 ACE 98.7756972051647 filtSample
XAA-522 se.ACE 4.86259550035009 filtSample
XAA-522 Shannon 1.655050727571 filtSample
XAA-522 Simpson 0.643087893001623 filtSample
XAA-522 InvSimpson 2.80181025073646 filtSample
XAA-522 Fisher 10.8805958028285 filtSample
XAA-522 ShannonEffectiveSpecies 5.23334539034458 filtSample
XAA-555 Observed 95 filtSample
XAA-555 Chao1 122.6 filtSample
XAA-555 se.chao1 15.1185479247842 filtSample
XAA-555 ACE 123.034532841089 filtSample
XAA-555 se.ACE 5.8085106714984 filtSample
XAA-555 Shannon 1.62539637007943 filtSample
XAA-555 Simpson 0.622028773988764 filtSample
XAA-555 InvSimpson 2.64570404089509 filtSample
XAA-555 Fisher 11.4875450253275 filtSample
XAA-555 ShannonEffectiveSpecies 5.08043236952324 filtSample
XAA-590 Observed 92 filtSample
XAA-590 Chao1 127 filtSample
XAA-590 se.chao1 25.6136412419787 filtSample
XAA-590 ACE 100.498597958665 filtSample
XAA-590 se.ACE 4.85201753655386 filtSample
XAA-590 Shannon 2.28446603680757 filtSample
XAA-590 Simpson 0.834619429974891 filtSample
XAA-590 InvSimpson 6.04665953109348 filtSample
XAA-590 Fisher 11.3587645015616 filtSample
XAA-590 ShannonEffectiveSpecies 9.82044106971768 filtSample
XAA-623 Observed 127 filtSample
XAA-623 Chao1 158.5 filtSample
XAA-623 se.chao1 15.9453686426943 filtSample
XAA-623 ACE 154.23809014668 filtSample
XAA-623 se.ACE 6.25376114581523 filtSample
XAA-623 Shannon 3.24487329743958 filtSample
XAA-623 Simpson 0.938295682655629 filtSample
XAA-623 InvSimpson 16.206321421871 filtSample
XAA-623 Fisher 18.6808801723613 filtSample
XAA-623 ShannonEffectiveSpecies 25.6584588618308 filtSample
XAA-652 Observed 113 filtSample
XAA-652 Chao1 125.214285714286 filtSample
XAA-652 se.chao1 7.43421435927082 filtSample
XAA-652 ACE 131.143145596224 filtSample
XAA-652 se.ACE 5.73573127456253 filtSample
XAA-652 Shannon 2.88181343813308 filtSample
XAA-652 Simpson 0.892265367703932 filtSample
XAA-652 InvSimpson 9.28206630205849 filtSample
XAA-652 Fisher 14.784997020192 filtSample
XAA-652 ShannonEffectiveSpecies 17.8466075712576 filtSample
XAC-002 Observed 115 filtSample
XAC-002 Chao1 125.6875 filtSample
XAC-002 se.chao1 6.53979626138917 filtSample
XAC-002 ACE 133.722296710752 filtSample
XAC-002 se.ACE 5.76584759012917 filtSample
XAC-002 Shannon 2.72756645423639 filtSample
XAC-002 Simpson 0.898274853790713 filtSample
XAC-002 InvSimpson 9.83041103664397 filtSample
XAC-002 Fisher 13.5274710280385 filtSample
XAC-002 ShannonEffectiveSpecies 15.2956191026393 filtSample
XAC-029 Observed 137 filtSample
XAC-029 Chao1 160.4 filtSample
XAC-029 se.chao1 11.90389313714 filtSample
XAC-029 ACE 159.906159037648 filtSample
XAC-029 se.ACE 5.89092780311481 filtSample
XAC-029 Shannon 2.84679626133237 filtSample
XAC-029 Simpson 0.903160334105052 filtSample
XAC-029 InvSimpson 10.3263470682024 filtSample
XAC-029 Fisher 16.240101533002 filtSample
XAC-029 ShannonEffectiveSpecies 17.2324849311279 filtSample
XAC-036 Observed 97 filtSample
XAC-036 Chao1 103.111111111111 filtSample
XAC-036 se.chao1 4.97550534799422 filtSample
XAC-036 ACE 105.782010267444 filtSample
XAC-036 se.ACE 4.88417190752856 filtSample
XAC-036 Shannon 2.62844278131864 filtSample
XAC-036 Simpson 0.881812886893965 filtSample
XAC-036 InvSimpson 8.46115937448125 filtSample
XAC-036 Fisher 11.1674565295516 filtSample
XAC-036 ShannonEffectiveSpecies 13.8521822211898 filtSample
XAC-064 Observed 85 filtSample
XAC-064 Chao1 91.6 filtSample
XAC-064 se.chao1 5.13547155792637 filtSample
XAC-064 ACE 94.8629157682189 filtSample
XAC-064 se.ACE 4.90186120629888 filtSample
XAC-064 Shannon 2.46018642796526 filtSample
XAC-064 Simpson 0.872880260739513 filtSample
XAC-064 InvSimpson 7.86659889185939 filtSample
XAC-064 Fisher 9.79301382502065 filtSample
XAC-064 ShannonEffectiveSpecies 11.7069938475953 filtSample
XAC-224 Observed 108 filtSample
XAC-224 Chao1 129.375 filtSample
XAC-224 se.chao1 13.1467772537875 filtSample
XAC-224 ACE 122.576021457966 filtSample
XAC-224 se.ACE 5.04864460386616 filtSample
XAC-224 Shannon 3.07623865523087 filtSample
XAC-224 Simpson 0.930034552277054 filtSample
XAC-224 InvSimpson 14.2927692531872 filtSample
XAC-224 Fisher 14.2369903667205 filtSample
XAC-224 ShannonEffectiveSpecies 21.6767152661963 filtSample
XAD-003 Observed 68 filtSample
XAD-003 Chao1 84.5 filtSample
XAD-003 se.chao1 12.8980591460005 filtSample
XAD-003 ACE 84.9249704142012 filtSample
XAD-003 se.ACE 3.81957092651436 filtSample
XAD-003 Shannon 2.33064540720776 filtSample
XAD-003 Simpson 0.831718272961889 filtSample
XAD-003 InvSimpson 5.94241583801628 filtSample
XAD-003 Fisher 7.75544587468673 filtSample
XAD-003 ShannonEffectiveSpecies 10.2845771316911 filtSample
XAD-029 Observed 73 filtSample
XAD-029 Chao1 84.1428571428571 filtSample
XAD-029 se.chao1 8.22952658528904 filtSample
XAD-029 ACE 89.1774821174158 filtSample
XAD-029 se.ACE 4.37745078487851 filtSample
XAD-029 Shannon 2.0034628370178 filtSample
XAD-029 Simpson 0.732277793048455 filtSample
XAD-029 InvSimpson 3.73521498790344 filtSample
XAD-029 Fisher 8.39461814803513 filtSample
XAD-029 ShannonEffectiveSpecies 7.4146875490711 filtSample
XAD-036 Observed 60 filtSample
XAD-036 Chao1 78.3333333333333 filtSample
XAD-036 se.chao1 15.0654896434884 filtSample
XAD-036 ACE 73.9610969387755 filtSample
XAD-036 se.ACE 4.11567589735677 filtSample
XAD-036 Shannon 2.07953157466785 filtSample
XAD-036 Simpson 0.776717729233111 filtSample
XAD-036 InvSimpson 4.47863592825971 filtSample
XAD-036 Fisher 6.80275551502103 filtSample
XAD-036 ShannonEffectiveSpecies 8.00072029632888 filtSample
XAD-063 Observed 71 filtSample
XAD-063 Chao1 89.2 filtSample
XAD-063 se.chao1 13.1519439133366 filtSample
XAD-063 ACE 91.8398641504598 filtSample
XAD-063 se.ACE 5.37436236879241 filtSample
XAD-063 Shannon 1.97971275716368 filtSample
XAD-063 Simpson 0.70385083101133 filtSample
XAD-063 InvSimpson 3.3766767045639 filtSample
XAD-063 Fisher 7.97327622787156 filtSample
XAD-063 ShannonEffectiveSpecies 7.24066285788832 filtSample
XAD-225 Observed 77 filtSample
XAD-225 Chao1 101.428571428571 filtSample
XAD-225 se.chao1 15.1650317871569 filtSample
XAD-225 ACE 104.307328249404 filtSample
XAD-225 se.ACE 5.32499434655652 filtSample
XAD-225 Shannon 2.22527487537508 filtSample
XAD-225 Simpson 0.75207671111314 filtSample
XAD-225 InvSimpson 4.03350570448567 filtSample
XAD-225 Fisher 9.60488022750795 filtSample
XAD-225 ShannonEffectiveSpecies 9.25602670807574 filtSample
XBA-001 Observed 114 filtSample
XBA-001 Chao1 116.571428571429 filtSample
XBA-001 se.chao1 2.51503663536564 filtSample
XBA-001 ACE 119.171982602392 filtSample
XBA-001 se.ACE 5.29271657784097 filtSample
XBA-001 Shannon 2.45748434129446 filtSample
XBA-001 Simpson 0.858625318293128 filtSample
XBA-001 InvSimpson 7.07340230886189 filtSample
XBA-001 Fisher 12.6582019626679 filtSample
XBA-001 ShannonEffectiveSpecies 11.675403235072 filtSample
XBA-008 Observed 97 filtSample
XBA-008 Chao1 169.5 filtSample
XBA-008 se.chao1 39.0703000242586 filtSample
XBA-008 ACE 149.644512592271 filtSample
XBA-008 se.ACE 6.81865619123785 filtSample
XBA-008 Shannon 2.93232560053586 filtSample
XBA-008 Simpson 0.916158960399775 filtSample
XBA-008 InvSimpson 11.9273330193452 filtSample
XBA-008 Fisher 13.398639291188 filtSample
XBA-008 ShannonEffectiveSpecies 18.7712341668986 filtSample
XBA-015 Observed 81 filtSample
XBA-015 Chao1 123.166666666667 filtSample
XBA-015 se.chao1 24.7366715159883 filtSample
XBA-015 ACE 120.668308518376 filtSample
XBA-015 se.ACE 5.77193345953755 filtSample
XBA-015 Shannon 2.98468316400233 filtSample
XBA-015 Simpson 0.923843728006585 filtSample
XBA-015 InvSimpson 13.1308948537616 filtSample
XBA-015 Fisher 12.1423812645023 filtSample
XBA-015 ShannonEffectiveSpecies 19.7802341532235 filtSample
XBA-022 Observed 77 filtSample
XBA-022 Chao1 92.3 filtSample
XBA-022 se.chao1 9.56185781732521 filtSample
XBA-022 ACE 95.8397738993314 filtSample
XBA-022 se.ACE 4.81801060617509 filtSample
XBA-022 Shannon 2.7032708355142 filtSample
XBA-022 Simpson 0.893054936020347 filtSample
XBA-022 InvSimpson 9.35059518212322 filtSample
XBA-022 Fisher 11.5765347993187 filtSample
XBA-022 ShannonEffectiveSpecies 14.9284805610916 filtSample
XBA-023 Observed 74 filtSample
XBA-023 Chao1 91.1428571428571 filtSample
XBA-023 se.chao1 11.4645232245369 filtSample
XBA-023 ACE 89.7958352250128 filtSample
XBA-023 se.ACE 4.79429883976061 filtSample
XBA-023 Shannon 2.82537192956009 filtSample
XBA-023 Simpson 0.913398507527181 filtSample
XBA-023 InvSimpson 11.5471451062332 filtSample
XBA-023 Fisher 11.2400194262554 filtSample
XBA-023 ShannonEffectiveSpecies 16.8672172362858 filtSample
XBA-024 Observed 100 filtSample
XBA-024 Chao1 113.588235294118 filtSample
XBA-024 se.chao1 7.67988872393999 filtSample
XBA-024 ACE 122.209485024979 filtSample
XBA-024 se.ACE 5.641002539392 filtSample
XBA-024 Shannon 2.71540924190208 filtSample
XBA-024 Simpson 0.902478465777551 filtSample
XBA-024 InvSimpson 10.2541454866673 filtSample
XBA-024 Fisher 13.2969189247368 filtSample
XBA-024 ShannonEffectiveSpecies 15.1107927762759 filtSample
XBA-025 Observed 81 filtSample
XBA-025 Chao1 105.428571428571 filtSample
XBA-025 se.chao1 15.1653215208214 filtSample
XBA-025 ACE 106.306313835179 filtSample
XBA-025 se.ACE 5.19639294968131 filtSample
XBA-025 Shannon 2.68266049740974 filtSample
XBA-025 Simpson 0.884604125971294 filtSample
XBA-025 InvSimpson 8.66582109990552 filtSample
XBA-025 Fisher 10.7264988514559 filtSample
XBA-025 ShannonEffectiveSpecies 14.6239485630652 filtSample
XBA-026 Observed 76 filtSample
XBA-026 Chao1 89.3333333333333 filtSample
XBA-026 se.chao1 8.8479108888497 filtSample
XBA-026 ACE 92.2769464516015 filtSample
XBA-026 se.ACE 4.82578143267162 filtSample
XBA-026 Shannon 2.8299593116189 filtSample
XBA-026 Simpson 0.906658919021275 filtSample
XBA-026 InvSimpson 10.713396390041 filtSample
XBA-026 Fisher 10.8162131454113 filtSample
XBA-026 ShannonEffectiveSpecies 16.9447713551998 filtSample
XBA-027 Observed 82 filtSample
XBA-027 Chao1 129.5 filtSample
XBA-027 se.chao1 30.7288739542807 filtSample
XBA-027 ACE 99.9102785728455 filtSample
XBA-027 se.ACE 4.84079434049936 filtSample
XBA-027 Shannon 2.73570186170137 filtSample
XBA-027 Simpson 0.899798236516586 filtSample
XBA-027 InvSimpson 9.97986427819228 filtSample
XBA-027 Fisher 11.8072654888397 filtSample
XBA-027 ShannonEffectiveSpecies 15.4205627410587 filtSample
XBA-028 Observed 89 filtSample
XBA-028 Chao1 101 filtSample
XBA-028 se.chao1 7.95992437398773 filtSample
XBA-028 ACE 102.64453761938 filtSample
XBA-028 se.ACE 5.02812159751058 filtSample
XBA-028 Shannon 2.82189471208129 filtSample
XBA-028 Simpson 0.910557479067755 filtSample
XBA-028 InvSimpson 11.1803646585222 filtSample
XBA-028 Fisher 12.0557781619161 filtSample
XBA-028 ShannonEffectiveSpecies 16.8086681067146 filtSample
XBA-029 Observed 114 filtSample
XBA-029 Chao1 140.25 filtSample
XBA-029 se.chao1 15.4712726836181 filtSample
XBA-029 ACE 135.810208763275 filtSample
XBA-029 se.ACE 5.66609746327807 filtSample
XBA-029 Shannon 2.82414491427385 filtSample
XBA-029 Simpson 0.902296990957458 filtSample
XBA-029 InvSimpson 10.235099305535 filtSample
XBA-029 Fisher 13.2072469965876 filtSample
XBA-029 ShannonEffectiveSpecies 16.8465335950675 filtSample
XBA-030 Observed 72 filtSample
XBA-030 Chao1 87 filtSample
XBA-030 se.chao1 10.3341429691974 filtSample
XBA-030 ACE 97.5375888242894 filtSample
XBA-030 se.ACE 5.22218347712578 filtSample
XBA-030 Shannon 2.93525036809179 filtSample
XBA-030 Simpson 0.915028903850978 filtSample
XBA-030 InvSimpson 11.7687077761855 filtSample
XBA-030 Fisher 10.4343969877825 filtSample
XBA-030 ShannonEffectiveSpecies 18.8262160289638 filtSample
XBA-036 Observed 69 filtSample
XBA-036 Chao1 84 filtSample
XBA-036 se.chao1 10.3339377625037 filtSample
XBA-036 ACE 83.3510446622602 filtSample
XBA-036 se.ACE 4.61167828247735 filtSample
XBA-036 Shannon 2.03424898147414 filtSample
XBA-036 Simpson 0.783076460543533 filtSample
XBA-036 InvSimpson 4.60991924853174 filtSample
XBA-036 Fisher 8.37165446648853 filtSample
XBA-036 ShannonEffectiveSpecies 7.64650729987307 filtSample
XBA-037 Observed 61 filtSample
XBA-037 Chao1 80.4285714285714 filtSample
XBA-037 se.chao1 12.6453736130874 filtSample
XBA-037 ACE 77.7345976276724 filtSample
XBA-037 se.ACE 4.35172677969811 filtSample
XBA-037 Shannon 1.39499875701869 filtSample
XBA-037 Simpson 0.631124261890251 filtSample
XBA-037 InvSimpson 2.71094001769907 filtSample
XBA-037 Fisher 7.86772941268244 filtSample
XBA-037 ShannonEffectiveSpecies 4.03496955723736 filtSample
XBA-039 Observed 48 filtSample
XBA-039 Chao1 69 filtSample
XBA-039 se.chao1 14.7390342436261 filtSample
XBA-039 ACE 68.093063630491 filtSample
XBA-039 se.ACE 4.39710239333517 filtSample
XBA-039 Shannon 1.0163193864865 filtSample
XBA-039 Simpson 0.420859288731091 filtSample
XBA-039 InvSimpson 1.72669608705107 filtSample
XBA-039 Fisher 6.60072304053911 filtSample
XBA-039 ShannonEffectiveSpecies 2.763006466934 filtSample
XBA-040 Observed 50 filtSample
XBA-040 Chao1 54.5 filtSample
XBA-040 se.chao1 4.10509165828679 filtSample
XBA-040 ACE 57.4811925542597 filtSample
XBA-040 se.ACE 3.82106363916504 filtSample
XBA-040 Shannon 1.04499187671236 filtSample
XBA-040 Simpson 0.3721269095933 filtSample
XBA-040 InvSimpson 1.59267854488279 filtSample
XBA-040 Fisher 6.65325226522448 filtSample
XBA-040 ShannonEffectiveSpecies 2.8433754260015 filtSample
XBA-041 Observed 51 filtSample
XBA-041 Chao1 86 filtSample
XBA-041 se.chao1 21.2041514053665 filtSample
XBA-041 ACE 80.2472082756233 filtSample
XBA-041 se.ACE 4.66039024051536 filtSample
XBA-041 Shannon 1.1637964997822 filtSample
XBA-041 Simpson 0.491056893748665 filtSample
XBA-041 InvSimpson 1.96485616509395 filtSample
XBA-041 Fisher 7.54308367605799 filtSample
XBA-041 ShannonEffectiveSpecies 3.20206687513334 filtSample
XBA-042 Observed 50 filtSample
